   Time      U       Uh       Ut        V        W        u'       v'       w'      u'w'     u'v'     v'w'     TKE      CTKE
  58.35   15.718   15.724   15.740   -0.405   -0.710    0.718   -0.405   -0.710   -0.510   -0.291    0.288    0.592    0.327
  58.40   15.743   15.748   15.759   -0.359   -0.610    0.743   -0.359   -0.610   -0.454   -0.267    0.219    0.527    0.285
  58.45   15.573   15.574   15.605   -0.208   -0.974    0.573   -0.208   -0.974   -0.558   -0.119    0.203    0.660    0.303
  58.50   15.340   15.346   15.355   -0.393   -0.532    0.340   -0.393   -0.532   -0.181   -0.134    0.209    0.277    0.154
  58.55   15.569   15.570   15.578   -0.192   -0.516    0.569   -0.192   -0.516   -0.293   -0.109    0.099    0.313    0.164
  58.60   15.762   15.762   15.786    0.026   -0.861    0.762    0.026   -0.861   -0.656    0.020   -0.023    0.661    0.328
  58.65   15.401   15.404   15.434   -0.281   -0.963    0.401   -0.281   -0.963   -0.387   -0.113    0.271    0.584    0.243
  58.70   15.050   15.050   15.082    0.060   -0.980    0.050    0.060   -0.980   -0.049    0.003   -0.059    0.484    0.038
  58.75   14.621   14.621   14.646   -0.031   -0.853   -0.379   -0.031   -0.853    0.324    0.012    0.027    0.437    0.163
  58.80   14.709   14.713   14.724   -0.355   -0.585   -0.291   -0.355   -0.585    0.170    0.104    0.208    0.277    0.144
  58.85   14.778   14.783   14.792   -0.365   -0.518   -0.222   -0.365   -0.518    0.115    0.081    0.189    0.225    0.118
  58.90   14.731   14.732   14.733   -0.162   -0.131   -0.269   -0.162   -0.131    0.035    0.044    0.021    0.058    0.030
  58.95   14.941   14.947   14.952   -0.433   -0.372   -0.059   -0.433   -0.372    0.022    0.025    0.161    0.164    0.082
  59.00   14.851   14.856   14.863   -0.362   -0.470   -0.149   -0.362   -0.470    0.070    0.054    0.170    0.187    0.096
  59.05   15.058   15.062   15.067   -0.339   -0.390    0.058   -0.339   -0.390   -0.023   -0.020    0.132    0.135    0.068
  59.10   14.979   14.985   15.002   -0.449   -0.702   -0.021   -0.449   -0.702    0.015    0.010    0.315    0.347    0.158
  59.15   15.388   15.388   15.401   -0.061   -0.619    0.388   -0.061   -0.619   -0.240   -0.024    0.038    0.269    0.122
  59.20   15.723   15.724   15.729    0.097   -0.391    0.723    0.097   -0.391   -0.283    0.070   -0.038    0.343    0.147
  59.25   15.864   15.865   15.869    0.174   -0.346    0.864    0.174   -0.346   -0.299    0.151   -0.060    0.449    0.170
  59.30   15.821   15.821   15.828   -0.074   -0.469    0.821   -0.074   -0.469   -0.385   -0.060    0.034    0.450    0.196
  59.35   15.971   15.978   15.987   -0.466   -0.543    0.971   -0.466   -0.543   -0.528   -0.453    0.253    0.728    0.370
  59.40   15.556   15.562   15.570   -0.442   -0.499    0.556   -0.442   -0.499   -0.277   -0.246    0.220    0.377    0.216
  59.45   15.246   15.251   15.253   -0.395   -0.242    0.246   -0.395   -0.242   -0.060   -0.097    0.096    0.138    0.074
  59.50   15.378   15.384   15.386   -0.452   -0.226    0.378   -0.452   -0.226   -0.085   -0.171    0.102    0.199    0.108
  59.55   15.171   15.175   15.175   -0.332    0.082    0.171   -0.332    0.082    0.014   -0.057   -0.027    0.073    0.032
  59.60   14.886   14.898   14.902   -0.608    0.323   -0.114   -0.608    0.323   -0.037    0.069   -0.196    0.243    0.106
  59.65   14.546   14.550   14.551   -0.372    0.156   -0.454   -0.372    0.156   -0.071    0.169   -0.058    0.185    0.096
  59.70   14.584   14.590   14.590   -0.413   -0.141   -0.416   -0.413   -0.141    0.059    0.172    0.058    0.182    0.095
  59.75   14.547   14.553   14.554   -0.413   -0.090   -0.453   -0.413   -0.090    0.041    0.187    0.037    0.192    0.097
  59.80   14.837   14.853   14.854   -0.672   -0.192   -0.163   -0.672   -0.192    0.031    0.109    0.129    0.258    0.086
  59.85   14.907   14.955   14.962   -1.204   -0.451   -0.093   -1.204   -0.451    0.042    0.112    0.543    0.831    0.278
  59.90   14.850   14.913   14.920   -1.378   -0.431   -0.150   -1.378   -0.431    0.065    0.207    0.595    1.054    0.317
  59.95   14.841   14.888   14.900   -1.181   -0.594   -0.159   -1.181   -0.594    0.095    0.188    0.702    0.887    0.366
  60.00   15.038   15.098   15.108   -1.342   -0.553    0.038   -1.342   -0.553   -0.021   -0.052    0.742    1.055    0.372
  60.05   15.080   15.124   15.130   -1.142   -0.434    0.080   -1.142   -0.434   -0.035   -0.092    0.495    0.749    0.252
  60.10   15.033   15.129   15.131   -1.698   -0.282    0.033   -1.698   -0.282   -0.009   -0.056    0.478    1.482    0.241
  60.15   15.048   15.138   15.141   -1.650   -0.292    0.048   -1.650   -0.292   -0.014   -0.079    0.482    1.405    0.244
  60.20   14.866   14.935   14.938   -1.434   -0.320   -0.134   -1.434   -0.320    0.043    0.192    0.459    1.088    0.250
  60.25   14.829   14.895   14.896   -1.402   -0.068   -0.171   -1.402   -0.068    0.012    0.239    0.096    0.999    0.129
  60.30   14.609   14.657   14.660   -1.194   -0.274   -0.391   -1.194   -0.274    0.107    0.467    0.327    0.827    0.290
  60.35   14.803   14.878   14.880   -1.494   -0.247   -0.197   -1.494   -0.247    0.049    0.294    0.368    1.165    0.237
  60.40   14.804   14.853   14.853   -1.206    0.001   -0.196   -1.206    0.001   -0.000    0.236   -0.001    0.747    0.118
  60.45   14.865   14.900   14.900   -1.013    0.139   -0.135   -1.013    0.139   -0.019    0.137   -0.141    0.532    0.099
  60.50   14.853   14.889   14.889   -1.034   -0.124   -0.147   -1.034   -0.124    0.018    0.152    0.128    0.553    0.100
  60.55   14.641   14.692   14.692   -1.223   -0.016   -0.359   -1.223   -0.016    0.006    0.439    0.019    0.812    0.220
  60.60   14.632   14.708   14.710   -1.489    0.235   -0.368   -1.489    0.235   -0.086    0.548   -0.349    1.204    0.328
  60.65   14.994   15.049   15.049   -1.279   -0.109   -0.006   -1.279   -0.109    0.001    0.008    0.140    0.824    0.070
  60.70   15.382   15.425   15.425   -1.155   -0.105    0.382   -1.155   -0.105   -0.040   -0.441    0.121    0.746    0.229
  60.75   14.973   15.002   15.005   -0.937   -0.280   -0.027   -0.937   -0.280    0.008    0.025    0.262    0.478    0.132
  60.80   15.000   15.038   15.039   -1.069   -0.215   -0.000   -1.069   -0.215    0.000    0.000    0.230    0.594    0.115
  60.85   14.899   14.970   14.970   -1.447   -0.059   -0.101   -1.447   -0.059    0.006    0.145    0.085    1.053    0.084
  60.90   14.689   14.733   14.736   -1.140   -0.304   -0.311   -1.140   -0.304    0.095    0.355    0.346    0.745    0.252
  60.95   14.538   14.577   14.582   -1.071   -0.378   -0.462   -1.071   -0.378    0.175    0.495    0.405    0.752    0.331
  61.00   14.748   14.792   14.793   -1.139   -0.209   -0.252   -1.139   -0.209    0.053    0.287    0.238    0.703    0.188
  61.05   14.951   14.981   14.985   -0.951   -0.345   -0.049   -0.951   -0.345    0.017    0.046    0.328    0.513    0.166
  61.10   14.706   14.715   14.720   -0.523   -0.373   -0.294   -0.523   -0.373    0.110    0.154    0.195    0.249    0.136
  61.15   14.852   14.875   14.878   -0.824   -0.317   -0.148   -0.824   -0.317    0.047    0.122    0.262    0.401    0.146
  61.20   15.231   15.256   15.256   -0.870    0.015    0.231   -0.870    0.015    0.003   -0.201   -0.013    0.405    0.101
  61.25   15.516   15.542   15.543   -0.904    0.175    0.516   -0.904    0.175    0.090   -0.467   -0.158    0.557    0.250
  61.30   15.762   15.820   15.822   -1.348    0.273    0.762   -1.348    0.273    0.208   -1.027   -0.368    1.236    0.556
  61.35   16.001   16.066   16.069   -1.440    0.311    1.001   -1.440    0.311    0.312   -1.442   -0.449    1.587    0.771
  61.40   16.102   16.180   16.188   -1.587    0.509    1.102   -1.587    0.509    0.561   -1.749   -0.808    1.996    1.004
  61.45   16.562   16.637   16.643   -1.576    0.459    1.562   -1.576    0.459    0.717   -2.461   -0.723    2.567    1.332
  61.50   16.197   16.278   16.279   -1.624    0.068    1.197   -1.624    0.068    0.081   -1.944   -0.110    2.037    0.974
  61.55   16.179   16.287   16.287   -1.866    0.061    1.179   -1.866    0.061    0.072   -2.201   -0.113    2.438    1.102
  61.60   16.153   16.274   16.275   -1.978    0.139    1.153   -1.978    0.139    0.160   -2.282   -0.275    2.632    1.152
  61.65   16.040   16.130   16.131   -1.705    0.154    1.040   -1.705    0.154    0.160   -1.773   -0.263    2.006    0.900
  61.70   16.087   16.220   16.222   -2.078    0.186    1.087   -2.078    0.186    0.202   -2.258   -0.386    2.766    1.150
  61.75   16.124   16.237   16.238   -1.914    0.069    1.124   -1.914    0.069    0.077   -2.152   -0.131    2.466    1.078
  61.80   16.219   16.296   16.296   -1.586    0.067    1.219   -1.586    0.067    0.082   -1.932   -0.107    2.002    0.969
  61.85   16.010   16.123   16.124   -1.907    0.148    1.010   -1.907    0.148    0.150   -1.925   -0.282    2.339    0.976
  61.90   15.884   16.022   16.022   -2.097    0.084    0.884   -2.097    0.084    0.074   -1.854   -0.177    2.593    0.932
  61.95   16.108   16.216   16.219   -1.868   -0.297    1.108   -1.868   -0.297   -0.329   -2.069    0.555    2.402    1.084
  62.00   16.057   16.142   16.145   -1.656   -0.312    1.057   -1.656   -0.312   -0.330   -1.750    0.517    1.978    0.927
  62.05   15.924   15.975   15.975   -1.274    0.113    0.924   -1.274    0.113    0.105   -1.177   -0.144    1.244    0.595
  62.10   15.893   15.939   15.939   -1.203   -0.064    0.893   -1.203   -0.064   -0.057   -1.074    0.077    1.124    0.539
  62.15   15.623   15.653   15.653   -0.970   -0.113    0.623   -0.970   -0.113   -0.070   -0.604    0.109    0.670    0.309
  62.20   15.567   15.602   15.604   -1.037    0.235    0.567   -1.037    0.235    0.134   -0.588   -0.244    0.726    0.325
  62.25   15.726   15.768   15.785   -1.150    0.731    0.726   -1.150    0.731    0.531   -0.835   -0.841    1.192    0.649
  62.30   15.973   15.996   16.023   -0.869    0.927    0.973   -0.869    0.927    0.902   -0.846   -0.806    1.281    0.738
  62.35   15.857   15.870   15.891   -0.634    0.816    0.857   -0.634    0.816    0.699   -0.543   -0.517    0.901    0.513
  62.40   15.816   15.847   15.890   -0.996    1.163    0.816   -0.996    1.163    0.949   -0.813   -1.158    1.505    0.852
  62.45   15.828   15.887   15.914   -1.368    0.932    0.828   -1.368    0.932    0.772   -1.133   -1.275    1.713    0.936
  62.50   15.577   15.614   15.632   -1.079    0.744    0.577   -1.079    0.744    0.430   -0.623   -0.803    1.026    0.552
  62.55   15.384   15.407   15.434   -0.839    0.916    0.384   -0.839    0.916    0.352   -0.322   -0.768    0.845    0.452
  62.60   15.244   15.282   15.293   -1.085    0.586    0.244   -1.085    0.586    0.143   -0.264   -0.636    0.790    0.351
  62.65   15.064   15.080   15.087   -0.704    0.460    0.064   -0.704    0.460    0.029   -0.045   -0.324    0.356    0.164
  62.70   14.975   14.997   15.003   -0.797    0.431   -0.025   -0.797    0.431   -0.011    0.020   -0.344    0.411    0.172
  62.75   15.385   15.435   15.435   -1.241    0.038    0.385   -1.241    0.038    0.015   -0.478   -0.048    0.845    0.240
  62.80   15.300   15.336   15.338   -1.048   -0.283    0.300   -1.048   -0.283   -0.085   -0.314    0.297    0.634    0.220
  62.85   15.050   15.083   15.088   -0.991   -0.405    0.050   -0.991   -0.405   -0.020   -0.050    0.401    0.574    0.202
  62.90   14.825   14.833   14.850   -0.484   -0.705   -0.175   -0.484   -0.705    0.123    0.085    0.341    0.381    0.186
  62.95   14.616   14.630   14.654   -0.626   -0.837   -0.384   -0.626   -0.837    0.321    0.240    0.524    0.620    0.330
  63.00   14.768   14.797   14.811   -0.935   -0.634   -0.232   -0.935   -0.634    0.147    0.217    0.592    0.665    0.324
  63.05   14.786   14.826   14.842   -1.099   -0.686   -0.214   -1.099   -0.686    0.147    0.236    0.754    0.863    0.402
  63.10   14.830   14.866   14.867   -1.036    0.082   -0.170   -1.036    0.082   -0.014    0.176   -0.084    0.554    0.098
  63.15   14.727   14.755   14.755   -0.913   -0.033   -0.273   -0.913   -0.033    0.009    0.249    0.030    0.454    0.126
  63.20   14.496   14.499   14.499   -0.283    0.106   -0.504   -0.283    0.106   -0.054    0.143   -0.030    0.173    0.078
  63.25   14.473   14.483   14.485   -0.544   -0.245   -0.527   -0.544   -0.245    0.129    0.286    0.133    0.317    0.171
  63.30   14.644   14.647   14.649   -0.291   -0.261   -0.356   -0.291   -0.261    0.093    0.103    0.076    0.140    0.079
  63.35   14.667   14.673   14.678   -0.423   -0.357   -0.333   -0.423   -0.357    0.119    0.141    0.151    0.208    0.119
  63.40   14.560   14.566   14.575   -0.389   -0.532   -0.440   -0.389   -0.532    0.234    0.171    0.207    0.314    0.178
  63.45   14.847   14.853   14.863   -0.436   -0.548   -0.153   -0.436   -0.548    0.084    0.067    0.239    0.257    0.131
  63.50   15.118   15.128   15.132   -0.529   -0.364    0.118   -0.529   -0.364   -0.043   -0.063    0.192    0.213    0.103
  63.55   15.184   15.190   15.193   -0.427   -0.254    0.184   -0.427   -0.254   -0.047   -0.079    0.109    0.140    0.071
  63.60   15.372   15.377   15.382   -0.410   -0.397    0.372   -0.410   -0.397   -0.148   -0.153    0.163    0.232    0.134
  63.65   15.593   15.597   15.597   -0.357   -0.067    0.593   -0.357   -0.067   -0.040   -0.211    0.024    0.242    0.108
  63.70   15.540   15.545   15.546   -0.377   -0.229    0.540   -0.377   -0.229   -0.123   -0.204    0.086    0.243    0.127
  63.75   15.624   15.634   15.634   -0.542   -0.039    0.624   -0.542   -0.039   -0.024   -0.339    0.021    0.343    0.170
  63.80   15.692   15.701   15.705   -0.538    0.365    0.692   -0.538    0.365    0.252   -0.373   -0.196    0.451    0.245
  63.85   15.756   15.760   15.760   -0.374   -0.009    0.756   -0.374   -0.009   -0.007   -0.282    0.003    0.355    0.141
  63.90   15.676   15.680   15.681   -0.320    0.219    0.676   -0.320    0.219    0.148   -0.216   -0.070    0.304    0.136
  63.95   15.523   15.526   15.528   -0.322    0.223    0.523   -0.322    0.223    0.117   -0.168   -0.072    0.213    0.108
  64.00   15.630   15.631   15.631   -0.080    0.041    0.630   -0.080    0.041    0.026   -0.051   -0.003    0.203    0.029
  64.05   15.449   15.451   15.451   -0.255    0.002    0.449   -0.255    0.002    0.001   -0.114   -0.000    0.133    0.057
  64.10   15.756   15.771   15.771   -0.692   -0.044    0.756   -0.692   -0.044   -0.033   -0.524    0.030    0.527    0.263
  64.15   15.871   15.913   15.913   -1.147   -0.141    0.871   -1.147   -0.141   -0.123   -0.999    0.162    1.047    0.510
  64.20   16.003   16.015   16.016   -0.633   -0.110    1.003   -0.633   -0.110   -0.110   -0.635    0.070    0.709    0.324
  64.25   16.098   16.103   16.103   -0.405    0.094    1.098   -0.405    0.094    0.103   -0.445   -0.038    0.689    0.229
  64.30   15.823   15.829   15.831   -0.431   -0.216    0.823   -0.431   -0.216   -0.178   -0.354    0.093    0.455    0.204
  64.35   15.690   15.699   15.700   -0.511   -0.190    0.690   -0.511   -0.190   -0.131   -0.353    0.097    0.387    0.194
  64.40   16.005   16.007   16.007   -0.232    0.070    1.005   -0.232    0.070    0.070   -0.234   -0.016    0.535    0.122
  64.45   16.114   16.118   16.119   -0.379    0.128    1.114   -0.379    0.128    0.143   -0.422   -0.049    0.701    0.224
  64.50   16.120   16.124   16.124   -0.373   -0.009    1.120   -0.373   -0.009   -0.010   -0.418    0.003    0.697    0.209
  64.55   15.836   15.844   15.846   -0.503    0.225    0.836   -0.503    0.225    0.188   -0.421   -0.113    0.502    0.237
  64.60   15.869   15.873   15.876   -0.375    0.280    0.869   -0.375    0.280    0.243   -0.326   -0.105    0.487    0.210
  64.65   15.567   15.568   15.578   -0.231    0.541    0.567   -0.231    0.541    0.306   -0.131   -0.125    0.333    0.178
  64.70   15.699   15.699   15.702    0.084    0.270    0.699    0.084    0.270    0.189    0.059    0.023    0.284    0.099
  64.75   15.700   15.703   15.705   -0.303    0.262    0.700   -0.303    0.262    0.183   -0.212   -0.079    0.325    0.146
  64.80   15.205   15.214   15.220   -0.522    0.424    0.205   -0.522    0.424    0.087   -0.107   -0.221    0.247    0.130
  64.85   15.186   15.209   15.215   -0.822    0.444    0.186   -0.822    0.444    0.083   -0.153   -0.365    0.454    0.202
  64.90   15.624   15.633   15.642   -0.537    0.535    0.624   -0.537    0.535    0.334   -0.335   -0.287    0.482    0.277
  64.95   15.434   15.436   15.450   -0.289    0.650    0.434   -0.289    0.650    0.282   -0.125   -0.188    0.347    0.181
  65.00   15.484   15.485   15.494    0.057    0.536    0.484    0.057    0.536    0.260    0.028    0.030    0.263    0.132
  65.05   15.381   15.384   15.394    0.325    0.559    0.381    0.325    0.559    0.213    0.124    0.182    0.282    0.153
  65.10   15.353   15.360   15.370    0.472    0.553    0.353    0.472    0.553    0.195    0.167    0.261    0.327    0.183
  65.15   15.774   15.776   15.782    0.285    0.427    0.774    0.285    0.427    0.330    0.220    0.121    0.431    0.207
  65.20   15.647   15.649   15.652    0.270    0.304    0.647    0.270    0.304    0.197    0.174    0.082    0.292    0.138
  65.25   15.545   15.545   15.545    0.046    0.027    0.545    0.046    0.027    0.014    0.025    0.001    0.150    0.014
  65.30   15.520   15.520   15.522    0.052    0.227    0.520    0.052    0.227    0.118    0.027    0.012    0.162    0.061
  65.35   15.669   15.669   15.670   -0.135    0.113    0.669   -0.135    0.113    0.076   -0.090   -0.015    0.239    0.059
  65.40   15.632   15.646   15.649   -0.651    0.302    0.632   -0.651    0.302    0.191   -0.412   -0.197    0.458    0.247
  65.45   15.724   15.734   15.736   -0.573    0.194    0.724   -0.573    0.194    0.140   -0.415   -0.111    0.445    0.226
  65.50   15.778   15.781   15.783   -0.295    0.248    0.778   -0.295    0.248    0.193   -0.229   -0.073    0.377    0.154
  65.55   15.795   15.805   15.805   -0.555   -0.081    0.795   -0.555   -0.081   -0.064   -0.441    0.045    0.473    0.224
  65.60   15.615   15.627   15.627   -0.616   -0.065    0.615   -0.616   -0.065   -0.040   -0.378    0.040    0.381    0.191
  65.65   15.639   15.653   15.654   -0.650    0.175    0.639   -0.650    0.175    0.112   -0.415   -0.114    0.431    0.223
  65.70   15.880   15.909   15.911   -0.969   -0.203    0.880   -0.969   -0.203   -0.178   -0.853    0.196    0.877    0.446
  65.75   15.812   15.821   15.823   -0.555   -0.251    0.812   -0.555   -0.251   -0.204   -0.450    0.139    0.515    0.257
  65.80   15.921   15.929   15.944   -0.516   -0.691    0.921   -0.516   -0.691   -0.636   -0.475    0.357    0.796    0.435
  65.85   15.978   15.992   16.008   -0.653   -0.717    0.978   -0.653   -0.717   -0.701   -0.639    0.468    0.949    0.529
  65.90   15.900   15.916   15.937   -0.695   -0.826    0.900   -0.695   -0.826   -0.744   -0.625    0.574    0.988    0.564
  65.95   15.649   15.655   15.679   -0.419   -0.867    0.649   -0.419   -0.867   -0.563   -0.272    0.363    0.675    0.362
  66.00   15.933   15.941   15.964   -0.498   -0.853    0.933   -0.498   -0.853   -0.796   -0.465    0.425    0.924    0.508
  66.05   15.785   15.798   15.819   -0.659   -0.812    0.785   -0.659   -0.812   -0.637   -0.517    0.535    0.854    0.490
  66.10   15.870   15.875   15.879   -0.404   -0.376    0.870   -0.404   -0.376   -0.327   -0.351    0.152    0.531    0.252
  66.15   15.605   15.610   15.610   -0.402    0.026    0.605   -0.402    0.026    0.016   -0.243   -0.010    0.264    0.122
  66.20   15.122   15.124   15.124   -0.256    0.031    0.122   -0.256    0.031    0.004   -0.031   -0.008    0.041    0.016
  66.25   15.436   15.453   15.454   -0.736    0.177    0.436   -0.736    0.177    0.077   -0.321   -0.130    0.382    0.177
  66.30   15.445   15.468   15.474   -0.830   -0.437    0.445   -0.830   -0.437   -0.195   -0.370    0.362    0.539    0.276
  66.35   15.356   15.396   15.406   -1.114   -0.555    0.356   -1.114   -0.555   -0.197   -0.396    0.618    0.838    0.380
  66.40   15.131   15.159   15.168   -0.919   -0.545    0.131   -0.919   -0.545   -0.071   -0.120    0.501    0.579    0.260
  66.45   14.917   14.951   14.951   -1.002   -0.060   -0.083   -1.002   -0.060    0.005    0.083    0.060    0.508    0.051
  66.50   15.070   15.157   15.157   -1.621    0.047    0.070   -1.621    0.047    0.003   -0.114   -0.076    1.317    0.068
  66.55   14.992   15.055   15.058   -1.383   -0.262   -0.008   -1.383   -0.262    0.002    0.012    0.362    0.990    0.181
  66.60   14.883   14.928   14.931   -1.159   -0.291   -0.117   -1.159   -0.291    0.034    0.136    0.338    0.721    0.183
  66.65   14.705   14.763   14.772   -1.313   -0.508   -0.295   -1.313   -0.508    0.150    0.387    0.667    1.035    0.393
  66.70   14.575   14.626   14.636   -1.221   -0.538   -0.425   -1.221   -0.538    0.229    0.519    0.658    0.981    0.434
  66.75   14.274   14.333   14.335   -1.305   -0.249   -0.726   -1.305   -0.249    0.181    0.948    0.325    1.146    0.509
  66.80   14.479   14.565   14.568   -1.578   -0.298   -0.521   -1.578   -0.298    0.155    0.821    0.470    1.424    0.480
  66.85   14.383   14.468   14.475   -1.560   -0.453   -0.617   -1.560   -0.453    0.279    0.962    0.706    1.510    0.613
  66.90   14.384   14.509   14.518   -1.895   -0.520   -0.616   -1.895   -0.520    0.320    1.166    0.985    2.120    0.780
  66.95   14.442   14.587   14.601   -2.052   -0.650   -0.558   -2.052   -0.650    0.363    1.146    1.334    2.473    0.898
  67.00   14.422   14.564   14.568   -2.034   -0.323   -0.578   -2.034   -0.323    0.187    1.176    0.657    2.288    0.680
  67.05   14.461   14.633   14.640   -2.238   -0.449   -0.539   -2.238   -0.449    0.242    1.207    1.005    2.751    0.795
  67.10   14.710   14.809   14.816   -1.710   -0.439   -0.290   -1.710   -0.439    0.127    0.496    0.750    1.600    0.454
  67.15   14.984   15.075   15.076   -1.659   -0.104   -0.016   -1.659   -0.104    0.002    0.027    0.172    1.381    0.087
  67.20   15.093   15.193   15.207   -1.741   -0.665    0.093   -1.741   -0.665   -0.062   -0.161    1.157    1.740    0.585
  67.25   15.036   15.138   15.162   -1.758   -0.857    0.036   -1.758   -0.857   -0.030   -0.063    1.506    1.913    0.754
  67.30   15.219   15.268   15.280   -1.218   -0.602    0.219   -1.218   -0.602   -0.132   -0.267    0.733    0.947    0.396
  67.35   15.229   15.275   15.282   -1.181   -0.466    0.229   -1.181   -0.466   -0.107   -0.270    0.551    0.832    0.311
  67.40   15.087   15.116   15.117   -0.945   -0.116    0.087   -0.945   -0.116   -0.010   -0.082    0.109    0.457    0.068
  67.45   15.309   15.346   15.347   -1.066   -0.131    0.309   -1.066   -0.131   -0.040   -0.329    0.139    0.624    0.180
  67.50   15.330   15.374   15.374   -1.160    0.027    0.330   -1.160    0.027    0.009   -0.383   -0.031    0.728    0.192
  67.55   15.438   15.467   15.467   -0.952    0.035    0.438   -0.952    0.035    0.015   -0.417   -0.033    0.549    0.209
  67.60   15.751   15.771   15.772   -0.789    0.237    0.751   -0.789    0.237    0.178   -0.593   -0.187    0.621    0.323
  67.65   15.546   15.579   15.582   -1.022    0.281    0.546   -1.022    0.281    0.153   -0.558   -0.287    0.711    0.323
  67.70   15.421   15.462   15.467   -1.118    0.390    0.421   -1.118    0.390    0.164   -0.471   -0.436    0.790    0.331
  67.75   15.409   15.457   15.460   -1.217    0.334    0.409   -1.217    0.334    0.136   -0.497   -0.406    0.880    0.328
  67.80   15.622   15.698   15.707   -1.540    0.542    0.622   -1.540    0.542    0.337   -0.958   -0.834    1.526    0.657
  67.85   15.589   15.647   15.675   -1.354    0.929    0.589   -1.354    0.929    0.547   -0.797   -1.258    1.522    0.793
  67.90   15.501   15.534   15.555   -1.011    0.808    0.501   -1.011    0.808    0.405   -0.506   -0.817    0.963    0.521
  67.95   15.178   15.211   15.222   -1.008    0.579    0.178   -1.008    0.579    0.103   -0.179   -0.584    0.692    0.310
  68.00   15.180   15.197   15.207   -0.704    0.565    0.180   -0.704    0.565    0.102   -0.127   -0.398    0.424    0.215
  68.05   15.118   15.123   15.165   -0.400    1.125    0.118   -0.400    1.125    0.133   -0.047   -0.450    0.720    0.236
  68.10   14.959   14.959   15.016   -0.136    1.298   -0.041   -0.136    1.298   -0.054    0.006   -0.177    0.852    0.092
  68.15   15.096   15.096   15.140    0.015    1.159    0.096    0.015    1.159    0.111    0.001    0.018    0.676    0.056
  68.20   15.091   15.092   15.115    0.100    0.838    0.091    0.100    0.838    0.077    0.009    0.084    0.360    0.057
  68.25   15.105   15.106   15.133    0.192    0.901    0.105    0.192    0.901    0.095    0.020    0.173    0.430    0.099
  68.30   14.722   14.723   14.782    0.096    1.319   -0.278    0.096    1.319   -0.366   -0.027    0.126    0.913    0.194
  68.35   14.600   14.601   14.655   -0.186    1.259   -0.400   -0.186    1.259   -0.504    0.075   -0.235    0.890    0.281
  68.40   14.957   14.957   14.997    0.145    1.085   -0.043    0.145    1.085   -0.047   -0.006    0.158    0.600    0.082
  68.45   15.247   15.248   15.295   -0.181    1.193    0.247   -0.181    1.193    0.295   -0.045   -0.216    0.759    0.184
  68.50   15.435   15.436   15.460   -0.164    0.863    0.435   -0.164    0.863    0.375   -0.071   -0.142    0.481    0.204
  68.55   15.309   15.309   15.320   -0.105    0.563    0.309   -0.105    0.563    0.174   -0.032   -0.059    0.212    0.093
  68.60   15.432   15.433   15.433   -0.176    0.071    0.432   -0.176    0.071    0.030   -0.076   -0.012    0.111    0.041
  68.65   15.440   15.441   15.442   -0.164   -0.184    0.440   -0.164   -0.184   -0.081   -0.072    0.030    0.127    0.056
  68.70   15.515   15.516   15.516   -0.171   -0.103    0.515   -0.171   -0.103   -0.053   -0.088    0.018    0.152    0.052
  68.75   15.632   15.632   15.636   -0.080    0.356    0.632   -0.080    0.356    0.225   -0.050   -0.028    0.267    0.116
  68.80   15.761   15.762   15.773   -0.191    0.594    0.761   -0.191    0.594    0.452   -0.145   -0.113    0.484    0.244
  68.85   15.611   15.612   15.618   -0.140    0.435    0.611   -0.140    0.435    0.266   -0.086   -0.061    0.291    0.143
  68.90   15.673   15.676   15.691   -0.304    0.672    0.673   -0.304    0.672    0.453   -0.205   -0.205    0.499    0.269
  68.95   15.654   15.657   15.662   -0.266    0.399    0.654   -0.266    0.399    0.261   -0.174   -0.106    0.329    0.166
  69.00   15.439   15.448   15.452   -0.511    0.358    0.439   -0.511    0.358    0.157   -0.224   -0.183    0.291    0.165
  69.05   15.593   15.600   15.601   -0.477    0.219    0.593   -0.477    0.219    0.130   -0.282   -0.104    0.313    0.164
  69.10   15.600   15.601   15.601   -0.193   -0.134    0.600   -0.193   -0.134   -0.081   -0.116    0.026    0.207    0.072
  69.15   15.531   15.531   15.533   -0.092   -0.230    0.531   -0.092   -0.230   -0.122   -0.049    0.021    0.171    0.067
  69.20   15.539   15.539   15.540    0.076    0.057    0.539    0.076    0.057    0.031    0.041    0.004    0.150    0.026
  69.25   15.338   15.343   15.343    0.373    0.031    0.338    0.373    0.031    0.010    0.126    0.011    0.127    0.064
  69.30   15.312   15.312   15.314    0.069    0.218    0.312    0.069    0.218    0.068    0.022    0.015    0.075    0.036
  69.35   15.474   15.484   15.489   -0.546    0.392    0.474   -0.546    0.392    0.186   -0.259   -0.214    0.338    0.192
  69.40   15.639   15.644   15.652   -0.385    0.499    0.639   -0.385    0.499    0.319   -0.246   -0.192    0.403    0.223
  69.45   15.376   15.380   15.400   -0.377    0.786    0.376   -0.377    0.786    0.295   -0.141   -0.296    0.450    0.221
  69.50   15.372   15.382   15.409   -0.551    0.904    0.372   -0.551    0.904    0.337   -0.205   -0.498    0.630    0.318
  69.55   15.439   15.447   15.470   -0.493    0.838    0.439   -0.493    0.838    0.368   -0.216   -0.413    0.568    0.297
  69.60   15.619   15.626   15.644   -0.472    0.743    0.619   -0.472    0.743    0.460   -0.292   -0.351    0.579    0.324
