   Time      U       Uh       Ut        V        W        u'       v'       w'      u'w'     u'v'     v'w'     TKE      CTKE
   1.05   16.368   16.397   16.398    0.976    0.172    1.368    0.976    0.172    0.235    1.336    0.168    1.427    0.683
   1.10   16.539   16.565   16.565    0.935    0.055    1.539    0.935    0.055    0.084    1.438    0.051    1.622    0.721
   1.15   16.335   16.344   16.345    0.566    0.100    1.335    0.566    0.100    0.133    0.756    0.057    1.056    0.385
   1.20   16.139   16.155   16.156    0.721   -0.160    1.139    0.721   -0.160   -0.183    0.822   -0.116    0.922    0.425
   1.25   16.091   16.116   16.118    0.889   -0.291    1.091    0.889   -0.291   -0.318    0.970   -0.259    1.033    0.526
   1.30   16.228   16.264   16.265    1.079   -0.106    1.228    1.079   -0.106   -0.130    1.325   -0.114    1.342    0.668
   1.35   16.038   16.061   16.064    0.866   -0.274    1.038    0.866   -0.274   -0.284    0.899   -0.237    0.951    0.486
   1.40   16.065   16.076   16.076    0.574    0.060    1.065    0.574    0.060    0.064    0.612    0.034    0.734    0.308
   1.45   16.114   16.127   16.128    0.647   -0.190    1.114    0.647   -0.190   -0.212    0.720   -0.123    0.848    0.380
   1.50   15.601   15.620   15.622    0.769   -0.265    0.601    0.769   -0.265   -0.159    0.462   -0.204    0.511    0.265
   1.55   15.889   15.900   15.905    0.581   -0.403    0.889    0.581   -0.403   -0.359    0.517   -0.234    0.646    0.336
   1.60   15.682   15.693   15.703    0.592   -0.545    0.682    0.592   -0.545   -0.371    0.404   -0.322    0.556    0.318
   1.65   15.927   15.950   15.955    0.865   -0.370    0.927    0.865   -0.370   -0.343    0.802   -0.320    0.872    0.465
   1.70   15.901   15.937   15.938    1.068   -0.082    0.901    1.068   -0.082   -0.074    0.963   -0.088    0.980    0.485
   1.75   15.905   15.934   15.935    0.965    0.078    0.905    0.965    0.078    0.070    0.873    0.075    0.878    0.440
   1.80   16.272   16.298   16.300    0.923    0.210    1.272    0.923    0.210    0.267    1.174    0.194    1.257    0.610
   1.85   16.340   16.395   16.395    1.335   -0.054    1.340    1.335   -0.054   -0.073    1.789   -0.073    1.791    0.896
   1.90   16.225   16.260   16.264    1.061   -0.359    1.225    1.061   -0.359   -0.440    1.300   -0.381    1.378    0.712
   1.95   16.221   16.245   16.256    0.886   -0.599    1.221    0.886   -0.599   -0.731    1.082   -0.531    1.317    0.705
   2.00   16.426   16.435   16.457    0.532   -0.844    1.426    0.532   -0.844   -1.204    0.759   -0.449    1.515    0.746
   2.05   16.476   16.489   16.508    0.657   -0.789    1.476    0.657   -0.789   -1.164    0.969   -0.518    1.615    0.800
   2.10   16.687   16.692   16.702    0.387   -0.583    1.687    0.387   -0.583   -0.984    0.654   -0.226    1.668    0.602
   2.15   16.775   16.788   16.792    0.678   -0.334    1.775    0.678   -0.334   -0.593    1.204   -0.227    1.861    0.680
   2.20   16.534   16.551   16.562    0.729   -0.605    1.534    0.729   -0.605   -0.928    1.119   -0.441    1.626    0.759
   2.25   16.133   16.138   16.154    0.435   -0.718    1.133    0.435   -0.718   -0.813    0.492   -0.312    0.993    0.500
   2.30   16.190   16.190   16.207   -0.023   -0.742    1.190   -0.023   -0.742   -0.883   -0.028    0.017    0.984    0.442
   2.35   16.228   16.232   16.245   -0.368   -0.643    1.228   -0.368   -0.643   -0.790   -0.452    0.237    1.028    0.470
   2.40   15.887   15.899   15.937   -0.640   -1.088    0.887   -0.640   -1.088   -0.965   -0.567    0.696    1.190    0.659
   2.45   15.955   15.978   16.006   -0.841   -0.959    0.955   -0.841   -0.959   -0.916   -0.804    0.807    1.270    0.731
   2.50   16.251   16.257   16.263   -0.457   -0.424    1.251   -0.457   -0.424   -0.530   -0.572    0.194    0.976    0.402
   2.55   16.489   16.500   16.503   -0.593   -0.356    1.489   -0.593   -0.356   -0.530   -0.882    0.211    1.347    0.525
   2.60   16.693   16.694   16.695   -0.167    0.154    1.693   -0.167    0.154    0.261   -0.282   -0.026    1.459    0.193
   2.65   16.705   16.706   16.711   -0.129    0.437    1.705   -0.129    0.437    0.746   -0.220   -0.056    1.558    0.390
   2.70   16.617   16.621   16.622    0.377    0.168    1.617    0.377    0.168    0.272    0.610    0.063    1.393    0.336
   2.75   16.617   16.625   16.628    0.528    0.281    1.617    0.528    0.281    0.454    0.854    0.148    1.486    0.490
   2.80   16.374   16.374   16.378    0.125    0.377    1.374    0.125    0.377    0.518    0.172    0.047    1.022    0.274
   2.85   16.398   16.399   16.401    0.210    0.191    1.398    0.210    0.191    0.267    0.294    0.040    1.018    0.199
   2.90   16.439   16.441   16.442    0.233    0.195    1.439    0.233    0.195    0.280    0.335    0.045    1.082    0.220
   2.95   16.445   16.449   16.449    0.376    0.038    1.445    0.376    0.038    0.055    0.543    0.014    1.115    0.273
   3.00   16.323   16.325   16.327    0.261    0.216    1.323    0.261    0.216    0.286    0.345    0.056    0.933    0.226
   3.05   15.921   15.926   15.930    0.392   -0.357    0.921    0.392   -0.357   -0.329    0.360   -0.140    0.564    0.254
   3.10   16.145   16.149   16.151    0.373   -0.235    1.145    0.373   -0.235   -0.269    0.427   -0.088    0.752    0.256
   3.15   16.220   16.230   16.236    0.564   -0.435    1.220    0.564   -0.435   -0.531    0.688   -0.245    0.998    0.452
   3.20   16.159   16.160   16.169    0.209   -0.541    1.159    0.209   -0.541   -0.626    0.243   -0.113    0.839    0.341
   3.25   16.494   16.494   16.498    0.024   -0.337    1.494    0.024   -0.337   -0.504    0.036   -0.008    1.174    0.253
   3.30   16.243   16.244   16.244   -0.138   -0.109    1.243   -0.138   -0.109   -0.135   -0.172    0.015    0.788    0.109
   3.35   15.847   15.851   15.854   -0.372   -0.327    0.847   -0.372   -0.327   -0.277   -0.315    0.122    0.481    0.218
   3.40   15.876   15.876   15.882   -0.132   -0.426    0.876   -0.132   -0.426   -0.373   -0.115    0.056    0.483    0.197
   3.45   15.995   16.001   16.006    0.430   -0.417    0.995    0.430   -0.417   -0.415    0.428   -0.179    0.675    0.311
   3.50   16.083   16.084   16.086    0.209   -0.262    1.083    0.209   -0.262   -0.284    0.226   -0.055    0.642    0.184
   3.55   16.351   16.354   16.357    0.327   -0.312    1.351    0.327   -0.312   -0.421    0.442   -0.102    1.014    0.309
   3.60   16.155   16.160   16.162    0.397   -0.236    1.155    0.397   -0.236   -0.273    0.459   -0.094    0.774    0.271
   3.65   16.662   16.680   16.682    0.781   -0.277    1.662    0.781   -0.277   -0.461    1.298   -0.217    1.724    0.697
   3.70   16.779   16.801   16.805    0.869   -0.347    1.779    0.869   -0.347   -0.618    1.546   -0.302    2.020    0.846
   3.75   16.510   16.549   16.549    1.140   -0.020    1.510    1.140   -0.020   -0.030    1.722   -0.023    1.790    0.861
   3.80   16.665   16.684   16.685    0.804   -0.100    1.665    0.804   -0.100   -0.167    1.339   -0.081    1.715    0.676
   3.85   16.504   16.527   16.527    0.864    0.007    1.504    0.864    0.007    0.010    1.299    0.006    1.504    0.650
   3.90   16.523   16.543   16.543    0.801   -0.132    1.523    0.801   -0.132   -0.201    1.220   -0.105    1.489    0.620
   3.95   16.542   16.572   16.574    1.005   -0.260    1.542    1.005   -0.260   -0.401    1.550   -0.261    1.728    0.811
   4.00   16.693   16.705   16.709    0.647    0.346    1.693    0.647    0.346    0.586    1.095    0.224    1.702    0.631
   4.05   16.806   16.810   16.812    0.352   -0.241    1.806    0.352   -0.241   -0.435    0.636   -0.085    1.722    0.387
   4.10   16.746   16.752   16.753    0.459   -0.209    1.746    0.459   -0.209   -0.364    0.801   -0.096    1.651    0.442
   4.15   16.920   16.932   16.933    0.641   -0.169    1.920    0.641   -0.169   -0.324    1.231   -0.108    2.063    0.639
   4.20   16.985   17.006   17.006    0.832    0.055    1.985    0.832    0.055    0.109    1.651    0.046    2.318    0.828
   4.25   17.082   17.101   17.102    0.812    0.116    2.082    0.812    0.116    0.242    1.691    0.094    2.504    0.855
   4.30   17.095   17.120   17.121    0.927   -0.211    2.095    0.927   -0.211   -0.441    1.942   -0.195    2.646    1.000
   4.35   17.137   17.182   17.184    1.242   -0.265    2.137    1.242   -0.265   -0.565    2.654   -0.329    3.090    1.367
   4.40   16.937   16.978   16.981    1.186   -0.308    1.937    1.186   -0.308   -0.596    2.296   -0.365    2.625    1.200
   4.45   16.820   16.874   16.879    1.349   -0.421    1.820    1.349   -0.421   -0.766    2.455   -0.567    2.654    1.317
   4.50   16.826   16.874   16.875    1.270   -0.186    1.826    1.270   -0.186   -0.340    2.319   -0.236    2.490    1.178
   4.55   16.917   16.966   16.967    1.288   -0.178    1.917    1.288   -0.178   -0.341    2.470   -0.229    2.684    1.252
   4.60   16.908   16.965   16.965    1.389   -0.102    1.908    1.389   -0.102   -0.194    2.651   -0.141    2.790    1.331
   4.65   16.850   16.927   16.928    1.607   -0.169    1.850    1.607   -0.169   -0.312    2.973   -0.271    3.017    1.501
   4.70   16.740   16.802   16.813    1.440   -0.604    1.740    1.440   -0.604   -1.051    2.505   -0.869    2.732    1.426
   4.75   16.661   16.735   16.758    1.571   -0.875    1.661    1.571   -0.875   -1.454    2.609   -1.375    2.996    1.644
   4.80   16.746   16.820   16.828    1.576   -0.531    1.746    1.576   -0.531   -0.927    2.751   -0.836    2.906    1.510
   4.85   16.585   16.677   16.683    1.754   -0.436    1.585    1.754   -0.436   -0.691    2.780   -0.765    2.889    1.482
   4.90   16.455   16.596   16.597    2.159   -0.216    1.455    2.159   -0.216   -0.314    3.140   -0.467    3.412    1.595
   4.95   16.689   16.820   16.821    2.098   -0.200    1.689    2.098   -0.200   -0.338    3.544   -0.420    3.647    1.792
   5.00   16.549   16.708   16.717    2.298   -0.528    1.549    2.298   -0.528   -0.818    3.561   -1.213    3.981    1.925
   5.05   16.542   16.641   16.644    1.818   -0.275    1.542    1.818   -0.275   -0.425    2.803   -0.501    2.879    1.439
   5.10   16.861   16.939   16.951    1.622   -0.641    1.861    1.622   -0.641   -1.193    3.020   -1.040    3.254    1.705
   5.15   17.027   17.097   17.117    1.550   -0.822    2.027    1.550   -0.822   -1.666    3.142   -1.274    3.593    1.889
   5.20   17.207   17.312   17.330    1.902   -0.791    2.207    1.902   -0.791   -1.746    4.198   -1.505    4.558    2.395
   5.25   16.753   16.865   16.873    1.943   -0.503    1.753    1.943   -0.503   -0.882    3.406   -0.978    3.551    1.826
   5.30   16.925   17.013   17.030    1.725   -0.754    1.925    1.725   -0.754   -1.453    3.322   -1.302    3.627    1.926
   5.35   17.089   17.142   17.159    1.356   -0.764    2.089    1.356   -0.764   -1.595    2.832   -1.035    3.392    1.706
   5.40   16.905   16.938   16.950    1.048   -0.655    1.905    1.048   -0.655   -1.247    1.996   -0.686    2.578    1.226
   5.45   16.706   16.729   16.739    0.863   -0.579    1.706    0.863   -0.579   -0.988    1.473   -0.500    1.996    0.922
   5.50   16.915   16.936   16.945    0.843   -0.574    1.915    0.843   -0.574   -1.099    1.615   -0.484    2.353    1.006
   5.55   16.463   16.496   16.506    1.045   -0.580    1.463    1.045   -0.580   -0.848    1.528   -0.606    1.784    0.925
   5.60   16.298   16.328   16.334    0.991   -0.434    1.298    0.991   -0.434   -0.564    1.286   -0.431    1.428    0.734
   5.65   16.232   16.268   16.271    1.094   -0.297    1.232    1.094   -0.297   -0.366    1.347   -0.325    1.401    0.717
   5.70   16.258   16.295   16.306    1.105   -0.580    1.258    1.105   -0.580   -0.729    1.390   -0.640    1.570    0.848
   5.75   16.441   16.464   16.502    0.857   -1.132    1.441    0.857   -1.132   -1.632    1.235   -0.970    2.047    1.132
   5.80   15.951   15.976   16.007    0.892   -1.007    0.951    0.892   -1.007   -0.957    0.848   -0.898    1.356    0.781
   5.85   16.182   16.227   16.238    1.212   -0.593    1.182    1.212   -0.593   -0.701    1.432   -0.719    1.608    0.874
   5.90   16.150   16.190   16.192    1.134   -0.273    1.150    1.134   -0.273   -0.314    1.305   -0.310    1.342    0.689
   5.95   16.067   16.101   16.101    1.052   -0.048    1.067    1.052   -0.048   -0.051    1.122   -0.050    1.123    0.562
   6.00   15.791   15.824   15.831    1.031    0.445    0.791    1.031    0.445    0.352    0.816    0.459    0.944    0.500
   6.05   15.446   15.487   15.509    1.123    0.826    0.446    1.123    0.826    0.369    0.501    0.928    1.071    0.559
   6.10   15.304   15.318   15.321    0.670    0.281    0.304    0.670    0.281    0.085    0.203    0.188    0.310    0.145
   6.15   15.504   15.524   15.526    0.798    0.224    0.504    0.798    0.224    0.113    0.402    0.179    0.470    0.227
   6.20   15.654   15.674   15.674    0.792    0.024    0.654    0.792    0.024    0.015    0.518    0.019    0.528    0.259
   6.25   15.474   15.490   15.493    0.705    0.256    0.474    0.705    0.256    0.121    0.334    0.180    0.394    0.199
   6.30   15.120   15.149   15.150    0.948   -0.177    0.120    0.948   -0.177   -0.021    0.113   -0.168    0.472    0.102
   6.35   15.147   15.177   15.178    0.950   -0.140    0.147    0.950   -0.140   -0.021    0.140   -0.133    0.472    0.097
   6.40   14.927   14.971   14.971    1.140   -0.012   -0.073    1.140   -0.012    0.001   -0.083   -0.014    0.652    0.042
   6.45   15.105   15.142   15.143    1.061    0.143    0.105    1.061    0.143    0.015    0.111    0.152    0.579    0.094
   6.50   15.267   15.308   15.308    1.122    0.020    0.267    1.122    0.020    0.005    0.299    0.022    0.665    0.150
   6.55   15.042   15.099   15.099    1.305   -0.149    0.042    1.305   -0.149   -0.006    0.055   -0.194    0.864    0.101
   6.60   14.949   15.006   15.007    1.307   -0.131   -0.051    1.307   -0.131    0.007   -0.066   -0.172    0.864    0.092
   6.65   14.894   14.986   14.987    1.663   -0.094   -0.106    1.663   -0.094    0.010   -0.177   -0.156    1.392    0.118
   6.70   15.299   15.393   15.397    1.704   -0.328    0.299    1.704   -0.328   -0.098    0.509   -0.559    1.550    0.381
   6.75   15.462   15.542   15.543    1.582   -0.099    0.462    1.582   -0.099   -0.046    0.730   -0.156    1.362    0.374
   6.80   15.198   15.287   15.287    1.648   -0.084    0.198    1.648   -0.084   -0.017    0.326   -0.138    1.381    0.177
   6.85   14.957   15.066   15.075    1.805   -0.527   -0.043    1.805   -0.527    0.022   -0.077   -0.951    1.768    0.477
   6.90   14.765   14.918   14.936    2.134   -0.723   -0.235    2.134   -0.723    0.170   -0.503   -1.543    2.567    0.816
   6.95   14.909   15.036   15.051    1.951   -0.676   -0.091    1.951   -0.676    0.062   -0.178   -1.318    2.136    0.666
   7.00   15.022   15.146   15.170    1.930   -0.860    0.022    1.930   -0.860   -0.019    0.043   -1.660    2.232    0.830
   7.05   14.973   15.059   15.084    1.602   -0.874   -0.027    1.602   -0.874    0.023   -0.043   -1.399    1.665    0.700
   7.10   14.780   14.817   14.819    1.050   -0.269   -0.220    1.050   -0.269    0.059   -0.232   -0.283    0.612    0.185
   7.15   14.534   14.588   14.603    1.255   -0.677   -0.466    1.255   -0.677    0.316   -0.586   -0.850    1.126    0.540
   7.20   14.294   14.388   14.412    1.641   -0.832   -0.706    1.641   -0.832    0.587   -1.158   -1.366    1.942    0.942
   7.25   14.250   14.390   14.425    2.001   -1.006   -0.750    2.001   -1.006    0.754   -1.501   -2.013    2.789    1.311
   7.30   14.288   14.407   14.460    1.849   -1.230   -0.712    1.849   -1.230    0.876   -1.316   -2.275    2.720    1.385
   7.35   14.116   14.233   14.308    1.816   -1.468   -0.884    1.816   -1.468    1.298   -1.605   -2.667    3.117    1.686
   7.40   14.054   14.221   14.268    2.169   -1.161   -0.946    2.169   -1.161    1.098   -2.052   -2.518    3.474    1.715
   7.45   14.402   14.579   14.620    2.263   -1.102   -0.598    2.263   -1.102    0.659   -1.353   -2.495    3.348    1.457
   7.50   14.538   14.713   14.767    2.259   -1.265   -0.462    2.259   -1.265    0.584   -1.043   -2.857    3.458    1.549
   7.55   14.631   14.800   14.844    2.230   -1.137   -0.369    2.230   -1.137    0.419   -0.822   -2.534    3.200    1.349
   7.60   14.675   14.813   14.842    2.014   -0.931   -0.325    2.014   -0.931    0.302   -0.654   -1.874    2.514    1.004
   7.65   14.916   15.128   15.144    2.523   -0.705   -0.084    2.523   -0.705    0.059   -0.212   -1.779    3.436    0.896
   7.70   14.762   14.955   14.975    2.396   -0.764   -0.238    2.396   -0.764    0.182   -0.571   -1.831    3.192    0.963
   7.75   15.077   15.253   15.278    2.315   -0.861    0.077    2.315   -0.861   -0.066    0.178   -1.994    3.054    1.001
   7.80   15.166   15.312   15.326    2.107   -0.655    0.166    2.107   -0.655   -0.109    0.351   -1.379    2.448    0.714
   7.85   15.056   15.202   15.216    2.106   -0.646    0.056    2.106   -0.646   -0.036    0.118   -1.360    2.428    0.683
   7.90   15.109   15.240   15.241    1.996   -0.184    0.109    1.996   -0.184   -0.020    0.218   -0.367    2.015    0.213
   7.95   14.832   14.977   14.982    2.077   -0.408   -0.168    2.077   -0.408    0.069   -0.349   -0.848    2.254    0.460
   8.00   14.996   15.122   15.134    1.945   -0.604   -0.004    1.945   -0.604    0.002   -0.007   -1.174    2.073    0.587
   8.05   15.076   15.216   15.239    2.057   -0.832    0.076    2.057   -0.832   -0.064    0.157   -1.711    2.464    0.860
   8.10   15.316   15.399   15.418    1.589   -0.782    0.316    1.589   -0.782   -0.248    0.503   -1.243    1.619    0.682
   8.15   15.131   15.227   15.274    1.711   -1.190    0.131    1.711   -1.190   -0.156    0.224   -2.035    2.180    1.027
   8.20   15.224   15.323   15.371    1.742   -1.209    0.224    1.742   -1.209   -0.270    0.390   -2.105    2.273    1.079
   8.25   14.774   14.880   14.908    1.774   -0.918   -0.226    1.774   -0.918    0.208   -0.401   -1.628    2.020    0.845
   8.30   14.512   14.593   14.654    1.535   -1.342   -0.488    1.535   -1.342    0.655   -0.749   -2.059    2.197    1.143
   8.35   14.920   14.996   15.042    1.509   -1.171   -0.080    1.509   -1.171    0.093   -0.120   -1.768    1.828    0.887
   8.40   15.056   15.139   15.193    1.582   -1.279    0.056    1.582   -1.279   -0.071    0.088   -2.023    2.071    1.013
   8.45   14.854   14.931   14.993    1.519   -1.361   -0.146    1.519   -1.361    0.199   -0.222   -2.067    2.090    1.044
   8.50   14.645   14.718   14.760    1.469   -1.109   -0.355    1.469   -1.109    0.394   -0.522   -1.629    1.757    0.878
   8.55   14.549   14.631   14.656    1.544   -0.858   -0.451    1.544   -0.858    0.387   -0.696   -1.325    1.661    0.773
   8.60   14.201   14.333   14.379    1.938   -1.142   -0.799    1.938   -1.142    0.912   -1.548   -2.215    2.850    1.426
   8.65   13.920   14.053   14.113    1.924   -1.303   -1.080    1.924   -1.303    1.407   -2.078   -2.508    3.283    1.774
   8.70   13.881   14.038   14.065    2.095   -0.862   -1.119    2.095   -0.862    0.965   -2.345   -1.806    3.193    1.556
   8.75   13.619   13.822   13.844    2.356   -0.789   -1.381    2.356   -0.789    1.089   -3.253   -1.859    4.040    1.951
   8.80   13.668   13.871   13.879    2.366   -0.473   -1.332    2.366   -0.473    0.630   -3.151   -1.118    3.797    1.701
   8.85   13.604   13.824   13.831    2.457   -0.425   -1.396    2.457   -0.425    0.594   -3.430   -1.045    4.084    1.817
   8.90   13.415   13.632   13.634    2.420   -0.248   -1.585    2.420   -0.248    0.393   -3.836   -0.601    4.216    1.951
   8.95   13.470   13.770   13.770    2.861    0.057   -1.530    2.861    0.057   -0.087   -4.379    0.162    5.266    2.191
   9.00   13.558   13.889   13.890    3.017    0.122   -1.442    3.017    0.122   -0.176   -4.352    0.368    5.600    2.186
   9.05   13.723   14.031   14.031    2.923    0.109   -1.277    2.923    0.109   -0.139   -3.733    0.317    5.094    1.874
   9.10   13.815   14.105   14.105    2.847   -0.095   -1.185    2.847   -0.095    0.113   -3.375   -0.272    4.759    1.694
   9.15   13.419   13.686   13.686    2.690    0.102   -1.581    2.690    0.102   -0.161   -4.253    0.274    4.874    2.133
   9.20   13.558   13.926   13.927    3.181   -0.076   -1.442    3.181   -0.076    0.110   -4.586   -0.243    6.101    2.297
   9.25   13.674   14.046   14.046    3.214   -0.037   -1.326    3.214   -0.037    0.050   -4.262   -0.120    6.044    2.132
   9.30   13.465   13.885   13.885    3.390    0.026   -1.535    3.390    0.026   -0.040   -5.204    0.088    6.925    2.602
   9.35   13.239   13.734   13.734    3.653   -0.049   -1.761    3.653   -0.049    0.087   -6.431   -0.180    8.223    3.217
   9.40   13.446   13.879   13.879    3.442   -0.054   -1.554    3.442   -0.054    0.084   -5.350   -0.187    7.133    2.677
   9.45   13.387   13.750   13.753    3.138   -0.263   -1.613    3.138   -0.263    0.424   -5.060   -0.825    6.258    2.572
   9.50   13.536   13.824   13.829    2.808   -0.366   -1.464    2.808   -0.366    0.535   -4.111   -1.026    5.080    2.135
   9.55   13.724   13.918   13.929    2.318   -0.536   -1.276    2.318   -0.536    0.684   -2.959   -1.243    3.646    1.641
   9.60   13.572   13.760   13.768    2.268   -0.470   -1.428    2.268   -0.470    0.671   -3.238   -1.066    3.701    1.737
   9.65   13.498   13.647   13.648    2.008   -0.165   -1.502    2.008   -0.165    0.248   -3.017   -0.331    3.158    1.522
   9.70   13.726   13.860   13.872    1.925   -0.574   -1.274    1.925   -0.574    0.732   -2.453   -1.106    2.830    1.394
   9.75   13.843   13.966   13.973    1.851   -0.426   -1.157    1.851   -0.426    0.493   -2.142   -0.789    2.474    1.168
   9.80   13.690   13.834   13.843    1.986   -0.513   -1.310    1.986   -0.513    0.672   -2.602   -1.020    2.962    1.437
   9.85   13.860   13.995   14.014    1.944   -0.725   -1.140    1.944   -0.725    0.827   -2.216   -1.409    2.802    1.377
   9.90   13.972   14.049   14.068    1.471   -0.725   -1.028    1.471   -0.725    0.745   -1.512   -1.066    1.873    0.997
   9.95   13.842   13.919   13.940    1.463   -0.771   -1.158    1.463   -0.771    0.892   -1.695   -1.128    2.038    1.111
  10.00   13.620   13.702   13.725    1.498   -0.790   -1.380    1.498   -0.790    1.091   -2.068   -1.184    2.387    1.310
  10.05   14.020   14.094   14.127    1.446   -0.961   -0.980    1.446   -0.961    0.942   -1.417   -1.389    1.987    1.098
  10.10   14.078   14.121   14.134    1.103   -0.605   -0.922    1.103   -0.605    0.558   -1.018   -0.667    1.217    0.669
  10.15   14.243   14.323   14.324    1.515   -0.147   -0.757    1.515   -0.147    0.112   -1.147   -0.223    1.445    0.587
  10.20   14.350   14.426   14.441    1.481   -0.661   -0.650    1.481   -0.661    0.430   -0.963   -0.979    1.527    0.719
  10.25   14.167   14.235   14.272    1.397   -1.017   -0.833    1.397   -1.017    0.847   -1.164   -1.420    1.840    1.011
  10.30   14.018   14.049   14.074    0.937   -0.825   -0.982    0.937   -0.825    0.810   -0.920   -0.773    1.261    0.724
  10.35   14.096   14.104   14.124    0.486   -0.748   -0.904    0.486   -0.748    0.676   -0.439   -0.363    0.806    0.442
  10.40   14.538   14.569   14.613    0.943   -1.137   -0.462    0.943   -1.137    0.525   -0.436   -1.073    1.198    0.636
  10.45   14.571   14.595   14.619    0.838   -0.837   -0.429    0.838   -0.837    0.359   -0.359   -0.701    0.793    0.433
  10.50   14.729   14.754   14.754    0.857   -0.129   -0.271    0.857   -0.129    0.035   -0.233   -0.111    0.413    0.130
  10.55   14.126   14.169   14.169    1.112    0.007   -0.874    1.112    0.007   -0.006   -0.973    0.007    1.001    0.486
  10.60   13.969   13.999   14.001    0.919   -0.210   -1.031    0.919   -0.210    0.216   -0.948   -0.193    0.976    0.495
  10.65   13.897   13.908   13.910    0.563   -0.237   -1.103    0.563   -0.237    0.261   -0.621   -0.133    0.795    0.343
  10.70   14.295   14.310   14.312    0.652   -0.196   -0.705    0.652   -0.196    0.138   -0.460   -0.128    0.480    0.248
  10.75   14.104   14.113   14.114    0.521    0.182   -0.896    0.521    0.182   -0.163   -0.467    0.095    0.554    0.252
  10.80   14.067   14.095   14.095    0.887    0.090   -0.933    0.887    0.090   -0.084   -0.828    0.080    0.833    0.418
  10.85   13.968   13.979   13.979    0.545   -0.006   -1.032    0.545   -0.006    0.006   -0.563   -0.003    0.681    0.282
  10.90   14.124   14.131   14.132    0.445   -0.014   -0.876    0.445   -0.014    0.012   -0.389   -0.006    0.482    0.195
  10.95   14.220   14.222   14.224    0.249    0.230   -0.780    0.249    0.230   -0.180   -0.194    0.057    0.362    0.135
  11.00   14.402   14.406   14.406    0.343   -0.096   -0.598    0.343   -0.096    0.057   -0.205   -0.033    0.242    0.108
  11.05   14.463   14.468   14.470    0.383    0.214   -0.537    0.383    0.214   -0.115   -0.206    0.082    0.240    0.125
  11.10   13.986   13.986   13.986    0.141    0.002   -1.014    0.141    0.002   -0.002   -0.143    0.000    0.524    0.072
  11.15   14.162   14.165   14.166    0.303   -0.111   -0.838    0.303   -0.111    0.093   -0.254   -0.034    0.403    0.136
  11.20   14.570   14.584   14.584    0.628    0.104   -0.430    0.628    0.104   -0.045   -0.270    0.065    0.295    0.140
  11.25   14.506   14.508   14.516    0.224    0.500   -0.494    0.224    0.500   -0.247   -0.111    0.112    0.272    0.146
  11.30   14.584   14.588   14.602    0.346    0.629   -0.416    0.346    0.629   -0.262   -0.144    0.217    0.344    0.185
  11.35   14.672   14.684   14.688    0.579    0.371   -0.328    0.579    0.371   -0.122   -0.190    0.215    0.290    0.156
