   Time      U       Uh       Ut        V        W        u'       v'       w'      u'w'     u'v'     v'w'     TKE      CTKE
   1.35   16.273   16.292   16.292    0.774    0.114   -1.727    0.774    0.114   -0.197   -1.337    0.088    1.797    0.677
   1.40   16.503   16.513   16.516    0.581    0.310   -1.497    0.581    0.310   -0.465   -0.870    0.180    1.338    0.502
   1.45   16.618   16.636   16.637    0.757    0.184   -1.382    0.757    0.184   -0.255   -1.046    0.139    1.258    0.543
   1.50   16.671   16.681   16.686    0.579    0.409   -1.329    0.579    0.409   -0.543   -0.770    0.237    1.134    0.486
   1.55   16.646   16.647   16.647    0.197    0.004   -1.354    0.197    0.004   -0.005   -0.267    0.001    0.937    0.134
   1.60   16.342   16.343   16.343    0.220    0.107   -1.658    0.220    0.107   -0.177   -0.365    0.023    1.405    0.203
   1.65   16.305   16.306   16.310    0.211    0.383   -1.695    0.211    0.383   -0.649   -0.358    0.081    1.533    0.373
   1.70   16.653   16.658   16.658    0.402    0.053   -1.347    0.402    0.053   -0.071   -0.541    0.021    0.989    0.273
   1.75   16.539   16.549   16.550    0.563    0.166   -1.461    0.563    0.166   -0.242   -0.822    0.093    1.239    0.431
   1.80   16.434   16.438   16.439    0.352    0.246   -1.566    0.352    0.246   -0.385   -0.551    0.087    1.319    0.339
   1.85   16.646   16.647   16.647    0.180    0.072   -1.354    0.180    0.072   -0.097   -0.244    0.013    0.936    0.131
   1.90   16.532   16.532   16.533    0.114    0.119   -1.468    0.114    0.119   -0.175   -0.168    0.014    1.091    0.121
   1.95   16.617   16.618   16.624   -0.179    0.437   -1.383   -0.179    0.437   -0.604    0.247   -0.078    1.067    0.329
   2.00   16.618   16.628   16.645   -0.588    0.747   -1.382   -0.588    0.747   -1.032    0.813   -0.439    1.407    0.693
   2.05   16.493   16.503   16.531   -0.555    0.963   -1.507   -0.555    0.963   -1.451    0.836   -0.534    1.753    0.879
   2.10   16.567   16.577   16.592   -0.557    0.713   -1.433   -0.557    0.713   -1.022    0.798   -0.397    1.436    0.678
   2.15   16.298   16.300   16.328   -0.234    0.964   -1.702   -0.234    0.964   -1.640    0.399   -0.226    1.940    0.852
   2.20   16.452   16.452   16.486   -0.117    1.047   -1.548   -0.117    1.047   -1.621    0.181   -0.123    1.753    0.818
   2.25   16.780   16.782   16.802   -0.251    0.822   -1.220   -0.251    0.822   -1.003    0.306   -0.206    1.114    0.535
   2.30   16.751   16.760   16.788   -0.547    0.956   -1.249   -0.547    0.956   -1.194    0.683   -0.523    1.386    0.736
   2.35   16.866   16.869   16.896   -0.315    0.954   -1.134   -0.315    0.954   -1.082    0.358   -0.301    1.148    0.589
   2.40   17.042   17.049   17.083   -0.482    1.068   -0.958   -0.482    1.068   -1.023    0.462   -0.515    1.145    0.617
   2.45   16.938   16.948   16.966   -0.590    0.773   -1.062   -0.590    0.773   -0.821    0.627   -0.456    1.037    0.565
   2.50   17.126   17.129   17.140   -0.324    0.613   -0.874   -0.324    0.613   -0.535    0.283   -0.198    0.622    0.319
   2.55   17.006   17.010   17.033   -0.333    0.884   -0.994   -0.333    0.884   -0.878    0.331   -0.295    0.940    0.492
   2.60   16.959   16.974   16.989   -0.717    0.704   -1.041   -0.717    0.704   -0.733    0.747   -0.505    1.047    0.581
   2.65   17.209   17.224   17.237   -0.706    0.683   -0.791   -0.706    0.683   -0.540    0.559   -0.482    0.795    0.457
   2.70   17.476   17.492   17.499   -0.731    0.493   -0.524   -0.731    0.493   -0.258    0.383   -0.360    0.526    0.293
   2.75   17.508   17.535   17.535   -0.981   -0.019   -0.492   -0.981   -0.019    0.009    0.483    0.018    0.603    0.242
   2.80   17.596   17.607   17.610   -0.615    0.326   -0.404   -0.615    0.326   -0.132    0.249   -0.201    0.324    0.173
   2.85   17.515   17.523   17.525   -0.551    0.259   -0.485   -0.551    0.259   -0.126    0.267   -0.143    0.303    0.164
   2.90   17.352   17.357   17.362   -0.434    0.427   -0.648   -0.434    0.427   -0.277    0.281   -0.185    0.396    0.218
   2.95   17.537   17.542   17.545   -0.441    0.274   -0.463   -0.441    0.274   -0.127    0.204   -0.121    0.242    0.135
   3.00   17.451   17.465   17.466   -0.712    0.142   -0.549   -0.712    0.142   -0.078    0.391   -0.101    0.414    0.206
   3.05   17.224   17.241   17.246   -0.780    0.410   -0.776   -0.780    0.410   -0.318    0.606   -0.320    0.690    0.378
   3.10   17.051   17.075   17.084   -0.905    0.562   -0.949   -0.905    0.562   -0.533    0.859   -0.508    1.018    0.566
   3.15   16.865   16.880   16.900   -0.708    0.825   -1.135   -0.708    0.825   -0.937    0.804   -0.584    1.235    0.683
   3.20   16.804   16.819   16.826   -0.709    0.498   -1.196   -0.709    0.498   -0.595    0.849   -0.353    1.091    0.547
   3.25   17.099   17.114   17.114   -0.708    0.078   -0.901   -0.708    0.078   -0.070    0.637   -0.055    0.659    0.322
   3.30   17.156   17.172   17.175   -0.748    0.300   -0.844   -0.748    0.300   -0.253    0.631   -0.224    0.681    0.358
   3.35   17.164   17.170   17.176   -0.453    0.454   -0.836   -0.453    0.454   -0.379    0.378   -0.205    0.555    0.287
   3.40   17.115   17.121   17.125   -0.468    0.355   -0.885   -0.468    0.355   -0.314    0.414   -0.166    0.564    0.273
   3.45   17.277   17.281   17.294   -0.384    0.648   -0.723   -0.384    0.648   -0.468    0.277   -0.249    0.545    0.299
   3.50   17.166   17.168   17.175   -0.244    0.504   -0.834   -0.244    0.504   -0.420    0.204   -0.123    0.505    0.241
   3.55   16.859   16.866   16.880   -0.487    0.672   -1.141   -0.487    0.672   -0.767    0.556   -0.328    0.995    0.501
   3.60   16.931   16.938   16.959   -0.479    0.845   -1.069   -0.479    0.845   -0.904    0.512   -0.405    1.043    0.557
   3.65   17.022   17.028   17.045   -0.435    0.765   -0.978   -0.435    0.765   -0.747    0.425   -0.333    0.865    0.461
   3.70   17.028   17.043   17.070   -0.715    0.954   -0.972   -0.715    0.954   -0.927    0.695   -0.683    1.183    0.672
   3.75   17.054   17.077   17.118   -0.879    1.193   -0.946   -0.879    1.193   -1.129    0.831   -1.048    1.545    0.875
   3.80   17.145   17.162   17.179   -0.763    0.771   -0.855   -0.763    0.771   -0.659    0.652   -0.588    0.954    0.549
   3.85   16.990   17.008   17.025   -0.778    0.773   -1.010   -0.778    0.773   -0.781    0.786   -0.601    1.111    0.630
   3.90   17.137   17.157   17.171   -0.835    0.679   -0.863   -0.835    0.679   -0.586    0.721   -0.567    0.952    0.544
   3.95   17.159   17.178   17.197   -0.812    0.810   -0.841   -0.812    0.810   -0.681    0.683   -0.657    1.011    0.583
   4.00   17.170   17.179   17.192   -0.566    0.656   -0.830   -0.566    0.656   -0.544    0.470   -0.371    0.719    0.404
   4.05   17.012   17.016   17.038   -0.391    0.859   -0.988   -0.391    0.859   -0.848    0.387   -0.336    0.933    0.496
   4.10   16.885   16.885   16.900   -0.019    0.696   -1.115   -0.019    0.696   -0.775    0.021   -0.013    0.863    0.388
   4.15   17.171   17.171   17.186   -0.097    0.716   -0.829   -0.097    0.716   -0.594    0.080   -0.069    0.605    0.302
   4.20   17.375   17.375   17.381   -0.146    0.461   -0.625   -0.146    0.461   -0.288    0.092   -0.067    0.312    0.155
   4.25   17.293   17.293   17.303    0.180    0.563   -0.707    0.180    0.563   -0.398   -0.128    0.102    0.425    0.215
   4.30   17.404   17.405   17.410    0.195    0.450   -0.596    0.195    0.450   -0.269   -0.117    0.088    0.298    0.153
   4.35   17.529   17.530   17.537   -0.193    0.513   -0.471   -0.193    0.513   -0.242    0.091   -0.099    0.261    0.138
   4.40   17.545   17.546   17.549   -0.224    0.328   -0.455   -0.224    0.328   -0.149    0.102   -0.073    0.182    0.097
   4.45   17.595   17.597   17.601   -0.246    0.389   -0.405   -0.246    0.389   -0.157    0.100   -0.096    0.188    0.105
   4.50   17.417   17.423   17.429   -0.435    0.484   -0.583   -0.435    0.484   -0.282    0.254   -0.211    0.382    0.217
   4.55   17.499   17.514   17.519   -0.715    0.407   -0.501   -0.715    0.407   -0.204    0.358   -0.291    0.463    0.252
   4.60   17.419   17.455   17.472   -1.122    0.763   -0.581   -1.122    0.763   -0.443    0.652   -0.856    1.089    0.582
   4.65   17.266   17.295   17.300   -0.995    0.443   -0.734   -0.995    0.443   -0.325    0.730   -0.441    0.863    0.456
   4.70   17.509   17.516   17.520   -0.505    0.385   -0.491   -0.505    0.385   -0.189    0.248   -0.195    0.322    0.184
   4.75   17.582   17.591   17.592   -0.539    0.202   -0.418   -0.539    0.202   -0.085    0.225   -0.109    0.253    0.132
   4.80   17.319   17.332   17.339   -0.682    0.486   -0.681   -0.682    0.486   -0.331    0.465   -0.331    0.583    0.330
   4.85   17.189   17.211   17.223   -0.871    0.660   -0.811   -0.871    0.660   -0.536    0.707   -0.575    0.926    0.528
   4.90   17.264   17.278   17.281   -0.699    0.329   -0.736   -0.699    0.329   -0.242    0.514   -0.230    0.569    0.307
   4.95   17.285   17.295   17.308   -0.606    0.664   -0.715   -0.606    0.664   -0.475    0.434   -0.403    0.660    0.380
   5.00   17.017   17.032   17.040   -0.708    0.507   -0.983   -0.708    0.507   -0.498    0.695   -0.359    0.862    0.464
   5.05   17.378   17.399   17.403   -0.846    0.368   -0.622   -0.846    0.368   -0.229    0.526   -0.311    0.618    0.326
   5.10   17.181   17.220   17.230   -1.156    0.580   -0.819   -1.156    0.580   -0.475    0.946   -0.670    1.171    0.627
   5.15   16.857   16.889   16.894   -1.034    0.438   -1.143   -1.034    0.438   -0.501    1.182   -0.453    1.284    0.681
   5.20   17.065   17.076   17.084   -0.598    0.519   -0.935   -0.598    0.519   -0.485    0.559   -0.311    0.750    0.401
   5.25   17.134   17.141   17.165   -0.514    0.897   -0.866   -0.514    0.897   -0.777    0.445   -0.460    0.909    0.503
   5.30   17.257   17.268   17.305   -0.623    1.124   -0.743   -0.623    1.124   -0.835    0.463   -0.701    1.102    0.592
   5.35   17.046   17.051   17.083   -0.425    1.033   -0.954   -0.425    1.033   -0.986    0.405   -0.439    1.079    0.576
   5.40   17.163   17.173   17.196   -0.606    0.886   -0.837   -0.606    0.886   -0.742    0.507   -0.537    0.927    0.523
   5.45   17.057   17.059   17.084   -0.258    0.910   -0.943   -0.258    0.910   -0.858    0.243   -0.235    0.892    0.461
   5.50   16.973   16.983   17.013   -0.583    0.997   -1.027   -0.583    0.997   -1.023    0.598   -0.581    1.194    0.660
   5.55   17.081   17.094   17.113   -0.663    0.815   -0.919   -0.663    0.815   -0.749    0.609   -0.541    0.974    0.553
   5.60   17.246   17.249   17.267   -0.346    0.782   -0.754   -0.346    0.782   -0.590    0.261   -0.271    0.650    0.350
   5.65   17.150   17.155   17.174   -0.399    0.809   -0.850   -0.399    0.809   -0.688    0.339   -0.323    0.768    0.416
   5.70   17.040   17.047   17.069   -0.497    0.867   -0.960   -0.497    0.867   -0.833    0.477   -0.431    0.960    0.526
   5.75   16.927   16.933   16.950   -0.433    0.761   -1.073   -0.433    0.761   -0.817    0.465   -0.330    0.959    0.498
   5.80   17.072   17.076   17.089   -0.365    0.653   -0.928   -0.365    0.653   -0.606    0.339   -0.238    0.710    0.367
   5.85   16.832   16.835   16.848   -0.314    0.679   -1.168   -0.314    0.679   -0.793    0.366   -0.213    0.962    0.450
   5.90   16.583   16.583   16.593   -0.090    0.566   -1.417   -0.090    0.566   -0.802    0.128   -0.051    1.169    0.407
   5.95   16.435   16.435   16.444   -0.119    0.520   -1.565   -0.119    0.520   -0.814    0.186   -0.062    1.367    0.419
   6.00   16.634   16.636   16.646   -0.211    0.586   -1.366   -0.211    0.586   -0.801    0.288   -0.123    1.127    0.430
   6.05   16.738   16.740   16.744   -0.250    0.365   -1.262   -0.250    0.365   -0.461    0.316   -0.091    0.895    0.283
   6.10   16.268   16.268   16.273    0.038    0.398   -1.732    0.038    0.398   -0.690   -0.067    0.015    1.581    0.347
   6.15   16.109   16.111   16.122    0.240    0.597   -1.891    0.240    0.597   -1.129   -0.453    0.143    1.995    0.612
   6.20   16.251   16.255   16.267    0.370    0.630   -1.749    0.370    0.630   -1.102   -0.647    0.233    1.797    0.649
   6.25   16.467   16.469   16.481    0.291    0.613   -1.533    0.291    0.613   -0.940   -0.445    0.178    1.405    0.528
   6.30   16.676   16.676   16.691    0.013    0.713   -1.324    0.013    0.713   -0.943   -0.017    0.009    1.130    0.472
   6.35   16.849   16.850   16.861   -0.182    0.610   -1.151   -0.182    0.610   -0.702    0.209   -0.111    0.865    0.371
   6.40   16.946   16.947   16.947   -0.150    0.114   -1.054   -0.150    0.114   -0.120    0.158   -0.017    0.573    0.099
   6.45   16.994   16.994   16.997   -0.094    0.333   -1.006   -0.094    0.333   -0.335    0.095   -0.031    0.566    0.175
   6.50   16.896   16.896   16.899   -0.017    0.309   -1.104   -0.017    0.309   -0.341    0.018   -0.005    0.657    0.171
   6.55   16.939   16.940   16.942   -0.219    0.203   -1.061   -0.219    0.203   -0.216    0.232   -0.044    0.608    0.160
   6.60   16.733   16.736   16.740   -0.296    0.370   -1.267   -0.296    0.370   -0.469    0.375   -0.110    0.915    0.305
   6.65   16.698   16.699   16.708   -0.145    0.549   -1.302   -0.145    0.549   -0.715    0.189   -0.080    1.009    0.372
   6.70   16.630   16.630   16.632   -0.033    0.292   -1.370   -0.033    0.292   -0.400    0.046   -0.010    0.982    0.201
   6.75   16.306   16.307   16.308   -0.188    0.176   -1.694   -0.188    0.176   -0.299    0.319   -0.033    1.468    0.219
   6.80   16.171   16.175   16.181   -0.372    0.409   -1.829   -0.372    0.409   -0.749    0.680   -0.152    1.825    0.511
   6.85   15.986   15.986   15.991   -0.042    0.379   -2.014   -0.042    0.379   -0.763    0.084   -0.016    2.100    0.384
   6.90   15.951   15.951   15.954   -0.072    0.285   -2.049   -0.072    0.285   -0.584    0.148   -0.021    2.142    0.302
   6.95   16.193   16.196   16.199   -0.328    0.289   -1.807   -0.328    0.289   -0.521    0.593   -0.095    1.728    0.398
   7.00   16.173   16.175   16.176   -0.237    0.215   -1.827   -0.237    0.215   -0.393    0.433   -0.051    1.720    0.294
   7.05   16.186   16.190   16.195   -0.364    0.403   -1.814   -0.364    0.403   -0.731    0.660   -0.147    1.792    0.498
   7.10   16.134   16.149   16.152   -0.706    0.309   -1.866   -0.706    0.309   -0.576    1.317   -0.218    2.038    0.727
   7.15   15.976   15.987   15.988   -0.582    0.180   -2.024   -0.582    0.180   -0.364    1.177   -0.105    2.233    0.618
   7.20   15.689   15.707   15.707   -0.733    0.161   -2.311   -0.733    0.161   -0.373    1.693   -0.118    2.951    0.869
   7.25   15.626   15.643   15.643   -0.739    0.010   -2.374   -0.739    0.010   -0.023    1.756   -0.007    3.092    0.878
   7.30   15.924   15.933   15.933   -0.542    0.059   -2.076   -0.542    0.059   -0.123    1.125   -0.032    2.303    0.566
   7.35   15.983   15.995   15.995   -0.615    0.040   -2.017   -0.615    0.040   -0.081    1.241   -0.025    2.224    0.622
   7.40   15.891   15.894   15.894   -0.282    0.013   -2.109   -0.282    0.013   -0.028    0.595   -0.004    2.264    0.298
   7.45   15.850   15.850   15.851   -0.065   -0.166   -2.150   -0.065   -0.166    0.357    0.140    0.011    2.327    0.192
   7.50   16.110   16.110   16.115   -0.067   -0.405   -1.890   -0.067   -0.405    0.766    0.126    0.027    1.870    0.388
   7.55   16.186   16.187   16.195   -0.191   -0.518   -1.814   -0.191   -0.518    0.941    0.346    0.099    1.799    0.504
   7.60   16.258   16.261   16.268   -0.309   -0.486   -1.742   -0.309   -0.486    0.846    0.539    0.150    1.683    0.507
   7.65   16.574   16.575   16.588   -0.155   -0.657   -1.426   -0.155   -0.657    0.937    0.220    0.102    1.244    0.484
   7.70   16.856   16.856   16.861   -0.020   -0.412   -1.144   -0.020   -0.412    0.471    0.023    0.008    0.740    0.236
   7.75   16.696   16.696   16.700   -0.139   -0.321   -1.304   -0.139   -0.321    0.418    0.181    0.044    0.911    0.229
   7.80   16.792   16.794   16.797   -0.263   -0.330   -1.208   -0.263   -0.330    0.398    0.317    0.087    0.818    0.258
   7.85   16.566   16.566   16.570    0.015   -0.352   -1.434    0.015   -0.352    0.505   -0.022   -0.005    1.090    0.253
   7.90   16.464   16.464   16.465   -0.028   -0.238   -1.536   -0.028   -0.238    0.366    0.044    0.007    1.209    0.185
   7.95   16.661   16.661   16.661    0.142   -0.056   -1.339    0.142   -0.056    0.075   -0.191   -0.008    0.908    0.102
   8.00   16.749   16.749   16.751   -0.004    0.246   -1.251   -0.004    0.246   -0.308    0.005   -0.001    0.813    0.154
   8.05   16.946   16.947   16.951   -0.036    0.373   -1.054   -0.036    0.373   -0.393    0.037   -0.013    0.625    0.197
   8.10   16.916   16.916   16.922   -0.033    0.437   -1.084   -0.033    0.437   -0.474    0.036   -0.015    0.684    0.238
   8.15   16.665   16.666   16.666   -0.175   -0.045   -1.335   -0.175   -0.045    0.060    0.234    0.008    0.908    0.121
   8.20   16.809   16.809   16.810   -0.133    0.103   -1.191   -0.133    0.103   -0.123    0.158   -0.014    0.724    0.101
   8.25   16.571   16.572   16.572   -0.222   -0.018   -1.429   -0.222   -0.018    0.025    0.317    0.004    1.046    0.159
   8.30   16.611   16.611   16.612    0.059   -0.209   -1.389    0.059   -0.209    0.291   -0.082   -0.012    0.989    0.151
   8.35   16.642   16.642   16.645    0.118   -0.283   -1.358    0.118   -0.283    0.385   -0.160   -0.033    0.969    0.209
   8.40   16.619   16.621   16.622    0.214   -0.232   -1.381    0.214   -0.232    0.320   -0.296   -0.050    1.003    0.220
   8.45   16.569   16.573   16.578    0.366   -0.381   -1.431    0.366   -0.381    0.545   -0.524   -0.140    1.163    0.385
   8.50   16.288   16.293   16.300    0.383   -0.487   -1.712    0.383   -0.487    0.834   -0.655   -0.186    1.657    0.539
   8.55   16.596   16.600   16.613    0.405   -0.656   -1.404    0.405   -0.656    0.922   -0.569   -0.266    1.284    0.557
   8.60   16.587   16.587   16.613   -0.039   -0.934   -1.413   -0.039   -0.934    1.319    0.056    0.037    1.435    0.661
   8.65   16.367   16.367   16.384    0.115   -0.745   -1.633    0.115   -0.745    1.217   -0.188   -0.086    1.618    0.617
   8.70   16.326   16.326   16.347   -0.053   -0.820   -1.674   -0.053   -0.820    1.373    0.089    0.044    1.738    0.688
   8.75   16.511   16.511   16.527    0.092   -0.711   -1.489    0.092   -0.711    1.058   -0.137   -0.066    1.365    0.534
   8.80   16.473   16.473   16.488   -0.031   -0.688   -1.527   -0.031   -0.688    1.050    0.048    0.022    1.403    0.526
   8.85   16.533   16.533   16.537   -0.100   -0.343   -1.467   -0.100   -0.343    0.504    0.147    0.034    1.140    0.263
   8.90   16.514   16.515   16.516   -0.213   -0.166   -1.486   -0.213   -0.166    0.247    0.316    0.035    1.141    0.201
   8.95   16.763   16.764   16.766   -0.238   -0.254   -1.237   -0.238   -0.254    0.314    0.295    0.060    0.826    0.217
   9.00   16.439   16.441   16.442   -0.275    0.143   -1.561   -0.275    0.143   -0.223    0.430   -0.039    1.266    0.243
   9.05   16.456   16.456   16.458    0.109    0.256   -1.544    0.109    0.256   -0.396   -0.168    0.028    1.231    0.215
   9.10   16.375   16.375   16.379   -0.047    0.356   -1.625   -0.047    0.356   -0.578    0.077   -0.017    1.385    0.292
   9.15   16.274   16.274   16.286   -0.165    0.603   -1.726   -0.165    0.603   -1.042    0.286   -0.100    1.686    0.542
   9.20   15.863   15.863   15.878   -0.014    0.682   -2.137   -0.014    0.682   -1.457    0.029   -0.009    2.515    0.728
   9.25   15.881   15.881   15.884    0.067    0.278   -2.119    0.067    0.278   -0.589   -0.143    0.019    2.286    0.303
   9.30   16.321   16.321   16.322   -0.039    0.174   -1.679   -0.039    0.174   -0.292    0.065   -0.007    1.425    0.150
   9.35   16.158   16.158   16.163    0.037    0.376   -1.842    0.037    0.376   -0.692   -0.068    0.014    1.767    0.348
   9.40   16.288   16.288   16.292    0.057    0.356   -1.712    0.057    0.356   -0.609   -0.098    0.020    1.530    0.309
   9.45   16.390   16.390   16.390    0.083   -0.122   -1.610    0.083   -0.122    0.196   -0.134   -0.010    1.308    0.119
   9.50   16.075   16.075   16.075    0.000   -0.119   -1.925    0.000   -0.119    0.230   -0.001   -0.000    1.860    0.115
   9.55   16.023   16.023   16.024    0.042   -0.195   -1.977    0.042   -0.195    0.386   -0.083   -0.008    1.974    0.198
   9.60   16.126   16.126   16.127    0.105    0.165   -1.874    0.105    0.165   -0.310   -0.196    0.017    1.776    0.184
   9.65   16.139   16.147   16.150    0.503    0.293   -1.861    0.503    0.293   -0.545   -0.936    0.147    1.901    0.547
   9.70   16.324   16.335   16.335    0.601   -0.033   -1.676    0.601   -0.033    0.055   -1.008   -0.020    1.586    0.505
   9.75   16.118   16.124   16.130    0.435    0.438   -1.882    0.435    0.438   -0.824   -0.820    0.191    1.962    0.589
   9.80   16.130   16.132   16.143    0.219    0.588   -1.870    0.219    0.588   -1.100   -0.409    0.129    1.945    0.590
   9.85   16.038   16.039   16.042    0.072    0.346   -1.962    0.072    0.346   -0.679   -0.141    0.025    1.986    0.347
   9.90   16.398   16.398   16.398   -0.004    0.069   -1.602   -0.004    0.069   -0.110    0.007   -0.000    1.286    0.055
   9.95   16.581   16.581   16.581    0.136    0.022   -1.419    0.136    0.022   -0.031   -0.193    0.003    1.016    0.098
  10.00   16.524   16.526   16.527   -0.261   -0.104   -1.476   -0.261   -0.104    0.153    0.385    0.027    1.128    0.208
  10.05   16.482   16.489   16.490   -0.470   -0.248   -1.518   -0.470   -0.248    0.377    0.713    0.117    1.294    0.407
  10.10   16.325   16.330   16.331   -0.431   -0.136   -1.675   -0.431   -0.136    0.227    0.722    0.058    1.505    0.379
  10.15   16.130   16.140   16.140   -0.562   -0.020   -1.870   -0.562   -0.020    0.037    1.051    0.011    1.907    0.526
  10.20   16.137   16.138   16.138   -0.181    0.061   -1.863   -0.181    0.061   -0.113    0.337   -0.011    1.753    0.178
  10.25   16.143   16.145   16.145   -0.251    0.103   -1.857   -0.251    0.103   -0.192    0.467   -0.026    1.761    0.253
  10.30   16.494   16.495   16.495   -0.231    0.084   -1.506   -0.231    0.084   -0.126    0.348   -0.019    1.165    0.185
  10.35   16.443   16.443   16.444    0.038    0.218   -1.557    0.038    0.218   -0.339   -0.059    0.008    1.237    0.172
  10.40   16.284   16.288   16.289    0.354    0.157   -1.716    0.354    0.157   -0.269   -0.607    0.055    1.546    0.333
  10.45   16.204   16.210   16.210    0.446    0.088   -1.796    0.446    0.088   -0.158   -0.800    0.039    1.716    0.408
  10.50   16.242   16.245   16.245    0.301    0.128   -1.758    0.301    0.128   -0.225   -0.529    0.039    1.598    0.288
  10.55   16.093   16.095   16.097    0.222    0.307   -1.907    0.222    0.307   -0.585   -0.423    0.068    1.890    0.362
  10.60   16.223   16.228   16.228    0.372    0.109   -1.777    0.372    0.109   -0.194   -0.661    0.041    1.653    0.345
  10.65   16.287   16.289   16.290    0.254    0.178   -1.713    0.254    0.178   -0.304   -0.436    0.045    1.515    0.267
  10.70   16.386   16.386   16.387   -0.090    0.141   -1.614   -0.090    0.141   -0.228    0.146   -0.013    1.317    0.135
  10.75   16.578   16.579   16.588   -0.147    0.565   -1.422   -0.147    0.565   -0.804    0.209   -0.083    1.181    0.417
  10.80   16.196   16.199   16.212   -0.310    0.665   -1.804   -0.310    0.665   -1.200    0.559   -0.206    1.897    0.670
  10.85   16.116   16.118   16.126   -0.216    0.518   -1.884   -0.216    0.518   -0.976    0.407   -0.112    1.932    0.532
  10.90   16.127   16.127   16.140   -0.010    0.652   -1.873   -0.010    0.652   -1.221    0.019   -0.007    1.966    0.610
  10.95   16.137   16.137   16.148    0.112    0.600   -1.863    0.112    0.600   -1.117   -0.209    0.067    1.922    0.569
  11.00   16.228   16.230   16.234    0.212    0.362   -1.772    0.212    0.362   -0.642   -0.376    0.077    1.658    0.374
  11.05   16.110   16.112   16.113    0.252    0.194   -1.890    0.252    0.194   -0.366   -0.476    0.049    1.837    0.301
  11.10   16.242   16.246   16.246    0.376   -0.099   -1.758    0.376   -0.099    0.173   -0.661   -0.037    1.621    0.342
  11.15   16.268   16.270   16.270    0.239    0.036   -1.732    0.239    0.036   -0.063   -0.414    0.009    1.529    0.209
  11.20   16.286   16.287   16.288   -0.185    0.136   -1.714   -0.185    0.136   -0.232    0.316   -0.025    1.495    0.197
  11.25   16.033   16.033   16.036    0.050    0.323   -1.967    0.050    0.323   -0.634   -0.098    0.016    1.988    0.321
