   Time      U       Uh       Ut        V        W        u'       v'       w'      u'w'     u'v'     v'w'     TKE      CTKE
   4.15   14.252   14.255   14.287   -0.323   -0.951   -2.748   -0.323   -0.951    2.613    0.888    0.307    4.281    1.388
   4.20   14.002   14.012   14.025   -0.537   -0.611   -2.998   -0.537   -0.611    1.833    1.609    0.328    4.826    1.230
   4.25   14.409   14.410   14.416    0.126   -0.418   -2.591    0.126   -0.418    1.084   -0.325   -0.053    3.452    0.566
   4.30   14.270   14.271   14.274   -0.119   -0.303   -2.730   -0.119   -0.303    0.826    0.324    0.036    3.778    0.444
   4.35   14.459   14.467   14.468   -0.499   -0.129   -2.541   -0.499   -0.129    0.328    1.269    0.064    3.362    0.656
   4.40   14.268   14.285   14.295   -0.685   -0.547   -2.732   -0.685   -0.547    1.494    1.870    0.375    4.115    1.212
   4.45   14.424   14.431   14.441   -0.447   -0.532   -2.576   -0.447   -0.532    1.370    1.150    0.238    3.558    0.902
   4.50   13.931   13.945   13.951   -0.638   -0.388   -3.069   -0.638   -0.388    1.191    1.959    0.248    4.990    1.153
   4.55   14.009   14.032   14.032   -0.810   -0.002   -2.991   -0.810   -0.002    0.007    2.424    0.002    4.802    1.212
   4.60   14.548   14.557   14.558   -0.528    0.198   -2.452   -0.528    0.198   -0.485    1.294   -0.104    3.166    0.693
   4.65   14.316   14.333   14.344   -0.684    0.559   -2.684   -0.684    0.559   -1.499    1.836   -0.382    3.991    1.201
   4.70   14.525   14.555   14.577   -0.924    0.813   -2.475   -0.924    0.813   -2.011    2.288   -0.751    3.820    1.569
   4.75   14.838   14.859   14.879   -0.783    0.772   -2.162   -0.783    0.772   -1.668    1.694   -0.605    2.942    1.227
   4.80   14.741   14.789   14.795   -1.196    0.419   -2.259   -1.196    0.419   -0.946    2.701   -0.501    3.354    1.453
   4.85   15.402   15.432   15.441   -0.965    0.523   -1.598   -0.965    0.523   -0.836    1.542   -0.505    1.879    0.913
   4.90   15.291   15.319   15.326   -0.926    0.447   -1.709   -0.926    0.447   -0.764    1.583   -0.414    1.989    0.903
   4.95   15.332   15.375   15.377   -1.153    0.227   -1.668   -1.153    0.227   -0.379    1.924   -0.262    2.082    0.989
   5.00   15.061   15.077   15.078   -0.690    0.192   -1.939   -0.690    0.192   -0.372    1.338   -0.132    2.136    0.698
   5.05   14.861   14.886   14.888   -0.870    0.232   -2.139   -0.870    0.232   -0.496    1.861   -0.202    2.693    0.968
   5.10   15.055   15.094   15.096   -1.080    0.227   -1.945   -1.080    0.227   -0.441    2.099   -0.245    2.499    1.080
   5.15   15.113   15.142   15.142   -0.938   -0.042   -1.887   -0.938   -0.042    0.079    1.771    0.039    2.222    0.886
   5.20   15.128   15.148   15.149   -0.778   -0.223   -1.872   -0.778   -0.223    0.417    1.457    0.173    2.080    0.763
   5.25   15.295   15.304   15.305   -0.535    0.155   -1.705   -0.535    0.155   -0.265    0.912   -0.083    1.609    0.477
   5.30   15.149   15.157   15.157   -0.505    0.025   -1.851   -0.505    0.025   -0.046    0.936   -0.013    1.841    0.468
   5.35   14.937   14.943   14.946   -0.397   -0.312   -2.063   -0.397   -0.312    0.644    0.819    0.124    2.255    0.525
   5.40   14.999   14.999   15.000   -0.079   -0.180   -2.001   -0.079   -0.180    0.361    0.158    0.014    2.021    0.197
   5.45   14.753   14.763   14.763   -0.542    0.036   -2.247   -0.542    0.036   -0.082    1.218   -0.020    2.672    0.611
   5.50   14.522   14.523   14.523    0.138    0.055   -2.478    0.138    0.055   -0.138   -0.343    0.008    3.081    0.185
   5.55   14.660   14.677   14.677    0.704   -0.103   -2.340    0.704   -0.103    0.242   -1.647   -0.073    2.992    0.833
   5.60   15.018   15.042   15.042    0.842   -0.098   -1.982    0.842   -0.098    0.195   -1.669   -0.083    2.323    0.841
   5.65   15.315   15.345   15.347    0.959   -0.200   -1.685    0.959   -0.200    0.337   -1.616   -0.192    1.899    0.831
   5.70   15.184   15.212   15.213    0.918   -0.190   -1.816    0.918   -0.190    0.345   -1.667   -0.175    2.088    0.856
   5.75   14.885   14.900   14.900    0.679   -0.095   -2.115    0.679   -0.095    0.200   -1.436   -0.064    2.472    0.725
   5.80   15.094   15.117   15.133    0.836   -0.678   -1.906    0.836   -0.678    1.292   -1.593   -0.567    2.395    1.064
   5.85   15.068   15.108   15.129    1.097   -0.790   -1.932    1.097   -0.790    1.526   -2.119   -0.866    2.779    1.375
   5.90   14.986   15.042   15.095    1.301   -1.263   -2.014    1.301   -1.263    2.543   -2.620   -1.643    3.671    2.002
   5.95   14.982   15.040   15.075    1.322   -1.028   -2.018    1.322   -1.028    2.074   -2.668   -1.359    3.438    1.821
   6.00   14.886   14.941   15.030    1.284   -1.633   -2.114    1.284   -1.633    3.452   -2.715   -2.097    4.392    2.433
   6.05   14.738   14.813   14.912    1.491   -1.719   -2.262    1.491   -1.719    3.888   -3.373   -2.563    5.148    2.875
   6.10   14.908   14.970   15.002    1.358   -0.987   -2.092    1.358   -0.987    2.065   -2.842   -1.341    3.598    1.880
   6.15   14.979   15.060   15.092    1.565   -0.970   -2.021    1.565   -0.970    1.960   -3.162   -1.517    3.736    2.009
   6.20   15.022   15.098   15.156    1.522   -1.318   -1.978    1.522   -1.318    2.608   -3.011   -2.006    3.984    2.230
   6.25   15.279   15.395   15.421    1.885   -0.904   -1.721    1.885   -0.904    1.556   -3.244   -1.704    3.666    1.990
   6.30   14.934   15.037   15.040    1.758   -0.284   -2.066    1.758   -0.284    0.588   -3.632   -0.500    3.720    1.857
   6.35   15.156   15.244   15.244    1.637    0.054   -1.844    1.637    0.054   -0.100   -3.020    0.089    3.043    1.511
   6.40   15.427   15.604   15.615    2.345    0.588   -1.573    2.345    0.588   -0.926   -3.689    1.380    4.160    2.023
   6.45   15.085   15.227   15.231    2.076    0.376   -1.915    2.076    0.376   -0.720   -3.975    0.780    4.059    2.057
   6.50   15.267   15.346   15.346    1.559   -0.089   -1.733    1.559   -0.089    0.155   -2.703   -0.139    2.722    1.356
   6.55   15.067   15.132   15.133    1.398    0.129   -1.933    1.398    0.129   -0.248   -2.702    0.180    2.853    1.360
   6.60   14.676   14.740   14.751    1.374    0.583   -2.324    1.374    0.583   -1.355   -3.195    0.802    3.816    1.781
   6.65   14.102   14.216   14.221    1.799    0.369   -2.898    1.799    0.369   -1.069   -5.213    0.663    5.886    2.681
   6.70   13.991   14.131   14.139    1.985    0.473   -3.009    1.985    0.473   -1.424   -5.974    0.939    6.610    3.106
   6.75   14.036   14.114   14.114    1.486   -0.044   -2.964    1.486   -0.044    0.132   -4.405   -0.066    5.498    2.204
   6.80   14.294   14.375   14.379    1.526   -0.347   -2.706    1.526   -0.347    0.940   -4.130   -0.530    4.886    2.134
   6.85   14.696   14.757   14.759    1.340   -0.216   -2.304    1.340   -0.216    0.497   -3.086   -0.289    3.574    1.570
   6.90   14.562   14.618   14.624    1.280   -0.434   -2.438    1.280   -0.434    1.059   -3.121   -0.556    3.886    1.671
   6.95   14.146   14.202   14.224    1.263   -0.798   -2.854    1.263   -0.798    2.279   -3.605   -1.008    5.190    2.191
   7.00   14.047   14.121   14.133    1.447   -0.574   -2.953    1.447   -0.574    1.695   -4.275   -0.831    5.573    2.336
   7.05   14.385   14.458   14.458    1.456   -0.054   -2.615    1.456   -0.054    0.141   -3.809   -0.078    4.481    1.906
   7.10   14.169   14.247   14.249    1.487    0.237   -2.831    1.487    0.237   -0.670   -4.210    0.352    5.140    2.139
   7.15   14.260   14.343   14.351    1.541    0.484   -2.740    1.541    0.484   -1.327   -4.221    0.746    5.058    2.244
   7.20   14.233   14.270   14.270    1.036   -0.006   -2.767    1.036   -0.006    0.017   -2.867   -0.007    4.365    1.433
   7.25   14.187   14.202   14.213    0.656    0.566   -2.813    0.656    0.566   -1.591   -1.845    0.371    4.332    1.232
   7.30   13.986   14.043   14.047    1.266    0.304   -3.014    1.266    0.304   -0.917   -3.816    0.385    5.390    1.972
   7.35   13.964   14.032   14.032    1.379    0.071   -3.036    1.379    0.071   -0.215   -4.188    0.097    5.562    2.097
   7.40   14.023   14.064   14.065    1.080   -0.176   -2.977    1.080   -0.176    0.523   -3.215   -0.190    5.031    1.632
   7.45   14.250   14.318   14.331    1.387   -0.610   -2.750    1.387   -0.610    1.677   -3.815   -0.846    4.929    2.126
   7.50   13.913   13.973   13.993    1.291   -0.762   -3.087    1.291   -0.762    2.351   -3.986   -0.983    5.889    2.365
   7.55   14.267   14.320   14.333    1.231   -0.607   -2.733    1.231   -0.607    1.660   -3.364   -0.747    4.677    1.912
   7.60   14.707   14.782   14.786    1.479   -0.339   -2.293    1.479   -0.339    0.778   -3.391   -0.502    3.779    1.758
   7.65   15.090   15.153   15.155    1.390   -0.218   -1.910    1.390   -0.218    0.416   -2.655   -0.302    2.814    1.352
   7.70   15.190   15.245   15.254    1.292   -0.509   -1.810    1.292   -0.509    0.921   -2.338   -0.657    2.602    1.299
   7.75   15.010   15.046   15.064    1.045   -0.721   -1.990    1.045   -0.721    1.434   -2.079   -0.753    2.785    1.318
   7.80   14.998   15.045   15.061    1.193   -0.684   -2.002    1.193   -0.684    1.369   -2.388   -0.815    2.950    1.435
   7.85   15.080   15.088   15.107    0.506   -0.752   -1.920    0.506   -0.752    1.444   -0.971   -0.380    2.254    0.891
   7.90   14.904   14.923   14.936    0.752   -0.629   -2.096    0.752   -0.629    1.319   -1.576   -0.473    2.677    1.055
   7.95   14.644   14.700   14.733    1.282   -0.997   -2.356    1.282   -0.997    2.350   -3.021   -1.279    4.096    2.018
   8.00   14.494   14.540   14.585    1.151   -1.148   -2.506    1.151   -1.148    2.877   -2.884   -1.321    4.461    2.142
   8.05   14.439   14.501   14.515    1.338   -0.635   -2.561    1.338   -0.635    1.625   -3.426   -0.849    4.375    1.943
   8.10   13.896   13.980   13.986    1.533   -0.419   -3.104    1.533   -0.419    1.302   -4.759   -0.643    6.081    2.488
   8.15   13.979   14.038   14.055    1.288   -0.694   -3.021    1.288   -0.694    2.097   -3.891   -0.894    5.634    2.255
   8.20   14.092   14.176   14.187    1.542   -0.558   -2.908    1.542   -0.558    1.623   -4.485   -0.861    5.574    2.423
   8.25   14.081   14.175   14.189    1.626   -0.624   -2.919    1.626   -0.624    1.822   -4.747   -1.016    5.777    2.592
   8.30   13.856   13.928   13.945    1.410   -0.685   -3.144    1.410   -0.685    2.152   -4.433   -0.965    6.170    2.511
   8.35   13.784   13.833   13.872    1.161   -1.047   -3.216    1.161   -1.047    3.366   -3.734   -1.215    6.393    2.586
   8.40   14.083   14.105   14.206    0.798   -1.690   -2.917    0.798   -1.690    4.930   -2.329   -1.350    6.002    2.809
   8.45   14.266   14.276   14.335    0.540   -1.298   -2.734    0.540   -1.298    3.549   -1.476   -0.701    4.726    1.954
   8.50   14.174   14.182   14.229    0.485   -1.158   -2.826    0.485   -1.158    3.271   -1.370   -0.561    4.781    1.795
   8.55   14.354   14.393   14.409    1.058   -0.668   -2.646    1.058   -0.668    1.767   -2.799   -0.706    4.282    1.692
   8.60   14.157   14.177   14.177    0.746   -0.120   -2.843    0.746   -0.120    0.340   -2.121   -0.089    4.327    1.075
   8.65   14.453   14.455   14.458    0.225   -0.294   -2.547    0.225   -0.294    0.748   -0.573   -0.066    3.311    0.472
   8.70   14.270   14.291   14.292    0.788   -0.092   -2.730    0.788   -0.092    0.251   -2.153   -0.072    4.042    1.084
   8.75   14.694   14.710   14.713    0.699   -0.280   -2.306    0.699   -0.280    0.646   -1.613   -0.196    2.943    0.874
   8.80   15.228   15.237   15.242    0.517   -0.408   -1.772    0.517   -0.408    0.723   -0.916   -0.211    1.787    0.593
   8.85   14.972   14.994   14.997    0.820   -0.258   -2.028    0.820   -0.258    0.524   -1.663   -0.212    2.426    0.878
   8.90   14.699   14.724   14.729    0.847   -0.396   -2.301    0.847   -0.396    0.911   -1.948   -0.335    3.084    1.088
   8.95   14.527   14.539   14.545    0.594   -0.444   -2.473    0.594   -0.444    1.098   -1.470   -0.264    3.334    0.927
   9.00   14.259   14.265   14.273    0.417   -0.479   -2.741    0.417   -0.479    1.314   -1.143   -0.200    3.958    0.877
   9.05   14.166   14.180   14.207    0.633   -0.876   -2.834    0.633   -0.876    2.483   -1.793   -0.554    4.600    1.556
   9.10   14.402   14.422   14.457    0.749   -1.003   -2.598    0.749   -1.003    2.605   -1.947   -0.752    4.158    1.669
   9.15   14.490   14.520   14.556    0.943   -1.016   -2.510    0.943   -1.016    2.551   -2.367   -0.958    4.112    1.805
   9.20   14.417   14.488   14.548    1.431   -1.325   -2.583    1.431   -1.325    3.423   -3.698   -1.897    5.239    2.692
   9.25   14.440   14.443   14.473    0.302   -0.930   -2.560    0.302   -0.930    2.381   -0.773   -0.281    3.755    1.259
   9.30   14.702   14.703   14.725    0.175   -0.797   -2.298    0.175   -0.797    1.831   -0.403   -0.140    2.973    0.940
   9.35   15.104   15.110   15.136    0.409   -0.885   -1.896    0.409   -0.885    1.678   -0.776   -0.362    2.272    0.942
   9.40   15.450   15.456   15.465    0.438   -0.524   -1.550    0.438   -0.524    0.812   -0.679   -0.229    1.434    0.541
   9.45   15.260   15.264   15.267    0.369   -0.285   -1.740    0.369   -0.285    0.496   -0.643   -0.105    1.623    0.410
   9.50   15.241   15.246   15.284    0.384   -1.081   -1.759    0.384   -1.081    1.902   -0.675   -0.415    2.205    1.030
   9.55   14.906   14.908   14.916    0.238   -0.494   -2.094    0.238   -0.494    1.034   -0.498   -0.117    2.342    0.577
   9.60   14.683   14.687   14.691    0.377   -0.317   -2.317    0.377   -0.317    0.734   -0.873   -0.119    2.806    0.573
   9.65   14.837   14.837   14.837   -0.099   -0.087   -2.163   -0.099   -0.087    0.188    0.214    0.009    2.349    0.143
   9.70   14.954   14.954   14.955   -0.101   -0.196   -2.046   -0.101   -0.196    0.402    0.206    0.020    2.118    0.226
   9.75   15.129   15.129   15.129    0.038   -0.100   -1.871    0.038   -0.100    0.187   -0.072   -0.004    1.757    0.100
   9.80   15.210   15.211   15.211   -0.142   -0.041   -1.790   -0.142   -0.041    0.073    0.254    0.006    1.612    0.132
   9.85   14.747   14.751   14.751    0.319   -0.005   -2.253    0.319   -0.005    0.012   -0.718   -0.002    2.589    0.359
   9.90   14.977   14.980   14.981    0.298   -0.142   -2.023    0.298   -0.142    0.287   -0.602   -0.042    2.100    0.334
   9.95   15.043   15.046   15.067    0.285   -0.794   -1.957    0.285   -0.794    1.554   -0.557   -0.226    2.271    0.833
  10.00   14.620   14.630   14.665    0.525   -1.019   -2.380    0.525   -1.019    2.426   -1.250   -0.535    3.490    1.391
  10.05   14.740   14.749   14.770    0.511   -0.796   -2.260    0.511   -0.796    1.799   -1.156   -0.407    3.001    1.088
  10.10   15.354   15.356   15.380    0.249   -0.860   -1.646    0.249   -0.860    1.416   -0.410   -0.214    1.756    0.745
  10.15   15.583   15.593   15.629    0.577   -1.062   -1.417    0.577   -1.062    1.506   -0.818   -0.613    1.735    0.910
  10.20   15.460   15.467   15.502    0.457   -1.037   -1.540    0.457   -1.037    1.597   -0.703   -0.474    1.827    0.904
  10.25   14.923   14.953   14.989    0.952   -1.035   -2.077    0.952   -1.035    2.150   -1.977   -0.985    3.145    1.541
  10.30   14.751   14.779   14.805    0.912   -0.882   -2.249    0.912   -0.882    1.983   -2.052   -0.805    3.335    1.483
  10.35   15.186   15.204   15.244    0.745   -1.103   -1.814    0.745   -1.103    2.001   -1.352   -0.822    2.532    1.276
  10.40   14.925   14.931   14.958    0.443   -0.891   -2.075    0.443   -0.891    1.850   -0.919   -0.395    2.649    1.052
  10.45   14.422   14.457   14.494    0.999   -1.035   -2.578    0.999   -1.035    2.667   -2.576   -1.034    4.357    1.925
  10.50   14.302   14.337   14.376    1.002   -1.058   -2.698    1.002   -1.058    2.855   -2.702   -1.060    4.701    2.036
  10.55   14.163   14.269   14.291    1.735   -0.779   -2.837    1.735   -0.779    2.210   -4.920   -1.352    5.831    2.780
  10.60   14.039   14.091   14.113    1.217   -0.780   -2.961    1.217   -0.780    2.310   -3.603   -0.949    5.429    2.192
  10.65   14.389   14.437   14.485    1.181   -1.176   -2.611    1.181   -1.176    3.072   -3.083   -1.389    4.798    2.284
  10.70   14.936   14.967   15.013    0.965   -1.178   -2.064    0.965   -1.178    2.433   -1.993   -1.138    3.291    1.672
  10.75   15.081   15.088   15.128    0.441   -1.099   -1.919    0.441   -1.099    2.109   -0.847   -0.485    2.542    1.162
  10.80   15.277   15.282   15.312    0.402   -0.956   -1.723    0.402   -0.956    1.648   -0.693   -0.385    2.022    0.914
  10.85   15.434   15.439   15.499    0.393   -1.358   -1.566    0.393   -1.358    2.127   -0.615   -0.534    2.226    1.139
  10.90   15.651   15.654   15.682    0.320   -0.933   -1.349    0.320   -0.933    1.258   -0.431   -0.298    1.396    0.682
  10.95   15.290   15.292   15.310    0.246   -0.735   -1.710    0.246   -0.735    1.257   -0.421   -0.181    1.762    0.669
  11.00   14.851   14.853   14.878   -0.250   -0.860   -2.149   -0.250   -0.860    1.848    0.538    0.215    2.710    0.968
  11.05   14.309   14.309   14.313    0.050   -0.341   -2.691    0.050   -0.341    0.919   -0.136   -0.017    3.681    0.464
  11.10   14.192   14.199   14.217    0.437   -0.722   -2.808    0.437   -0.722    2.028   -1.228   -0.316    4.298    1.196
  11.15   14.795   14.795   14.831   -0.092   -1.031   -2.205   -0.092   -1.031    2.274    0.202    0.094    2.967    1.143
