   Time      U       Uh       Ut        V        W        u'       v'       w'      u'w'     u'v'     v'w'     TKE      CTKE
   1.20   12.512   12.523   12.525    0.522    0.203   -1.488    0.522    0.203   -0.303   -0.777    0.106    1.264    0.420
   1.25   12.524   12.544   12.545    0.706    0.137   -1.476    0.706    0.137   -0.203   -1.041    0.097    1.347    0.533
   1.30   12.499   12.509   12.511    0.497    0.189   -1.501    0.497    0.189   -0.283   -0.745    0.094    1.267    0.401
   1.35   12.611   12.624   12.625    0.575    0.115   -1.389    0.575    0.115   -0.160   -0.799    0.066    1.136    0.409
   1.40   12.775   12.783   12.785    0.436    0.257   -1.225    0.436    0.257   -0.315   -0.534    0.112    0.878    0.315
   1.45   12.858   12.870   12.871    0.560    0.168   -1.142    0.560    0.168   -0.191   -0.640    0.094    0.823    0.337
   1.50   12.896   12.903   12.907    0.432    0.329   -1.104    0.432    0.329   -0.364   -0.477    0.142    0.757    0.308
   1.55   12.878   12.879   12.879    0.157    0.039   -1.122    0.157    0.039   -0.044   -0.177    0.006    0.643    0.091
   1.60   12.661   12.662   12.663    0.172    0.114   -1.339    0.172    0.114   -0.153   -0.231    0.020    0.918    0.139
   1.65   12.635   12.636   12.640    0.165    0.313   -1.365    0.165    0.313   -0.428   -0.225    0.052    0.994    0.243
   1.70   12.885   12.888   12.888    0.300    0.078   -1.115    0.300    0.078   -0.087   -0.335    0.023    0.670    0.173
   1.75   12.804   12.811   12.812    0.414    0.160   -1.196    0.414    0.160   -0.191   -0.495    0.066    0.814    0.268
   1.80   12.730   12.732   12.734    0.262    0.219   -1.270    0.262    0.219   -0.278   -0.333    0.057    0.865    0.219
   1.85   12.882   12.883   12.883    0.137    0.096   -1.118    0.137    0.096   -0.107   -0.154    0.013    0.639    0.094
   1.90   12.802   12.802   12.803    0.089    0.132   -1.198    0.089    0.132   -0.158   -0.107    0.012    0.730    0.096
   1.95   12.864   12.865   12.870   -0.122    0.363   -1.136   -0.122    0.363   -0.412    0.139   -0.044    0.718    0.218
   2.00   12.866   12.873   12.886   -0.417    0.588   -1.134   -0.417    0.588   -0.667    0.472   -0.245    0.903    0.427
   2.05   12.778   12.784   12.806   -0.394    0.746   -1.222   -0.394    0.746   -0.911    0.481   -0.294    1.102    0.536
   2.10   12.833   12.839   12.852   -0.397    0.568   -1.167   -0.397    0.568   -0.663    0.463   -0.225    0.921    0.420
   2.15   12.642   12.643   12.665   -0.167    0.750   -1.358   -0.167    0.750   -1.018    0.226   -0.125    1.217    0.525
   2.20   12.754   12.754   12.780   -0.084    0.811   -1.246   -0.084    0.811   -1.010    0.104   -0.068    1.108    0.509
   2.25   12.991   12.992   13.008   -0.180    0.651   -1.009   -0.180    0.651   -0.657    0.182   -0.117    0.737    0.346
   2.30   12.973   12.978   13.000   -0.394    0.747   -1.027   -0.394    0.747   -0.768    0.404   -0.294    0.885    0.458
   2.35   13.057   13.059   13.080   -0.229    0.746   -0.943   -0.229    0.746   -0.704    0.216   -0.171    0.750    0.378
   2.40   13.185   13.190   13.216   -0.349    0.828   -0.815   -0.349    0.828   -0.675    0.284   -0.289    0.736    0.394
   2.45   13.113   13.120   13.134   -0.427    0.616   -0.887   -0.427    0.616   -0.547    0.379   -0.263    0.675    0.358
   2.50   13.250   13.252   13.261   -0.237    0.501   -0.750   -0.237    0.501   -0.376    0.178   -0.119    0.435    0.216
   2.55   13.166   13.169   13.187   -0.245    0.695   -0.834   -0.245    0.695   -0.579    0.204   -0.170    0.619    0.319
   2.60   13.135   13.145   13.158   -0.521    0.565   -0.865   -0.521    0.565   -0.489    0.450   -0.294    0.669    0.364
   2.65   13.316   13.326   13.338   -0.514    0.549   -0.684   -0.514    0.549   -0.375    0.351   -0.282    0.516    0.293
   2.70   13.510   13.520   13.527   -0.532    0.411   -0.490   -0.532    0.411   -0.202    0.261   -0.219    0.346    0.198
   2.75   13.535   13.553   13.553   -0.712    0.043   -0.465   -0.712    0.043   -0.020    0.331   -0.031    0.363    0.167
   2.80   13.600   13.608   13.611   -0.451    0.290   -0.400   -0.451    0.290   -0.116    0.180   -0.131    0.224    0.126
   2.85   13.544   13.550   13.552   -0.405    0.242   -0.456   -0.405    0.242   -0.110    0.185   -0.098    0.215    0.118
   2.90   13.430   13.434   13.438   -0.322    0.363   -0.570   -0.322    0.363   -0.207    0.184   -0.117    0.280    0.150
   2.95   13.564   13.568   13.571   -0.328    0.253   -0.436   -0.328    0.253   -0.110    0.143   -0.083    0.181    0.099
   3.00   13.505   13.515   13.516   -0.522    0.158   -0.495   -0.522    0.158   -0.078    0.259   -0.083    0.271    0.141
   3.05   13.344   13.356   13.361   -0.571    0.352   -0.656   -0.571    0.352   -0.231    0.375   -0.201    0.440    0.242
   3.10   13.222   13.238   13.246   -0.661    0.462   -0.778   -0.661    0.462   -0.359    0.515   -0.305    0.628    0.349
   3.15   13.091   13.101   13.117   -0.521    0.651   -0.909   -0.521    0.651   -0.592    0.474   -0.339    0.761    0.415
   3.20   13.048   13.059   13.066   -0.522    0.416   -0.952   -0.522    0.416   -0.396    0.497   -0.217    0.676    0.336
   3.25   13.261   13.271   13.272   -0.521    0.115   -0.739   -0.521    0.115   -0.085    0.385   -0.060    0.415    0.199
   3.30   13.303   13.314   13.317   -0.550    0.275   -0.697   -0.550    0.275   -0.192    0.384   -0.151    0.432    0.227
   3.35   13.309   13.314   13.319   -0.339    0.386   -0.691   -0.339    0.386   -0.267    0.234   -0.131    0.371    0.189
   3.40   13.275   13.279   13.283   -0.350    0.317   -0.725   -0.350    0.317   -0.230    0.254   -0.111    0.374    0.180
   3.45   13.391   13.394   13.405   -0.290    0.528   -0.609   -0.290    0.528   -0.322    0.177   -0.153    0.367    0.199
   3.50   13.312   13.313   13.320   -0.191    0.426   -0.688   -0.191    0.426   -0.293    0.131   -0.081    0.346    0.166
   3.55   13.092   13.097   13.109   -0.365    0.548   -0.908   -0.365    0.548   -0.498    0.331   -0.200    0.629    0.315
   3.60   13.143   13.148   13.165   -0.359    0.674   -0.857   -0.359    0.674   -0.578    0.308   -0.242    0.659    0.349
   3.65   13.207   13.212   13.226   -0.328    0.617   -0.793   -0.328    0.617   -0.489    0.260   -0.203    0.558    0.295
   3.70   13.211   13.221   13.243   -0.529    0.754   -0.789   -0.529    0.754   -0.595    0.418   -0.399    0.736    0.415
   3.75   13.228   13.243   13.276   -0.647    0.926   -0.772   -0.647    0.926   -0.715    0.500   -0.599    0.936    0.529
   3.80   13.291   13.303   13.318   -0.564    0.623   -0.709   -0.564    0.623   -0.442    0.400   -0.352    0.605    0.346
   3.85   13.178   13.191   13.205   -0.575    0.624   -0.822   -0.575    0.624   -0.513    0.472   -0.359    0.698    0.392
   3.90   13.281   13.295   13.307   -0.616    0.557   -0.719   -0.616    0.557   -0.400    0.443   -0.343    0.603    0.344
   3.95   13.294   13.308   13.324   -0.599    0.650   -0.706   -0.599    0.650   -0.459    0.423   -0.389    0.640    0.368
   4.00   13.300   13.306   13.317   -0.423    0.539   -0.700   -0.423    0.539   -0.378    0.296   -0.228    0.480    0.266
   4.05   13.183   13.187   13.205   -0.298    0.684   -0.817   -0.298    0.684   -0.559    0.243   -0.204    0.612    0.321
   4.10   13.090   13.090   13.102   -0.031    0.567   -0.910   -0.031    0.567   -0.516    0.028   -0.018    0.575    0.259
   4.15   13.291   13.291   13.304   -0.087    0.581   -0.709   -0.087    0.581   -0.412    0.061   -0.050    0.424    0.210
   4.20   13.433   13.434   13.439   -0.122    0.397   -0.567   -0.122    0.397   -0.225    0.069   -0.048    0.247    0.120
   4.25   13.371   13.371   13.379    0.112    0.469   -0.629    0.112    0.469   -0.295   -0.070    0.052    0.314    0.154
   4.30   13.446   13.447   13.453    0.122    0.388   -0.554    0.122    0.388   -0.215   -0.068    0.047    0.236    0.115
   4.35   13.532   13.533   13.540   -0.157    0.432   -0.468   -0.157    0.432   -0.202    0.073   -0.068    0.215    0.113
   4.40   13.540   13.541   13.544   -0.179    0.299   -0.460   -0.179    0.299   -0.138    0.082   -0.053    0.166    0.084
   4.45   13.572   13.573   13.578   -0.196    0.342   -0.428   -0.196    0.342   -0.147    0.084   -0.067    0.169    0.091
   4.50   13.441   13.445   13.451   -0.331    0.411   -0.559   -0.331    0.411   -0.230    0.185   -0.136    0.296    0.163
   4.55   13.496   13.506   13.511   -0.532    0.356   -0.504   -0.532    0.356   -0.179    0.268   -0.189    0.332    0.187
   4.60   13.434   13.459   13.473   -0.824    0.611   -0.566   -0.824    0.611   -0.345    0.467   -0.503    0.686    0.384
   4.65   13.321   13.341   13.347   -0.734    0.381   -0.679   -0.734    0.381   -0.259    0.498   -0.280    0.573    0.314
   4.70   13.491   13.496   13.501   -0.383    0.339   -0.509   -0.383    0.339   -0.173    0.195   -0.130    0.261    0.146
   4.75   13.540   13.546   13.548   -0.408    0.208   -0.460   -0.408    0.208   -0.096    0.187   -0.085    0.210    0.113
   4.80   13.348   13.358   13.364   -0.510    0.412   -0.652   -0.510    0.412   -0.269    0.333   -0.210    0.428    0.238
   4.85   13.252   13.267   13.278   -0.646    0.537   -0.748   -0.646    0.537   -0.402    0.483   -0.347    0.633    0.359
   4.90   13.302   13.313   13.316   -0.523    0.300   -0.698   -0.523    0.300   -0.209    0.365   -0.157    0.425    0.224
   4.95   13.315   13.322   13.333   -0.457    0.541   -0.685   -0.457    0.541   -0.371    0.313   -0.247    0.486    0.272
   5.00   13.121   13.132   13.139   -0.529    0.428   -0.879   -0.529    0.428   -0.377    0.465   -0.227    0.618    0.320
   5.05   13.377   13.391   13.395   -0.628    0.329   -0.623   -0.628    0.329   -0.205    0.392   -0.207    0.446    0.244
   5.10   13.233   13.261   13.269   -0.850    0.482   -0.767   -0.850    0.482   -0.369    0.652   -0.410    0.772    0.427
   5.15   13.000   13.022   13.028   -0.763    0.381   -1.000   -0.763    0.381   -0.381    0.764   -0.291    0.864    0.451
   5.20   13.147   13.155   13.162   -0.451    0.440   -0.853   -0.451    0.440   -0.375    0.385   -0.198    0.562    0.286
   5.25   13.194   13.200   13.219   -0.390    0.712   -0.806   -0.390    0.712   -0.574    0.314   -0.278    0.654    0.355
   5.30   13.281   13.290   13.319   -0.468    0.877   -0.719   -0.468    0.877   -0.630    0.337   -0.411    0.752    0.412
   5.35   13.130   13.134   13.159   -0.326    0.812   -0.870   -0.326    0.812   -0.707    0.284   -0.265    0.761    0.403
   5.40   13.212   13.220   13.239   -0.455    0.706   -0.788   -0.455    0.706   -0.556    0.359   -0.321    0.663    0.368
   5.45   13.137   13.138   13.158   -0.206    0.723   -0.863   -0.206    0.723   -0.624    0.178   -0.149    0.656    0.333
   5.50   13.076   13.084   13.107   -0.439    0.785   -0.924   -0.439    0.785   -0.725    0.405   -0.344    0.831    0.450
   5.55   13.153   13.163   13.179   -0.496    0.654   -0.847   -0.496    0.654   -0.554    0.420   -0.324    0.695    0.383
   5.60   13.271   13.274   13.289   -0.268    0.630   -0.729   -0.268    0.630   -0.459    0.195   -0.169    0.500    0.263
   5.65   13.203   13.207   13.223   -0.306    0.648   -0.797   -0.306    0.648   -0.516    0.244   -0.198    0.574    0.302
   5.70   13.125   13.130   13.148   -0.376    0.689   -0.875   -0.376    0.689   -0.603    0.329   -0.259    0.691    0.367
   5.75   13.045   13.049   13.063   -0.330    0.612   -0.955   -0.330    0.612   -0.584    0.315   -0.202    0.698    0.347
   5.80   13.150   13.153   13.163   -0.281    0.532   -0.850   -0.281    0.532   -0.453    0.239   -0.150    0.543    0.267
   5.85   12.978   12.981   12.992   -0.244    0.550   -1.022   -0.244    0.550   -0.562    0.249   -0.134    0.703    0.314
   5.90   12.801   12.802   12.810   -0.083    0.468   -1.199   -0.083    0.468   -0.560    0.100   -0.039    0.831    0.285
   5.95   12.697   12.697   12.705   -0.103    0.433   -1.303   -0.103    0.433   -0.565    0.134   -0.045    0.948    0.291
   6.00   12.841   12.842   12.851   -0.169    0.479   -1.159   -0.169    0.479   -0.556    0.196   -0.081    0.801    0.297
   6.05   12.916   12.918   12.922   -0.197    0.320   -1.084   -0.197    0.320   -0.346    0.213   -0.063    0.658    0.206
   6.10   12.582   12.582   12.586    0.010    0.342   -1.418    0.010    0.342   -0.486   -0.015    0.004    1.065    0.243
   6.15   12.470   12.471   12.480    0.155    0.484   -1.530    0.155    0.484   -0.741   -0.237    0.075    1.300    0.391
   6.20   12.573   12.575   12.586    0.248    0.507   -1.427    0.248    0.507   -0.723   -0.354    0.126    1.178    0.408
   6.25   12.730   12.731   12.741    0.191    0.494   -1.270    0.191    0.494   -0.628   -0.243    0.095    0.947    0.340
   6.30   12.881   12.881   12.894   -0.007    0.564   -1.119   -0.007    0.564   -0.631    0.008   -0.004    0.785    0.315
   6.35   13.007   13.008   13.017   -0.147    0.489   -0.993   -0.147    0.489   -0.485    0.146   -0.072    0.623    0.256
   6.40   13.078   13.079   13.080   -0.124    0.131   -0.922   -0.124    0.131   -0.120    0.114   -0.016    0.441    0.083
   6.45   13.115   13.115   13.118   -0.084    0.286   -0.885   -0.084    0.286   -0.254    0.075   -0.024    0.437    0.133
   6.50   13.047   13.047   13.050   -0.029    0.268   -0.953   -0.029    0.268   -0.255    0.028   -0.008    0.490    0.128
   6.55   13.079   13.081   13.082   -0.174    0.191   -0.921   -0.174    0.191   -0.176    0.160   -0.033    0.457    0.120
   6.60   12.934   12.936   12.940   -0.229    0.310   -1.066   -0.229    0.310   -0.330    0.244   -0.071    0.642    0.208
   6.65   12.911   12.912   12.919   -0.121    0.437   -1.089   -0.121    0.437   -0.476    0.132   -0.053    0.696    0.248
   6.70   12.864   12.864   12.867   -0.041    0.251   -1.136   -0.041    0.251   -0.285    0.047   -0.010    0.677    0.145
   6.75   12.635   12.636   12.637   -0.152    0.167   -1.365   -0.152    0.167   -0.228    0.208   -0.025    0.958    0.155
   6.80   12.540   12.543   12.548   -0.284    0.333   -1.460   -0.284    0.333   -0.486    0.414   -0.095    1.161    0.323
   6.85   12.410   12.410   12.414   -0.048    0.310   -1.590   -0.048    0.310   -0.493    0.076   -0.015    1.313    0.249
   6.90   12.387   12.387   12.390   -0.070    0.241   -1.613   -0.070    0.241   -0.389    0.112   -0.017    1.332    0.203
   6.95   12.562   12.565   12.567   -0.253    0.242   -1.438   -0.253    0.242   -0.348    0.364   -0.061    1.095    0.254
   7.00   12.550   12.552   12.553   -0.188    0.188   -1.450   -0.188    0.188   -0.273    0.273   -0.035    1.086    0.194
   7.05   12.562   12.565   12.569   -0.279    0.321   -1.438   -0.279    0.321   -0.462    0.402   -0.090    1.124    0.309
   7.10   12.527   12.538   12.540   -0.524    0.252   -1.473   -0.524    0.252   -0.372    0.772   -0.132    1.254    0.434
   7.15   12.416   12.424   12.425   -0.435    0.158   -1.584   -0.435    0.158   -0.250    0.689   -0.069    1.361    0.368
   7.20   12.214   12.226   12.227   -0.544    0.143   -1.786   -0.544    0.143   -0.255    0.971   -0.077    1.753    0.503
   7.25   12.171   12.183   12.183   -0.548    0.032   -1.829   -0.548    0.032   -0.058    1.003   -0.017    1.824    0.502
   7.30   12.386   12.393   12.393   -0.406    0.065   -1.614   -0.406    0.065   -0.105    0.656   -0.027    1.387    0.332
   7.35   12.431   12.440   12.440   -0.459    0.049   -1.569   -0.459    0.049   -0.078    0.720   -0.023    1.337    0.362
   7.40   12.368   12.370   12.370   -0.220    0.028   -1.632   -0.220    0.028   -0.046    0.359   -0.006    1.357    0.181
   7.45   12.341   12.341   12.341   -0.064   -0.103   -1.659   -0.064   -0.103    0.171    0.106    0.007    1.384    0.101
   7.50   12.529   12.529   12.533   -0.065   -0.277   -1.471   -0.065   -0.277    0.407    0.096    0.018    1.122    0.209
   7.55   12.586   12.587   12.592   -0.153   -0.360   -1.414   -0.153   -0.360    0.509    0.217    0.055    1.076    0.278
   7.60   12.640   12.642   12.647   -0.238   -0.338   -1.360   -0.238   -0.338    0.459    0.324    0.080    1.010    0.284
   7.65   12.869   12.869   12.878   -0.127   -0.462   -1.131   -0.127   -0.462    0.522    0.144    0.059    0.755    0.272
   7.70   13.072   13.072   13.076   -0.031   -0.286   -0.928   -0.031   -0.286    0.265    0.028    0.009    0.472    0.133
   7.75   12.960   12.961   12.963   -0.115   -0.221   -1.040   -0.115   -0.221    0.229    0.120    0.025    0.572    0.130
   7.80   13.031   13.033   13.034   -0.204   -0.227   -0.969   -0.204   -0.227    0.220    0.197    0.046    0.516    0.149
   7.85   12.871   12.871   12.873   -0.005   -0.242   -1.129   -0.005   -0.242    0.274    0.005    0.001    0.667    0.137
   7.90   12.800   12.800   12.801   -0.035   -0.160   -1.200   -0.035   -0.160    0.193    0.042    0.006    0.734    0.099
   7.95   12.943   12.943   12.943    0.087   -0.028   -1.057    0.087   -0.028    0.030   -0.092   -0.002    0.563    0.048
   8.00   13.008   13.008   13.009   -0.018    0.189   -0.992   -0.018    0.189   -0.188    0.018   -0.003    0.510    0.094
   8.05   13.151   13.151   13.154   -0.040    0.280   -0.849   -0.040    0.280   -0.238    0.034   -0.011    0.401    0.120
   8.10   13.131   13.131   13.135   -0.038    0.326   -0.869   -0.038    0.326   -0.284    0.033   -0.012    0.432    0.143
   8.15   12.952   12.953   12.953   -0.140   -0.021   -1.048   -0.140   -0.021    0.022    0.146    0.003    0.559    0.074
   8.20   13.057   13.058   13.058   -0.109    0.084   -0.943   -0.109    0.084   -0.080    0.103   -0.009    0.454    0.065
   8.25   12.888   12.889   12.889   -0.173   -0.004   -1.112   -0.173   -0.004    0.004    0.192    0.001    0.633    0.096
   8.30   12.919   12.919   12.919    0.029   -0.143   -1.081    0.029   -0.143    0.155   -0.031   -0.004    0.595    0.079
   8.35   12.943   12.943   12.944    0.071   -0.198   -1.057    0.071   -0.198    0.209   -0.075   -0.014    0.581    0.111
   8.40   12.928   12.929   12.930    0.141   -0.162   -1.072    0.141   -0.162    0.174   -0.151   -0.023    0.598    0.116
   8.45   12.894   12.896   12.899    0.250   -0.271   -1.106    0.250   -0.271    0.299   -0.276   -0.068    0.679    0.206
   8.50   12.695   12.697   12.702    0.261   -0.348   -1.305    0.261   -0.348    0.455   -0.341   -0.091    0.947    0.288
   8.55   12.916   12.919   12.928    0.277   -0.471   -1.084    0.277   -0.471    0.510   -0.300   -0.131    0.736    0.303
   8.60   12.912   12.912   12.930   -0.041   -0.670   -1.088   -0.041   -0.670    0.729    0.044    0.027    0.817    0.366
   8.65   12.757   12.757   12.768    0.070   -0.536   -1.243    0.070   -0.536    0.666   -0.086   -0.037    0.918    0.336
   8.70   12.730   12.730   12.744   -0.051   -0.589   -1.270   -0.051   -0.589    0.748    0.065    0.030    0.981    0.376
   8.75   12.864   12.864   12.874    0.053   -0.509   -1.136    0.053   -0.509    0.578   -0.060   -0.027    0.776    0.291
   8.80   12.839   12.839   12.849   -0.036   -0.491   -1.161   -0.036   -0.491    0.570    0.041    0.017    0.795    0.286
   8.85   12.884   12.884   12.887   -0.085   -0.241   -1.116   -0.085   -0.241    0.269    0.095    0.020    0.655    0.143
   8.90   12.872   12.874   12.874   -0.166   -0.111   -1.128   -0.166   -0.111    0.126    0.187    0.018    0.656    0.113
   8.95   13.053   13.054   13.055   -0.184   -0.171   -0.947   -0.184   -0.171    0.162    0.174    0.032    0.480    0.120
   9.00   12.823   12.825   12.826   -0.210    0.115   -1.177   -0.210    0.115   -0.136    0.247   -0.024    0.721    0.142
   9.05   12.838   12.838   12.840    0.065    0.200   -1.162    0.065    0.200   -0.232   -0.075    0.013    0.697    0.122
   9.10   12.782   12.782   12.785   -0.047    0.273   -1.218   -0.047    0.273   -0.333    0.057   -0.013    0.780    0.169
   9.15   12.711   12.712   12.720   -0.131    0.453   -1.289   -0.131    0.453   -0.584    0.169   -0.060    0.941    0.305
   9.20   12.420   12.420   12.430   -0.023    0.510   -1.580   -0.023    0.510   -0.806    0.036   -0.012    1.379    0.403
   9.25   12.435   12.435   12.437    0.035    0.221   -1.565    0.035    0.221   -0.345   -0.055    0.008    1.250    0.175
   9.30   12.751   12.751   12.752   -0.040    0.146   -1.249   -0.040    0.146   -0.182    0.050   -0.006    0.791    0.094
   9.35   12.637   12.637   12.640    0.014    0.291   -1.363    0.014    0.291   -0.396   -0.019    0.004    0.972    0.198
   9.40   12.731   12.731   12.734    0.029    0.276   -1.269    0.029    0.276   -0.350   -0.036    0.008    0.843    0.176
   9.45   12.806   12.806   12.806    0.047   -0.067   -1.194    0.047   -0.067    0.080   -0.056   -0.003    0.717    0.049
   9.50   12.582   12.582   12.582   -0.012   -0.066   -1.418   -0.012   -0.066    0.093    0.017    0.001    1.008    0.047
   9.55   12.546   12.546   12.547    0.018   -0.120   -1.454    0.018   -0.120    0.174   -0.026   -0.002    1.064    0.088
   9.60   12.621   12.621   12.622    0.063    0.140   -1.379    0.063    0.140   -0.193   -0.087    0.009    0.963    0.106
   9.65   12.632   12.637   12.639    0.348    0.232   -1.368    0.348    0.232   -0.317   -0.477    0.081    1.024    0.289
   9.70   12.765   12.772   12.772    0.419   -0.001   -1.235    0.419   -0.001    0.001   -0.517   -0.000    0.850    0.259
   9.75   12.618   12.622   12.626    0.300    0.338   -1.382    0.300    0.338   -0.467   -0.414    0.101    1.056    0.316
   9.80   12.628   12.629   12.637    0.145    0.446   -1.372    0.145    0.446   -0.612   -0.198    0.064    1.051    0.323
   9.85   12.563   12.563   12.566    0.039    0.272   -1.437    0.039    0.272   -0.391   -0.056    0.011    1.070    0.197
   9.90   12.820   12.820   12.821   -0.016    0.072   -1.180   -0.016    0.072   -0.085    0.019   -0.001    0.699    0.044
   9.95   12.952   12.952   12.952    0.084    0.038   -1.048    0.084    0.038   -0.040   -0.088    0.003    0.554    0.048
  10.00   12.911   12.913   12.913   -0.200   -0.053   -1.089   -0.200   -0.053    0.058    0.218    0.011    0.614    0.113
  10.05   12.881   12.886   12.886   -0.350   -0.157   -1.119   -0.350   -0.157    0.175    0.392    0.055    0.700    0.216
  10.10   12.768   12.772   12.772   -0.323   -0.076   -1.232   -0.323   -0.076    0.093    0.397    0.024    0.814    0.204
  10.15   12.628   12.635   12.635   -0.416    0.008   -1.372   -0.416    0.008   -0.011    0.571   -0.003    1.028    0.286
  10.20   12.633   12.633   12.634   -0.143    0.067   -1.367   -0.143    0.067   -0.091    0.196   -0.010    0.947    0.108
  10.25   12.636   12.638   12.638   -0.194    0.098   -1.364   -0.194    0.098   -0.134    0.264   -0.019    0.954    0.148
  10.30   12.886   12.887   12.887   -0.179    0.085   -1.114   -0.179    0.085   -0.094    0.199   -0.015    0.640    0.110
  10.35   12.849   12.849   12.850    0.014    0.182   -1.151    0.014    0.182   -0.209   -0.016    0.003    0.680    0.105
  10.40   12.734   12.736   12.737    0.240    0.139   -1.266    0.240    0.139   -0.175   -0.304    0.033    0.840    0.176
  10.45   12.675   12.679   12.679    0.306    0.090   -1.325    0.306    0.090   -0.119   -0.406    0.028    0.929    0.212
  10.50   12.701   12.703   12.703    0.203    0.119   -1.299    0.203    0.119   -0.155   -0.264    0.024    0.871    0.153
  10.55   12.593   12.594   12.596    0.146    0.248   -1.407    0.146    0.248   -0.350   -0.206    0.036    1.032    0.204
  10.60   12.684   12.687   12.687    0.254    0.107   -1.316    0.254    0.107   -0.141   -0.334    0.027    0.903    0.182
  10.65   12.728   12.730   12.731    0.169    0.157   -1.272    0.169    0.157   -0.200   -0.215    0.027    0.835    0.148
  10.70   12.797   12.798   12.798   -0.078    0.132   -1.203   -0.078    0.132   -0.159    0.093   -0.010    0.735    0.092
  10.75   12.933   12.934   12.941   -0.119    0.438   -1.067   -0.119    0.438   -0.467    0.127   -0.052    0.672    0.243
  10.80   12.658   12.660   12.670   -0.235    0.510   -1.342   -0.235    0.510   -0.685    0.316   -0.120    1.059    0.382
  10.85   12.599   12.600   12.607   -0.168    0.406   -1.401   -0.168    0.406   -0.568    0.235   -0.068    1.077    0.309
  10.90   12.606   12.606   12.616   -0.021    0.502   -1.394   -0.021    0.502   -0.700    0.029   -0.010    1.098    0.350
  10.95   12.611   12.611   12.619    0.067    0.464   -1.389    0.067    0.464   -0.644   -0.093    0.031    1.075    0.326
  11.00   12.675   12.675   12.679    0.139    0.293   -1.325    0.139    0.293   -0.388   -0.184    0.041    0.931    0.216
  11.05   12.588   12.589   12.590    0.167    0.170   -1.412    0.167    0.170   -0.240   -0.236    0.028    1.025    0.169
  11.10   12.681   12.684   12.684    0.256   -0.040   -1.319    0.256   -0.040    0.053   -0.338   -0.010    0.903    0.171
  11.15   12.699   12.700   12.700    0.158    0.056   -1.301    0.158    0.056   -0.073   -0.205    0.009    0.861    0.109
  11.20   12.710   12.711   12.712   -0.146    0.128   -1.290   -0.146    0.128   -0.165    0.188   -0.019    0.851    0.125
  11.25   12.528   12.528   12.530    0.022    0.262   -1.472    0.022    0.262   -0.386   -0.032    0.006    1.119    0.194
