   Time      U       Uh       Ut        V        W        u'       v'       w'      u'w'     u'v'     v'w'     TKE      CTKE
  53.55   14.056   14.093   14.096    1.013   -0.307    0.056    1.013   -0.307   -0.017    0.057   -0.311    0.562    0.159
  53.60   14.251   14.279   14.280    0.892   -0.195    0.251    0.892   -0.195   -0.049    0.224   -0.174    0.448    0.144
  53.65   14.349   14.378   14.385    0.911   -0.443    0.349    0.911   -0.443   -0.155    0.318   -0.404    0.574    0.268
  53.70   14.305   14.326   14.333    0.769   -0.445    0.305    0.769   -0.445   -0.136    0.235   -0.342    0.441    0.218
  53.75   14.274   14.290   14.293    0.678   -0.289    0.274    0.678   -0.289   -0.079    0.186   -0.196    0.309    0.141
  53.80   14.194   14.202   14.207    0.482   -0.364    0.194    0.482   -0.364   -0.071    0.093   -0.175    0.201    0.105
  53.85   14.099   14.105   14.107    0.386   -0.278    0.099    0.386   -0.278   -0.028    0.038   -0.107    0.118    0.059
  53.90   14.013   14.020   14.021    0.428   -0.195    0.013    0.428   -0.195   -0.003    0.006   -0.084    0.111    0.042
  53.95   14.090   14.094   14.096    0.341   -0.245    0.090    0.341   -0.245   -0.022    0.030   -0.083    0.092    0.046
  54.00   14.120   14.126   14.126    0.407   -0.135    0.120    0.407   -0.135   -0.016    0.049   -0.055    0.099    0.038
  54.05   14.236   14.245   14.245    0.502    0.068    0.236    0.502    0.068    0.016    0.118    0.034    0.156    0.062
  54.10   14.269   14.283   14.283    0.611    0.100    0.269    0.611    0.100    0.027    0.165    0.061    0.228    0.089
  54.15   14.268   14.275   14.276    0.460    0.134    0.268    0.460    0.134    0.036    0.123    0.062    0.151    0.071
  54.20   14.418   14.425   14.428    0.448    0.297    0.418    0.448    0.297    0.124    0.187    0.133    0.232    0.131
  54.25   14.263   14.266   14.267    0.304    0.159    0.263    0.304    0.159    0.042    0.080    0.048    0.093    0.051
  54.30   14.216   14.221   14.224    0.363    0.279    0.216    0.363    0.279    0.060    0.079    0.102    0.128    0.071
  54.35   14.172   14.179   14.185    0.450    0.426    0.172    0.450    0.426    0.073    0.077    0.192    0.207    0.110
  54.40   14.400   14.409   14.416    0.514    0.464    0.400    0.514    0.464    0.185    0.206    0.239    0.320    0.183
  54.45   14.492   14.506   14.507    0.651    0.126    0.492    0.651    0.126    0.062    0.320    0.082    0.341    0.168
  54.50   14.622   14.635   14.635    0.623    0.022    0.622    0.623    0.022    0.014    0.388    0.014    0.388    0.194
  54.55   14.625   14.633   14.633    0.479    0.029    0.625    0.479    0.029    0.018    0.299    0.014    0.310    0.150
  54.60   14.667   14.680   14.682    0.636   -0.201    0.667    0.636   -0.201   -0.134    0.424   -0.128    0.445    0.231
  54.65   14.600   14.616   14.616    0.687    0.078    0.600    0.687    0.078    0.047    0.412    0.054    0.419    0.209
  54.70   14.524   14.556   14.557    0.970   -0.121    0.524    0.970   -0.121   -0.063    0.508   -0.117    0.615    0.263
  54.75   14.690   14.715   14.717    0.843   -0.260    0.690    0.843   -0.260   -0.180    0.582   -0.220    0.628    0.324
  54.80   14.836   14.857   14.857    0.786    0.006    0.836    0.786    0.006    0.005    0.657    0.005    0.658    0.328
  54.85   14.699   14.728   14.730    0.934   -0.187    0.699    0.934   -0.187   -0.130    0.653   -0.174    0.698    0.344
  54.90   14.552   14.591   14.592    1.064   -0.175    0.552    1.064   -0.175   -0.096    0.587   -0.186    0.733    0.312
  54.95   14.662   14.732   14.733    1.440   -0.117    0.662    1.440   -0.117   -0.078    0.953   -0.169    1.262    0.485
  55.00   14.676   14.718   14.719    1.118   -0.161    0.676    1.118   -0.161   -0.109    0.755   -0.180    0.866    0.392
  55.05   14.700   14.745   14.745    1.154    0.018    0.700    1.154    0.018    0.013    0.808    0.021    0.911    0.404
  55.10   14.873   14.907   14.907    1.003    0.117    0.873    1.003    0.117    0.102    0.875    0.117    0.890    0.444
  55.15   14.959   14.982   14.982    0.820   -0.120    0.959    0.820   -0.120   -0.116    0.787   -0.099    0.804    0.401
  55.20   14.995   15.007   15.008    0.621   -0.149    0.995    0.621   -0.149   -0.149    0.617   -0.093    0.698    0.321
  55.25   14.953   14.956   14.956    0.337   -0.014    0.953    0.337   -0.014   -0.013    0.321   -0.005    0.511    0.161
  55.30   15.005   15.012   15.012    0.456   -0.056    1.005    0.456   -0.056   -0.056    0.459   -0.026    0.611    0.231
  55.35   15.049   15.054   15.056    0.398    0.229    1.049    0.398    0.229    0.240    0.417    0.091    0.655    0.245
  55.40   15.315   15.325   15.327    0.535    0.254    1.315    0.535    0.254    0.334    0.703    0.136    1.040    0.395
  55.45   15.244   15.248   15.249    0.338    0.200    1.244    0.338    0.200    0.249    0.420    0.068    0.851    0.246
  55.50   15.188   15.188   15.190    0.057    0.185    1.188    0.057    0.185    0.220    0.067    0.010    0.725    0.115
  55.55   15.183   15.184   15.185    0.134    0.128    1.183    0.134    0.128    0.152    0.159    0.017    0.718    0.110
  55.60   15.090   15.093   15.098    0.323    0.383    1.090    0.323    0.383    0.417    0.352    0.124    0.719    0.280
  55.65   14.887   14.890   14.894    0.297    0.370    0.887    0.297    0.370    0.328    0.264    0.110    0.506    0.217
  55.70   15.008   15.010   15.010    0.228    0.139    1.008    0.228    0.139    0.140    0.230    0.032    0.544    0.136
  55.75   14.826   14.829   14.829    0.262    0.153    0.826    0.262    0.153    0.127    0.217    0.040    0.388    0.127
  55.80   14.683   14.690   14.692    0.460    0.214    0.683    0.460    0.214    0.146    0.314    0.098    0.362    0.180
  55.85   14.596   14.603   14.603    0.480    0.038    0.596    0.480    0.038    0.022    0.286    0.018    0.293    0.144
  55.90   14.355   14.361   14.361    0.390    0.018    0.355    0.390    0.018    0.006    0.139    0.007    0.139    0.069
  55.95   14.389   14.392   14.392    0.310   -0.016    0.389    0.310   -0.016   -0.006    0.121   -0.005    0.124    0.060
  56.00   14.555   14.561   14.562    0.436    0.142    0.555    0.436    0.142    0.079    0.242    0.062    0.259    0.131
  56.05   14.410   14.418   14.419    0.490    0.174    0.410    0.490    0.174    0.071    0.201    0.085    0.219    0.115
  56.10   14.606   14.619   14.620    0.616    0.100    0.606    0.616    0.100    0.061    0.373    0.062    0.378    0.192
  56.15   14.645   14.648   14.649    0.306    0.047    0.645    0.306    0.047    0.031    0.198    0.015    0.256    0.100
  56.20   14.667   14.672   14.673    0.394    0.167    0.667    0.394    0.167    0.111    0.263    0.066    0.314    0.147
  56.25   14.360   14.365   14.366    0.391    0.167    0.360    0.391    0.167    0.060    0.141    0.065    0.155    0.083
  56.30   14.442   14.446   14.448    0.359    0.208    0.442    0.359    0.208    0.092    0.159    0.074    0.184    0.099
  56.35   14.407   14.412   14.415    0.392    0.271    0.407    0.392    0.271    0.110    0.159    0.106    0.196    0.110
  56.40   14.455   14.458   14.461    0.295    0.293    0.455    0.295    0.293    0.133    0.134    0.086    0.190    0.104
  56.45   14.514   14.518   14.519    0.311    0.228    0.514    0.311    0.228    0.117    0.160    0.071    0.207    0.105
  56.50   14.545   14.550   14.552    0.389    0.197    0.545    0.389    0.197    0.108    0.212    0.077    0.244    0.125
  56.55   14.617   14.618   14.620    0.221    0.228    0.617    0.221    0.228    0.140    0.137    0.050    0.241    0.101
  56.60   14.866   14.869   14.873    0.258    0.382    0.866    0.258    0.382    0.331    0.224    0.099    0.481    0.206
  56.65   14.866   14.877   14.880    0.583    0.270    0.866    0.583    0.270    0.234    0.504    0.157    0.581    0.289
  56.70   15.016   15.030   15.030    0.640   -0.024    1.016    0.640   -0.024   -0.025    0.650   -0.016    0.721    0.325
  56.75   15.168   15.186   15.187    0.736    0.145    1.168    0.736    0.145    0.170    0.860    0.107    0.963    0.441
  56.80   15.259   15.283   15.284    0.857    0.120    1.259    0.857    0.120    0.151    1.079    0.103    1.167    0.547
  56.85   15.138   15.176   15.180    1.063    0.366    1.138    1.063    0.366    0.417    1.210    0.389    1.280    0.669
  56.90   15.138   15.176   15.176    1.061    0.133    1.138    1.061    0.133    0.151    1.208    0.141    1.220    0.613
  56.95   15.163   15.204   15.206    1.113    0.241    1.163    1.113    0.241    0.280    1.295    0.269    1.325    0.676
  57.00   15.308   15.349   15.351    1.122    0.222    1.308    1.122    0.222    0.291    1.468    0.250    1.510    0.759
  57.05   15.209   15.247   15.247    1.069    0.070    1.209    1.069    0.070    0.084    1.293    0.075    1.305    0.649
  57.10   15.080   15.100   15.101    0.788    0.173    1.080    0.788    0.173    0.187    0.850    0.136    0.908    0.441
  57.15   15.127   15.144   15.145    0.714    0.157    1.127    0.714    0.157    0.177    0.804    0.112    0.902    0.416
  57.20   15.051   15.073   15.074    0.819    0.111    1.051    0.819    0.111    0.116    0.860    0.091    0.893    0.436
  57.25   14.954   14.974   14.974    0.777    0.005    0.954    0.777    0.005    0.005    0.741    0.004    0.756    0.370
  57.30   14.955   14.973   14.975    0.742   -0.245    0.955    0.742   -0.245   -0.234    0.708   -0.182    0.761    0.384
  57.35   15.135   15.149   15.149    0.634   -0.097    1.135    0.634   -0.097   -0.110    0.720   -0.062    0.851    0.366
  57.40   15.248   15.260   15.263    0.615   -0.313    1.248    0.615   -0.313   -0.391    0.767   -0.193    1.017    0.441
  57.45   15.280   15.300   15.306    0.782   -0.434    1.280    0.782   -0.434   -0.555    1.001   -0.339    1.219    0.597
  57.50   15.285   15.305   15.312    0.797   -0.462    1.285    0.797   -0.462   -0.594    1.024   -0.368    1.250    0.620
  57.55   15.143   15.164   15.171    0.799   -0.438    1.143    0.799   -0.438   -0.500    0.914   -0.350    1.069    0.549
  57.60   15.176   15.202   15.203    0.877   -0.232    1.176    0.877   -0.232   -0.272    1.032   -0.203    1.103    0.543
  57.65   15.140   15.155   15.156    0.691   -0.039    1.140    0.691   -0.039   -0.044    0.788   -0.027    0.889    0.395
  57.70   15.071   15.080   15.082    0.533   -0.217    1.071    0.533   -0.217   -0.232    0.571   -0.116    0.739    0.314
  57.75   15.142   15.157   15.159    0.663   -0.228    1.142    0.663   -0.228   -0.261    0.757   -0.151    0.898    0.407
  57.80   15.176   15.188   15.189    0.616   -0.150    1.176    0.616   -0.150   -0.177    0.725   -0.093    0.892    0.376
  57.85   15.125   15.148   15.151    0.827   -0.292    1.125    0.827   -0.292   -0.328    0.930   -0.241    1.017    0.508
  57.90   15.262   15.291   15.292    0.934   -0.153    1.262    0.934   -0.153   -0.193    1.179   -0.142    1.244    0.601
  57.95   15.011   15.050   15.050    1.074    0.023    1.011    1.074    0.023    0.024    1.086    0.025    1.088    0.543
  58.00   14.958   14.979   14.979    0.792    0.011    0.958    0.792    0.011    0.010    0.759    0.009    0.773    0.379
  58.05   15.062   15.071   15.071    0.526   -0.082    1.062    0.526   -0.082   -0.087    0.559   -0.043    0.705    0.284
  58.10   14.955   14.965   14.965    0.559    0.031    0.955    0.559    0.031    0.029    0.533    0.017    0.612    0.267
  58.15   14.923   14.929   14.930    0.406   -0.195    0.923    0.406   -0.195   -0.180    0.375   -0.079    0.528    0.212
  58.20   15.004   15.010   15.011    0.417   -0.207    1.004    0.417   -0.207   -0.208    0.419   -0.086    0.612    0.238
  58.25   15.039   15.048   15.049    0.516   -0.181    1.039    0.516   -0.181   -0.188    0.536   -0.094    0.690    0.288
  58.30   14.896   14.899   14.900    0.334   -0.145    0.896    0.334   -0.145   -0.130    0.299   -0.048    0.467    0.165
  58.35   14.828   14.829   14.830    0.100   -0.173    0.828    0.100   -0.173   -0.143    0.083   -0.017    0.363    0.083
  58.40   14.800   14.800   14.801    0.074   -0.130    0.800    0.074   -0.130   -0.104    0.060   -0.010    0.331    0.060
  58.45   14.884   14.885   14.887    0.165   -0.210    0.884    0.165   -0.210   -0.185    0.146   -0.035    0.426    0.119
  58.50   14.802   14.803   14.805    0.082   -0.283    0.802    0.082   -0.283   -0.227    0.066   -0.023    0.365    0.119
  58.55   14.845   14.849   14.852    0.327   -0.280    0.845    0.327   -0.280   -0.237    0.277   -0.092    0.450    0.188
  58.60   14.804   14.810   14.819    0.429   -0.499    0.804    0.429   -0.499   -0.401    0.345   -0.214    0.540    0.285
  58.65   14.707   14.715   14.725    0.494   -0.522    0.707    0.494   -0.522   -0.369    0.349   -0.258    0.508    0.285
  58.70   14.614   14.623   14.636    0.499   -0.627    0.614    0.499   -0.627   -0.385    0.306   -0.313    0.510    0.292
  58.75   14.629   14.637   14.643    0.455   -0.448    0.629    0.455   -0.448   -0.282    0.286   -0.204    0.402    0.225
  58.80   14.690   14.697   14.701    0.451   -0.351    0.690    0.451   -0.351   -0.242    0.311   -0.158    0.401    0.212
  58.85   14.891   14.895   14.897    0.333   -0.232    0.891    0.333   -0.232   -0.206    0.297   -0.077    0.479    0.185
  58.90   14.770   14.770   14.771    0.075   -0.222    0.770    0.075   -0.222   -0.170    0.058   -0.017    0.323    0.090
  58.95   14.911   14.911   14.911    0.009   -0.122    0.911    0.009   -0.122   -0.111    0.008   -0.001    0.422    0.056
  59.00   14.600   14.600   14.601    0.119   -0.162    0.600    0.119   -0.162   -0.097    0.071   -0.019    0.200    0.061
  59.05   14.542   14.542   14.543   -0.082    0.111    0.542   -0.082    0.111    0.060   -0.045   -0.009    0.157    0.038
  59.10   14.772   14.773   14.774    0.219    0.101    0.772    0.219    0.101    0.078    0.169    0.022    0.327    0.094
  59.15   14.672   14.673   14.673    0.127    0.024    0.672    0.127    0.024    0.016    0.086    0.003    0.234    0.044
  59.20   14.723   14.724   14.726    0.178   -0.248    0.723    0.178   -0.248   -0.179    0.129   -0.044    0.308    0.113
  59.25   14.847   14.849   14.851    0.243   -0.256    0.847    0.243   -0.256   -0.217    0.206   -0.062    0.421    0.153
  59.30   14.642   14.644   14.646    0.219   -0.251    0.642    0.219   -0.251   -0.161    0.141   -0.055    0.262    0.111
  59.35   14.587   14.587   14.592    0.007   -0.395    0.587    0.007   -0.395   -0.232    0.004   -0.003    0.250    0.116
  59.40   14.470   14.472   14.492    0.267   -0.750    0.470    0.267   -0.750   -0.352    0.126   -0.200    0.427    0.212
  59.45   14.368   14.368   14.390    0.128   -0.794    0.368    0.128   -0.794   -0.292    0.047   -0.102    0.391    0.156
  59.50   14.600   14.601   14.619    0.227   -0.715    0.600    0.227   -0.715   -0.429    0.136   -0.162    0.461    0.239
  59.55   14.708   14.709   14.730    0.203   -0.783    0.708    0.203   -0.783   -0.554    0.144   -0.159    0.578    0.297
  59.60   14.572   14.574   14.593    0.187   -0.748    0.572    0.187   -0.748   -0.428    0.107   -0.140    0.461    0.231
  59.65   14.740   14.741   14.750    0.150   -0.524    0.740    0.150   -0.524   -0.388    0.111   -0.079    0.423    0.206
  59.70   14.712   14.712   14.723    0.093   -0.560    0.712    0.093   -0.560   -0.399    0.066   -0.052    0.415    0.204
  59.75   14.613   14.615   14.628    0.236   -0.615    0.613    0.236   -0.615   -0.377    0.145   -0.145    0.405    0.215
  59.80   14.727   14.729   14.753    0.252   -0.832    0.727    0.252   -0.832   -0.605    0.184   -0.210    0.642    0.333
  59.85   14.850   14.855   14.887    0.383   -0.971    0.850    0.383   -0.971   -0.825    0.326   -0.372    0.906    0.481
  59.90   14.759   14.765   14.791    0.416   -0.873    0.759    0.416   -0.873   -0.663    0.316   -0.363    0.756    0.410
  59.95   14.619   14.623   14.642    0.363   -0.743    0.619    0.363   -0.743   -0.459    0.225   -0.270    0.533    0.289
  60.00   14.596   14.598   14.608    0.279   -0.544    0.596    0.279   -0.544   -0.324    0.166   -0.152    0.364    0.197
  60.05   14.490   14.494   14.506    0.341   -0.587    0.490    0.341   -0.587   -0.288    0.167   -0.200    0.350    0.194
  60.10   14.649   14.651   14.661    0.250   -0.545    0.649    0.250   -0.545   -0.354    0.162   -0.136    0.390    0.206
  60.15   14.656   14.656   14.668    0.003   -0.590    0.656    0.003   -0.590   -0.387    0.002   -0.002    0.389    0.194
  60.20   14.767   14.767   14.771   -0.083   -0.318    0.767   -0.083   -0.318   -0.244   -0.064    0.026    0.348    0.127
  60.25   14.757   14.760   14.762   -0.321   -0.219    0.757   -0.321   -0.219   -0.165   -0.243    0.070    0.362    0.151
  60.30   15.083   15.088   15.092   -0.384   -0.351    1.084   -0.384   -0.351   -0.380   -0.416    0.135    0.722    0.290
  60.35   15.220   15.229   15.229   -0.521   -0.128    1.220   -0.521   -0.128   -0.156   -0.636    0.067    0.888    0.329
  60.40   15.228   15.239   15.239   -0.600    0.006    1.228   -0.600    0.006    0.008   -0.736   -0.004    0.933    0.368
  60.45   15.169   15.186   15.186   -0.723   -0.023    1.169   -0.723   -0.023   -0.027   -0.845    0.017    0.945    0.423
  60.50   15.202   15.208   15.208   -0.447   -0.029    1.202   -0.447   -0.029   -0.035   -0.537    0.013    0.822    0.269
  60.55   14.979   14.981   14.981   -0.218   -0.139    0.979   -0.218   -0.139   -0.136   -0.213    0.030    0.513    0.127
  60.60   15.132   15.134   15.134   -0.208   -0.105    1.132   -0.208   -0.105   -0.119   -0.236    0.022    0.668    0.133
  60.65   15.049   15.052   15.052   -0.274   -0.034    1.049   -0.274   -0.034   -0.036   -0.288    0.009    0.588    0.145
  60.70   14.969   14.970   14.971   -0.193   -0.055    0.969   -0.193   -0.055   -0.053   -0.187    0.011    0.490    0.097
  60.75   15.105   15.108   15.108   -0.329   -0.036    1.105   -0.329   -0.036   -0.040   -0.364    0.012    0.665    0.183
  60.80   14.961   14.971   14.973   -0.543   -0.274    0.961   -0.543   -0.274   -0.263   -0.522    0.149    0.647    0.302
  60.85   15.004   15.008   15.008   -0.306   -0.163    1.004   -0.306   -0.163   -0.163   -0.307    0.050    0.564    0.176
  60.90   15.083   15.084   15.084   -0.153   -0.126    1.083   -0.153   -0.126   -0.136   -0.165    0.019    0.606    0.108
  60.95   15.022   15.022   15.022    0.099   -0.065    1.022    0.099   -0.065   -0.067    0.101   -0.006    0.529    0.061
  61.00   14.913   14.913   14.913   -0.024   -0.035    0.913   -0.024   -0.035   -0.032   -0.022    0.001    0.418    0.019
  61.05   14.891   14.891   14.892    0.045   -0.088    0.891    0.045   -0.088   -0.078    0.040   -0.004    0.402    0.044
  61.10   15.089   15.089   15.089    0.096   -0.004    1.089    0.096   -0.004   -0.005    0.104   -0.000    0.598    0.052
  61.15   14.788   14.788   14.788    0.048    0.067    0.788    0.048    0.067    0.053    0.038    0.003    0.314    0.033
  61.20   14.806   14.806   14.806    0.098    0.093    0.806    0.098    0.093    0.075    0.079    0.009    0.334    0.055
  61.25   14.916   14.916   14.916   -0.064   -0.087    0.916   -0.064   -0.087   -0.080   -0.059    0.006    0.425    0.050
  61.30   14.944   14.944   14.944   -0.100   -0.029    0.944   -0.100   -0.029   -0.028   -0.095    0.003    0.451    0.049
  61.35   15.030   15.030   15.033   -0.023    0.302    1.030   -0.023    0.302    0.311   -0.024   -0.007    0.577    0.156
  61.40   14.982   14.984   14.990    0.226    0.428    0.982    0.226    0.428    0.420    0.222    0.097    0.599    0.242
  61.45   15.071   15.079   15.082    0.501    0.313    1.071    0.501    0.313    0.335    0.537    0.157    0.748    0.326
  61.50   14.988   14.990   14.991    0.270    0.159    0.988    0.270    0.159    0.157    0.266    0.043    0.537    0.156
  61.55   14.969   14.971   14.972    0.250    0.128    0.969    0.250    0.128    0.124    0.242    0.032    0.509    0.137
  61.60   14.970   14.971   14.971    0.185    0.016    0.970    0.185    0.016    0.016    0.179    0.003    0.487    0.090
  61.65   14.829   14.829   14.829    0.003   -0.052    0.829    0.003   -0.052   -0.044    0.002   -0.000    0.345    0.022
  61.70   14.728   14.728   14.731    0.082   -0.293    0.728    0.082   -0.293   -0.213    0.060   -0.024    0.311    0.111
  61.75   14.671   14.671   14.671    0.021   -0.110    0.671    0.021   -0.110   -0.074    0.014   -0.002    0.231    0.038
  61.80   14.908   14.908   14.909    0.070   -0.124    0.908    0.070   -0.124   -0.113    0.064   -0.009    0.422    0.065
  61.85   14.995   14.995   14.995    0.057   -0.027    0.995    0.057   -0.027   -0.027    0.057   -0.002    0.497    0.031
  61.90   14.947   14.947   14.950    0.130   -0.292    0.947    0.130   -0.292   -0.276    0.123   -0.038    0.499    0.152
  61.95   14.958   14.960   14.969    0.250   -0.505    0.958    0.250   -0.505   -0.484    0.240   -0.126    0.618    0.277
  62.00   15.022   15.028   15.033    0.433   -0.402    1.022    0.433   -0.402   -0.410    0.442   -0.174    0.696    0.314
  62.05   15.090   15.100   15.112    0.559   -0.583    1.090    0.559   -0.583   -0.636    0.609   -0.326    0.920    0.469
  62.10   15.235   15.242   15.251    0.455   -0.512    1.235    0.455   -0.512   -0.633    0.561   -0.233    0.997    0.439
  62.15   15.363   15.365   15.378    0.287   -0.620    1.363    0.287   -0.620   -0.844    0.391   -0.178    1.162    0.474
  62.20   15.454   15.454   15.467   -0.004   -0.633    1.454   -0.004   -0.633   -0.920   -0.006    0.003    1.257    0.460
  62.25   15.180   15.180   15.190    0.037   -0.532    1.180    0.037   -0.532   -0.628    0.044   -0.020    0.839    0.315
  62.30   15.226   15.226   15.233   -0.008   -0.476    1.226   -0.008   -0.476   -0.583   -0.010    0.004    0.864    0.292
  62.35   15.099   15.101   15.104    0.255   -0.293    1.099    0.255   -0.293   -0.322    0.280   -0.075    0.679    0.217
  62.40   14.850   14.850   14.853    0.034   -0.313    0.850    0.034   -0.313   -0.266    0.029   -0.011    0.411    0.134
  62.45   14.780   14.780   14.786    0.009   -0.412    0.780    0.009   -0.412   -0.321    0.007   -0.004    0.389    0.161
  62.50   14.784   14.785   14.796    0.051   -0.579    0.784    0.051   -0.579   -0.454    0.040   -0.029    0.477    0.228
  62.55   14.676   14.676   14.686    0.044   -0.537    0.676    0.044   -0.537   -0.363    0.030   -0.024    0.374    0.183
  62.60   14.715   14.715   14.733    0.117   -0.726    0.715    0.117   -0.726   -0.519    0.084   -0.085    0.526    0.266
  62.65   14.628   14.631   14.649    0.325   -0.712    0.628    0.325   -0.712   -0.447    0.204   -0.232    0.503    0.272
  62.70   14.490   14.492   14.505    0.216   -0.633    0.490    0.216   -0.633   -0.310    0.106   -0.137    0.344    0.177
  62.75   14.599   14.599   14.605    0.133   -0.403    0.599    0.133   -0.403   -0.241    0.079   -0.054    0.269    0.130
  62.80   14.460   14.461   14.464    0.135   -0.305    0.460    0.135   -0.305   -0.140    0.062   -0.041    0.161    0.079
  62.85   14.647   14.649   14.653    0.219   -0.330    0.647    0.219   -0.330   -0.214    0.142   -0.072    0.288    0.133
  62.90   14.807   14.807   14.810    0.118   -0.316    0.807    0.118   -0.316   -0.255    0.095   -0.037    0.382    0.137
  62.95   14.735   14.735   14.739   -0.094   -0.360    0.735   -0.094   -0.360   -0.264   -0.069    0.034    0.339    0.138
  63.00   14.868   14.871   14.873   -0.285   -0.219    0.868   -0.285   -0.219   -0.191   -0.248    0.063    0.442    0.159
  63.05   14.849   14.852   14.853   -0.289   -0.118    0.849   -0.289   -0.118   -0.100   -0.245    0.034    0.409    0.133
  63.10   14.960   14.960   14.961    0.069   -0.162    0.960    0.069   -0.162   -0.156    0.066   -0.011    0.476    0.085
  63.15   14.816   14.816   14.817   -0.073   -0.146    0.816   -0.073   -0.146   -0.119   -0.060    0.011    0.346    0.067
  63.20   14.897   14.897   14.898    0.053   -0.059    0.897    0.053   -0.059   -0.053    0.048   -0.003    0.406    0.036
  63.25   14.737   14.738   14.739    0.181    0.182    0.737    0.181    0.182    0.134    0.134    0.033    0.304    0.096
  63.30   14.717   14.719   14.719    0.186    0.148    0.717    0.186    0.148    0.106    0.134    0.028    0.286    0.086
  63.35   14.972   14.974   14.975    0.242   -0.158    0.972    0.242   -0.158   -0.153    0.235   -0.038    0.514    0.142
  63.40   15.086   15.086   15.087    0.088   -0.152    1.086    0.088   -0.152   -0.165    0.096   -0.013    0.605    0.096
  63.45   15.203   15.204   15.204    0.155   -0.049    1.203    0.155   -0.049   -0.059    0.187   -0.008    0.737    0.098
  63.50   15.057   15.058   15.058    0.042   -0.122    1.057    0.042   -0.122   -0.129    0.044   -0.005    0.567    0.068
  63.55   15.070   15.071   15.072   -0.085   -0.212    1.070   -0.085   -0.212   -0.227   -0.091    0.018    0.599    0.123
  63.60   15.093   15.093   15.094   -0.041   -0.196    1.093   -0.041   -0.196   -0.214   -0.045    0.008    0.618    0.109
  63.65   15.133   15.133   15.133   -0.080   -0.129    1.133   -0.080   -0.129   -0.146   -0.091    0.010    0.653    0.086
  63.70   15.172   15.172   15.172   -0.011   -0.086    1.172   -0.011   -0.086   -0.101   -0.013    0.001    0.690    0.051
  63.75   15.253   15.253   15.254   -0.076   -0.063    1.253   -0.076   -0.063   -0.079   -0.096    0.005    0.790    0.062
  63.80   15.398   15.403   15.405   -0.364   -0.276    1.398   -0.364   -0.276   -0.386   -0.508    0.100    1.082    0.323
  63.85   15.344   15.347   15.347   -0.263    0.066    1.344   -0.263    0.066    0.088   -0.354   -0.017    0.940    0.182
  63.90   15.077   15.080   15.080   -0.278   -0.046    1.077   -0.278   -0.046   -0.050   -0.299    0.013    0.620    0.152
  63.95   15.151   15.153   15.153   -0.210    0.103    1.151   -0.210    0.103    0.118   -0.241   -0.022    0.690    0.135
  64.00   15.118   15.118   15.120   -0.124   -0.208    1.118   -0.124   -0.208   -0.232   -0.138    0.026    0.654    0.136
  64.05   15.294   15.294   15.295    0.025   -0.177    1.294    0.025   -0.177   -0.229    0.033   -0.004    0.854    0.116
  64.10   15.128   15.128   15.130   -0.047   -0.214    1.128   -0.047   -0.214   -0.242   -0.053    0.010    0.660    0.124
  64.15   15.077   15.078   15.080    0.148   -0.232    1.077    0.148   -0.232   -0.250    0.159   -0.034    0.618    0.149
  64.20   15.153   15.153   15.158    0.001   -0.369    1.153    0.001   -0.369   -0.426    0.001   -0.000    0.733    0.213
  64.25   15.177   15.178   15.181   -0.135   -0.298    1.177   -0.135   -0.298   -0.351   -0.159    0.040    0.746    0.194
  64.30   15.193   15.194   15.201   -0.197   -0.461    1.193   -0.197   -0.461   -0.550   -0.235    0.091    0.837    0.302
  64.35   15.271   15.274   15.287   -0.288   -0.646    1.271   -0.288   -0.646   -0.821   -0.365    0.186    1.058    0.459
  64.40   15.223   15.224   15.229   -0.200   -0.393    1.223   -0.200   -0.393   -0.481   -0.245    0.079    0.845    0.273
  64.45   15.116   15.117   15.117   -0.169   -0.126    1.116   -0.169   -0.126   -0.141   -0.189    0.021    0.645    0.118
  64.50   15.236   15.236   15.238   -0.089   -0.211    1.236   -0.089   -0.211   -0.261   -0.110    0.019    0.790    0.142
  64.55   15.006   15.006   15.009   -0.023   -0.315    1.006   -0.023   -0.315   -0.317   -0.023    0.007    0.556    0.159
  64.60   15.013   15.013   15.019   -0.050   -0.432    1.013   -0.050   -0.432   -0.437   -0.051    0.022    0.607    0.220
  64.65   14.772   14.773   14.786   -0.222   -0.623    0.772   -0.222   -0.623   -0.481   -0.171    0.138    0.517    0.264
  64.70   14.688   14.689   14.699   -0.153   -0.540    0.688   -0.153   -0.540   -0.372   -0.105    0.083    0.394    0.198
  64.75   14.741   14.742   14.744   -0.102   -0.227    0.741   -0.102   -0.227   -0.168   -0.076    0.023    0.306    0.093
  64.80   14.695   14.695   14.696   -0.076   -0.182    0.695   -0.076   -0.182   -0.126   -0.053    0.014    0.261    0.069
  64.85   14.661   14.662   14.670    0.132   -0.489    0.661    0.132   -0.489   -0.323    0.087   -0.065    0.347    0.171
  64.90   14.667   14.667   14.681    0.051   -0.638    0.667    0.051   -0.638   -0.426    0.034   -0.033    0.427    0.214
  64.95   14.439   14.439   14.450    0.009   -0.562    0.439    0.009   -0.562   -0.247    0.004   -0.005    0.254    0.123
  65.00   14.569   14.569   14.572    0.057   -0.307    0.569    0.057   -0.307   -0.175    0.032   -0.017    0.211    0.089
  65.05   14.615   14.617   14.618    0.236   -0.168    0.615    0.236   -0.168   -0.104    0.145   -0.040    0.231    0.091
