   Time      U       Uh       Ut        V        W        u'       v'       w'      u'w'     u'v'     v'w'     TKE      CTKE
   2.65   21.108   21.127   21.143   -0.908    0.810   -0.892   -0.908    0.810   -0.723    0.810   -0.735    1.138    0.655
   2.70   21.452   21.473   21.480   -0.938    0.565   -0.548   -0.938    0.565   -0.310    0.514   -0.530    0.750    0.400
   2.75   21.488   21.525   21.525   -1.264   -0.100   -0.512   -1.264   -0.100    0.051    0.647    0.126    0.935    0.331
   2.80   21.599   21.613   21.616   -0.786    0.351   -0.401   -0.786    0.351   -0.141    0.315   -0.276    0.451    0.221
   2.85   21.488   21.500   21.501   -0.701    0.264   -0.512   -0.701    0.264   -0.135    0.359   -0.185    0.411    0.213
   2.90   21.271   21.278   21.283   -0.547    0.482   -0.729   -0.547    0.482   -0.352    0.399   -0.264    0.532    0.297
   2.95   21.509   21.516   21.518   -0.556    0.283   -0.491   -0.556    0.283   -0.139    0.273   -0.157    0.315    0.172
   3.00   21.392   21.411   21.411   -0.908    0.109   -0.608   -0.908    0.109   -0.067    0.552   -0.099    0.603    0.283
   3.05   21.091   21.115   21.120   -0.996    0.458   -0.909   -0.996    0.458   -0.416    0.905   -0.456    1.014    0.548
   3.10   20.862   20.894   20.904   -1.159    0.654   -1.138   -1.159    0.654   -0.744    1.319   -0.758    1.533    0.847
   3.15   20.616   20.635   20.659   -0.901    0.996   -1.384   -0.901    0.996   -1.379    1.247   -0.897    1.860    1.032
   3.20   20.533   20.552   20.560   -0.902    0.569   -1.467   -0.902    0.569   -0.836    1.324   -0.514    1.646    0.824
   3.25   20.916   20.935   20.935   -0.899    0.023   -1.084   -0.899    0.023   -0.025    0.975   -0.021    0.992    0.488
   3.30   20.987   21.009   21.011   -0.952    0.312   -1.013   -0.952    0.312   -0.316    0.964   -0.297    1.015    0.529
   3.35   20.995   21.003   21.009   -0.566    0.510   -1.005   -0.566    0.510   -0.513    0.569   -0.289    0.795    0.409
   3.40   20.929   20.937   20.941   -0.586    0.380   -1.071   -0.586    0.380   -0.407    0.627   -0.222    0.817    0.390
   3.45   21.140   21.145   21.159   -0.476    0.759   -0.860   -0.476    0.759   -0.653    0.409   -0.361    0.771    0.426
   3.50   20.994   20.996   21.004   -0.293    0.569   -1.006   -0.293    0.569   -0.573    0.295   -0.167    0.711    0.333
   3.55   20.593   20.602   20.617   -0.610    0.786   -1.407   -0.610    0.786   -1.106    0.858   -0.480    1.485    0.740
   3.60   20.687   20.696   20.721   -0.598    1.010   -1.313   -0.598    1.010   -1.325    0.785   -0.604    1.550    0.827
   3.65   20.808   20.815   20.834   -0.541    0.903   -1.192   -0.541    0.903   -1.076    0.644   -0.488    1.264    0.673
   3.70   20.817   20.837   20.868   -0.906    1.148   -1.183   -0.906    1.148   -1.358    1.072   -1.040    1.769    1.009
   3.75   20.853   20.883   20.934   -1.119    1.459   -1.147   -1.119    1.459   -1.673    1.283   -1.632    2.347    1.333
   3.80   20.975   20.997   21.017   -0.967    0.909   -1.025   -0.967    0.909   -0.932    0.992   -0.879    1.406    0.810
   3.85   20.776   20.799   20.819   -0.986    0.912   -1.224   -0.986    0.912   -1.117    1.207   -0.899    1.651    0.937
   3.90   20.972   20.999   21.013   -1.061    0.791   -1.028   -1.061    0.791   -0.813    1.091   -0.839    1.404    0.799
   3.95   21.005   21.031   21.053   -1.031    0.961   -0.995   -1.031    0.961   -0.956    1.025   -0.991    1.488    0.858
   4.00   21.025   21.037   21.051   -0.710    0.761   -0.975   -0.710    0.761   -0.742    0.692   -0.540    1.017    0.575
   4.05   20.824   20.830   20.855   -0.483    1.026   -1.176   -0.483    1.026   -1.207    0.568   -0.496    1.334    0.711
   4.10   20.665   20.665   20.681    0.003    0.815   -1.335    0.003    0.815   -1.088   -0.004    0.003    1.223    0.544
   4.15   21.044   21.045   21.062   -0.099    0.843   -0.956   -0.099    0.843   -0.806    0.095   -0.083    0.817    0.408
   4.20   21.317   21.318   21.324   -0.164    0.512   -0.683   -0.164    0.512   -0.349    0.112   -0.084    0.377    0.188
   4.25   21.217   21.219   21.229    0.263    0.647   -0.783    0.263    0.647   -0.506   -0.206    0.170    0.550    0.286
   4.30   21.370   21.371   21.377    0.283    0.500   -0.630    0.283    0.500   -0.316   -0.178    0.142    0.364    0.195
   4.35   21.541   21.542   21.550   -0.224    0.583   -0.459   -0.224    0.583   -0.268    0.103   -0.130    0.300    0.158
   4.40   21.569   21.571   21.573   -0.262    0.343   -0.431   -0.262    0.343   -0.148    0.113   -0.090    0.186    0.103
   4.45   21.642   21.644   21.648   -0.291    0.423   -0.358   -0.291    0.423   -0.151    0.104   -0.123    0.196    0.111
   4.50   21.417   21.424   21.431   -0.536    0.547   -0.583   -0.536    0.547   -0.319    0.313   -0.294    0.463    0.267
   4.55   21.532   21.551   21.556   -0.900    0.446   -0.468   -0.900    0.446   -0.209    0.421   -0.402    0.614    0.309
   4.60   21.435   21.482   21.502   -1.431    0.909   -0.565   -1.431    0.909   -0.514    0.809   -1.302    1.598    0.808
   4.65   21.242   21.280   21.285   -1.265    0.493   -0.758   -1.265    0.493   -0.374    0.959   -0.624    1.209    0.602
   4.70   21.566   21.575   21.579   -0.625    0.419   -0.434   -0.625    0.419   -0.182    0.271   -0.262    0.377    0.209
   4.75   21.669   21.679   21.680   -0.669    0.181   -0.331   -0.669    0.181   -0.060    0.221   -0.121    0.295    0.130
   4.80   21.331   21.348   21.355   -0.855    0.549   -0.669   -0.855    0.549   -0.368    0.573   -0.470    0.741    0.413
   4.85   21.167   21.196   21.210   -1.102    0.776   -0.833   -1.102    0.776   -0.646    0.918   -0.855    1.255    0.705
   4.90   21.271   21.289   21.292   -0.877    0.343   -0.729   -0.877    0.343   -0.250    0.639   -0.301    0.709    0.375
   4.95   21.303   21.317   21.331   -0.756    0.780   -0.697   -0.756    0.780   -0.543    0.527   -0.590    0.833    0.480
   5.00   20.959   20.978   20.986   -0.888    0.574   -1.041   -0.888    0.574   -0.597    0.924   -0.510    1.101    0.606
   5.05   21.435   21.462   21.465   -1.068    0.392   -0.565   -1.068    0.392   -0.222    0.603   -0.419    0.807    0.383
   5.10   21.182   21.233   21.243   -1.473    0.668   -0.818   -1.473    0.668   -0.547    1.205   -0.984    1.642    0.824
   5.15   20.762   20.803   20.809   -1.314    0.482   -1.238   -1.314    0.482   -0.596    1.627   -0.633    1.746    0.923
   5.20   21.037   21.050   21.058   -0.746    0.585   -0.963   -0.746    0.585   -0.563    0.718   -0.436    0.913    0.506
   5.25   21.129   21.139   21.166   -0.636    1.074   -0.871   -0.636    1.074   -0.936    0.554   -0.683    1.158    0.642
   5.30   21.292   21.306   21.350   -0.780    1.368   -0.708   -0.780    1.368   -0.969    0.552   -1.067    1.491    0.772
   5.35   21.018   21.025   21.062   -0.521    1.249   -0.982   -0.521    1.249   -1.226    0.511   -0.651    1.397    0.740
   5.40   21.172   21.186   21.212   -0.758    1.057   -0.828   -0.758    1.057   -0.876    0.627   -0.801    1.189    0.671
   5.45   21.036   21.038   21.066   -0.304    1.089   -0.964   -0.304    1.089   -1.050    0.293   -0.331    1.104    0.570
   5.50   20.926   20.939   20.974   -0.729    1.203   -1.074   -0.729    1.203   -1.291    0.783   -0.877    1.565    0.873
   5.55   21.067   21.084   21.106   -0.834    0.967   -0.933   -0.834    0.967   -0.902    0.778   -0.807    1.251    0.719
   5.60   21.282   21.287   21.307   -0.420    0.926   -0.718   -0.420    0.926   -0.664    0.302   -0.389    0.774    0.413
   5.65   21.157   21.162   21.184   -0.490    0.961   -0.843   -0.490    0.961   -0.811    0.414   -0.471    0.938    0.513
   5.70   21.012   21.021   21.047   -0.619    1.039   -0.988   -0.619    1.039   -1.026    0.611   -0.643    1.219    0.678
   5.75   20.864   20.871   20.890   -0.536    0.903   -1.136   -0.536    0.903   -1.026    0.610   -0.484    1.197    0.644
   5.80   21.052   21.057   21.071   -0.448    0.763   -0.948   -0.448    0.763   -0.724    0.425   -0.342    0.841    0.453
   5.85   20.736   20.740   20.755   -0.382    0.800   -1.264   -0.382    0.800   -1.010    0.482   -0.305    1.191    0.580
   5.90   20.410   20.410   20.420   -0.090    0.655   -1.590   -0.090    0.655   -1.042    0.144   -0.059    1.483    0.527
   5.95   20.215   20.215   20.224   -0.128    0.597   -1.785   -0.128    0.597   -1.066    0.229   -0.077    1.780    0.547
   6.00   20.473   20.475   20.486   -0.249    0.685   -1.527   -0.249    0.685   -1.046    0.380   -0.171    1.431    0.563
   6.05   20.607   20.609   20.613   -0.301    0.399   -1.393   -0.301    0.399   -0.556    0.420   -0.120    1.096    0.354
   6.10   19.991   19.991   19.996    0.075    0.444   -2.009    0.075    0.444   -0.892   -0.150    0.033    2.120    0.452
   6.15   19.782   19.784   19.797    0.337    0.704   -2.218    0.337    0.704   -1.561   -0.747    0.237    2.765    0.873
   6.20   19.964   19.970   19.984    0.506    0.747   -2.036    0.506    0.747   -1.522   -1.030    0.378    2.480    0.938
   6.25   20.244   20.248   20.261    0.403    0.727   -1.756    0.403    0.727   -1.276   -0.707    0.293    1.887    0.744
   6.30   20.515   20.515   20.533    0.041    0.859   -1.485    0.041    0.859   -1.275   -0.060    0.035    1.471    0.638
   6.35   20.739   20.740   20.753   -0.214    0.728   -1.261   -0.214    0.728   -0.918    0.269   -0.156    1.083    0.485
   6.40   20.864   20.864   20.864   -0.171    0.084   -1.136   -0.171    0.084   -0.095    0.195   -0.014    0.664    0.109
   6.45   20.924   20.924   20.927   -0.099    0.373   -1.076   -0.099    0.373   -0.401    0.107   -0.037    0.653    0.208
   6.50   20.795   20.795   20.798    0.002    0.343   -1.205    0.002    0.343   -0.414   -0.003    0.001    0.785    0.207
   6.55   20.849   20.850   20.851   -0.261    0.207   -1.151   -0.261    0.207   -0.238    0.301   -0.054    0.718    0.194
   6.60   20.578   20.581   20.585   -0.362    0.426   -1.422   -0.362    0.426   -0.606    0.515   -0.154    1.167    0.405
   6.65   20.531   20.531   20.542   -0.165    0.661   -1.469   -0.165    0.661   -0.971    0.243   -0.109    1.311    0.503
   6.70   20.440   20.440   20.443   -0.019    0.327   -1.560   -0.019    0.327   -0.510    0.030   -0.006    1.270    0.256
   6.75   20.016   20.017   20.018   -0.221    0.178   -1.984   -0.221    0.178   -0.354    0.439   -0.039    2.009    0.283
   6.80   19.837   19.843   19.849   -0.460    0.484   -2.163   -0.460    0.484   -1.047    0.996   -0.223    2.562    0.731
   6.85   19.594   19.594   19.599   -0.029    0.446   -2.406   -0.029    0.446   -1.072    0.071   -0.013    2.994    0.537
   6.90   19.546   19.546   19.549   -0.069    0.326   -2.454   -0.069    0.326   -0.800    0.170   -0.023    3.066    0.409
   6.95   19.860   19.864   19.867   -0.403    0.332   -2.140   -0.403    0.332   -0.711    0.862   -0.134    2.426    0.563
   7.00   19.832   19.834   19.835   -0.284    0.239   -2.168   -0.284    0.239   -0.518    0.615   -0.068    2.419    0.403
   7.05   19.846   19.851   19.857   -0.449    0.485   -2.154   -0.449    0.485   -1.046    0.967   -0.218    2.538    0.720
   7.10   19.775   19.796   19.799   -0.895    0.366   -2.225   -0.895    0.366   -0.814    1.991   -0.327    2.942    1.088
   7.15   19.567   19.580   19.581   -0.732    0.200   -2.433   -0.732    0.200   -0.487    1.782   -0.147    3.249    0.927
   7.20   19.189   19.212   19.213   -0.930    0.180   -2.811   -0.930    0.180   -0.505    2.613   -0.167    4.398    1.333
   7.25   19.103   19.126   19.126   -0.939   -0.015   -2.897   -0.939   -0.015    0.043    2.719    0.014    4.637    1.360
   7.30   19.490   19.502   19.502   -0.681    0.053   -2.510   -0.681    0.053   -0.133    1.709   -0.036    3.384    0.857
   7.35   19.564   19.579   19.579   -0.778    0.031   -2.436   -0.778    0.031   -0.075    1.895   -0.024    3.271    0.948
   7.40   19.441   19.444   19.444   -0.344   -0.001   -2.559   -0.344   -0.001    0.002    0.880    0.000    3.334    0.440
   7.45   19.384   19.384   19.385   -0.061   -0.230   -2.616   -0.061   -0.230    0.602    0.159    0.014    3.451    0.311
   7.50   19.720   19.720   19.728   -0.064   -0.538   -2.280   -0.064   -0.538    1.226    0.145    0.034    2.745    0.618
   7.55   19.816   19.817   19.829   -0.226   -0.682   -2.184   -0.226   -0.682    1.490    0.494    0.154    2.643    0.789
   7.60   19.908   19.912   19.922   -0.382   -0.637   -2.092   -0.382   -0.637    1.333    0.798    0.243    2.464    0.786
   7.65   20.318   20.319   20.337   -0.180   -0.860   -1.682   -0.180   -0.860    1.446    0.303    0.155    1.800    0.743
   7.70   20.684   20.684   20.691   -0.005   -0.540   -1.316   -0.005   -0.540    0.710    0.007    0.003    1.012    0.355
   7.75   20.473   20.473   20.478   -0.160   -0.421   -1.527   -0.160   -0.421    0.644    0.245    0.067    1.268    0.346
   7.80   20.596   20.599   20.604   -0.323   -0.433   -1.404   -0.323   -0.433    0.608    0.453    0.140    1.131    0.386
   7.85   20.299   20.299   20.305    0.040   -0.463   -1.701    0.040   -0.463    0.788   -0.067   -0.018    1.554    0.396
   7.90   20.164   20.164   20.167   -0.018   -0.317   -1.836   -0.018   -0.317    0.582    0.033    0.006    1.735    0.291
   7.95   20.420   20.421   20.422    0.205   -0.081   -1.580    0.205   -0.081    0.128   -0.323   -0.017    1.272    0.174
   8.00   20.535   20.535   20.537    0.013    0.311   -1.465    0.013    0.311   -0.456   -0.019    0.004    1.122    0.228
   8.05   20.791   20.791   20.797   -0.028    0.475   -1.209   -0.028    0.475   -0.574    0.034   -0.013    0.843    0.287
   8.10   20.751   20.751   20.758   -0.026    0.560   -1.249   -0.026    0.560   -0.699    0.032   -0.014    0.937    0.350
   8.15   20.421   20.423   20.423   -0.211   -0.067   -1.579   -0.211   -0.067    0.106    0.334    0.014    1.271    0.175
   8.20   20.609   20.609   20.610   -0.156    0.129   -1.391   -0.156    0.129   -0.179    0.217   -0.020    0.988    0.141
   8.25   20.296   20.298   20.298   -0.273   -0.027   -1.704   -0.273   -0.027    0.046    0.465    0.007    1.489    0.234
   8.30   20.348   20.348   20.350    0.094   -0.274   -1.652    0.094   -0.274    0.453   -0.155   -0.026    1.407    0.240
   8.35   20.387   20.388   20.391    0.170   -0.368   -1.613    0.170   -0.368    0.593   -0.274   -0.062    1.382    0.328
   8.40   20.356   20.358   20.361    0.295   -0.299   -1.644    0.295   -0.299    0.491   -0.485   -0.088    1.439    0.348
   8.45   20.289   20.295   20.301    0.493   -0.490   -1.711    0.493   -0.490    0.839   -0.843   -0.242    1.705    0.607
   8.50   19.920   19.927   19.937    0.514   -0.626   -2.080    0.514   -0.626    1.303   -1.069   -0.322    2.491    0.858
   8.55   20.320   20.327   20.344    0.543   -0.844   -1.680    0.543   -0.844    1.418   -0.913   -0.458    1.916    0.874
   8.60   20.306   20.306   20.341   -0.037   -1.204   -1.694   -0.037   -1.204    2.040    0.062    0.044    2.161    1.021
   8.65   20.016   20.017   20.040    0.165   -0.959   -1.984    0.165   -0.959    1.902   -0.328   -0.158    2.441    0.968
   8.70   19.960   19.960   19.988   -0.054   -1.057   -2.040   -0.054   -1.057    2.157    0.111    0.058    2.642    1.080
   8.75   20.198   20.199   20.219    0.136   -0.916   -1.802    0.136   -0.916    1.651   -0.244   -0.124    2.053    0.837
   8.80   20.145   20.145   20.165   -0.026   -0.891   -1.855   -0.026   -0.891    1.652    0.047    0.023    2.117    0.826
   8.85   20.220   20.220   20.225   -0.115   -0.445   -1.780   -0.115   -0.445    0.793    0.205    0.051    1.690    0.410
   8.90   20.191   20.192   20.194   -0.262   -0.219   -1.809   -0.262   -0.219    0.396    0.474    0.057    1.695    0.310
   8.95   20.512   20.515   20.517   -0.296   -0.337   -1.488   -0.296   -0.337    0.502    0.440    0.100    1.207    0.337
   9.00   20.086   20.089   20.090   -0.344    0.174   -1.914   -0.344    0.174   -0.334    0.658   -0.060    1.906    0.370
   9.05   20.105   20.105   20.108    0.158    0.318   -1.895    0.158    0.318   -0.602   -0.299    0.050    1.859    0.337
   9.10   19.995   19.995   20.000   -0.046    0.444   -2.005   -0.046    0.444   -0.889    0.093   -0.021    2.109    0.447
   9.15   19.859   19.860   19.875   -0.201    0.763   -2.141   -0.201    0.763   -1.635    0.430   -0.153    2.604    0.849
   9.20   19.319   19.319   19.339   -0.003    0.864   -2.681   -0.003    0.864   -2.316    0.008   -0.003    3.966    1.158
   9.25   19.339   19.339   19.342    0.102    0.338   -2.661    0.102    0.338   -0.899   -0.272    0.035    3.602    0.470
   9.30   19.911   19.911   19.912   -0.036    0.202   -2.089   -0.036    0.202   -0.422    0.076   -0.007    2.204    0.214
   9.35   19.694   19.694   19.700    0.062    0.465   -2.306    0.062    0.465   -1.073   -0.143    0.029    2.769    0.541
   9.40   19.860   19.861   19.866    0.089    0.440   -2.140    0.089    0.440   -0.942   -0.190    0.039    2.390    0.481
   9.45   19.990   19.990   19.991    0.122   -0.181   -2.010    0.122   -0.181    0.365   -0.245   -0.022    2.044    0.220
   9.50   19.576   19.576   19.577    0.014   -0.177   -2.424    0.014   -0.177    0.430   -0.033   -0.002    2.953    0.216
   9.55   19.505   19.506   19.507    0.068   -0.277   -2.495    0.068   -0.277    0.691   -0.169   -0.019    3.152    0.356
   9.60   19.637   19.637   19.638    0.149    0.191   -2.363    0.149    0.191   -0.452   -0.353    0.029    2.821    0.287
   9.65   19.652   19.664   19.667    0.669    0.356   -2.348    0.669    0.356   -0.836   -1.570    0.238    3.043    0.897
   9.70   19.891   19.907   19.907    0.797   -0.070   -2.109    0.797   -0.070    0.147   -1.681   -0.056    2.543    0.844
   9.75   19.620   19.629   19.636    0.581    0.543   -2.380    0.581    0.543   -1.292   -1.382    0.315    3.148    0.959
   9.80   19.635   19.638   19.651    0.298    0.738   -2.365    0.298    0.738   -1.745   -0.706    0.220    3.113    0.947
   9.85   19.514   19.514   19.519    0.107    0.423   -2.486    0.107    0.423   -1.052   -0.267    0.045    3.186    0.543
   9.90   19.982   19.982   19.982    0.008    0.063   -2.018    0.008    0.063   -0.128   -0.017    0.001    2.039    0.064
   9.95   20.220   20.221   20.221    0.192    0.004   -1.780    0.192    0.004   -0.007   -0.342    0.001    1.602    0.171
  10.00   20.146   20.149   20.149   -0.326   -0.159   -1.854   -0.326   -0.159    0.295    0.604    0.052    1.784    0.337
  10.05   20.090   20.099   20.102   -0.598   -0.346   -1.910   -0.598   -0.346    0.662    1.141    0.207    2.062    0.668
  10.10   19.885   19.893   19.894   -0.547   -0.200   -2.115   -0.547   -0.200    0.424    1.156    0.110    2.406    0.618
  10.15   19.632   19.645   19.645   -0.718   -0.050   -2.368   -0.718   -0.050    0.119    1.700    0.036    3.064    0.852
  10.20   19.642   19.643   19.643   -0.220    0.053   -2.358   -0.220    0.053   -0.125    0.520   -0.012    2.807    0.267
  10.25   19.650   19.653   19.653   -0.313    0.107   -2.350   -0.313    0.107   -0.252    0.735   -0.034    2.815    0.389
  10.30   20.110   20.112   20.112   -0.287    0.080   -1.890   -0.287    0.080   -0.151    0.542   -0.023    1.831    0.282
  10.35   20.045   20.045   20.047    0.064    0.254   -1.955    0.064    0.254   -0.496   -0.124    0.016    1.945    0.256
  10.40   19.840   19.846   19.847    0.475    0.173   -2.160    0.475    0.173   -0.374   -1.026    0.082    2.460    0.548
  10.45   19.737   19.746   19.746    0.595    0.083   -2.263    0.595    0.083   -0.188   -1.346    0.049    2.741    0.680
  10.50   19.789   19.793   19.794    0.406    0.133   -2.211    0.406    0.133   -0.295   -0.897    0.054    2.535    0.473
  10.55   19.597   19.599   19.603    0.302    0.365   -2.403    0.302    0.365   -0.878   -0.726    0.110    3.000    0.572
  10.60   19.770   19.776   19.776    0.499    0.106   -2.230    0.499    0.106   -0.237   -1.112    0.053    2.617    0.569
  10.65   19.855   19.858   19.859    0.345    0.194   -2.145    0.345    0.194   -0.417   -0.740    0.067    2.378    0.426
  10.70   19.987   19.987   19.988   -0.104    0.145   -2.013   -0.104    0.145   -0.291    0.210   -0.015    2.042    0.180
  10.75   20.241   20.241   20.253   -0.178    0.695   -1.759   -0.178    0.695   -1.222    0.314   -0.124    1.805    0.634
  10.80   19.744   19.747   19.765   -0.390    0.823   -2.256   -0.390    0.823   -1.857    0.881   -0.321    2.960    1.040
  10.85   19.642   19.644   19.654   -0.268    0.631   -2.358   -0.268    0.631   -1.488    0.631   -0.169    3.014    0.812
  10.90   19.660   19.660   19.676    0.001    0.805   -2.340    0.001    0.805   -1.885   -0.001    0.001    3.063    0.942
  10.95   19.674   19.675   19.688    0.160    0.738   -2.326    0.160    0.738   -1.717   -0.373    0.118    2.990    0.880
  11.00   19.796   19.798   19.803    0.290    0.431   -2.204    0.290    0.431   -0.950   -0.640    0.125    2.564    0.576
  11.05   19.643   19.646   19.647    0.342    0.213   -2.357    0.342    0.213   -0.502   -0.806    0.073    2.859    0.476
  11.10   19.818   19.824   19.825    0.504   -0.166   -2.182    0.504   -0.166    0.363   -1.100   -0.084    2.522    0.580
  11.15   19.854   19.857   19.857    0.325    0.010   -2.146    0.325    0.010   -0.022   -0.698    0.003    2.355    0.349
  11.20   19.880   19.881   19.881   -0.228    0.139   -2.120   -0.228    0.139   -0.295    0.483   -0.032    2.284    0.283
  11.25   19.550   19.550   19.554    0.079    0.382   -2.450    0.079    0.382   -0.936   -0.194    0.030    3.077    0.478
