   Time      U       Uh       Ut        V        W        u'       v'       w'      u'w'     u'v'     v'w'     TKE      CTKE
   4.00   23.335   23.430   23.446   -2.114   -0.851    0.335   -2.114   -0.851   -0.285   -0.708    1.799    2.652    0.977
   4.05   23.896   23.954   23.968   -1.665   -0.838    0.896   -1.665   -0.838   -0.751   -1.492    1.395    2.139    1.088
   4.10   23.869   23.928   23.942   -1.674   -0.838    0.869   -1.674   -0.838   -0.728   -1.455    1.402    2.129    1.074
   4.15   23.871   24.008   24.030   -2.566   -1.027    0.871   -2.566   -1.027   -0.894   -2.235    2.635    4.199    1.784
   4.20   24.065   24.245   24.282   -2.947   -1.336    1.065   -2.947   -1.336   -1.423   -3.139    3.938    5.801    2.616
   4.25   23.738   23.847   23.898   -2.281   -1.560    0.738   -2.281   -1.560   -1.152   -1.684    3.559    4.092    2.051
   4.30   22.926   23.005   23.060   -1.903   -1.598   -0.074   -1.903   -1.598    0.118    0.141    3.040    3.089    1.523
   4.35   23.705   23.792   23.839   -2.030   -1.504    0.705   -2.030   -1.504   -1.060   -1.432    3.053    3.440    1.767
   4.40   24.112   24.236   24.299   -2.447   -1.741    1.112   -2.447   -1.741   -1.937   -2.722    4.261    5.128    2.707
   4.45   23.919   24.001   24.027   -1.979   -1.122    0.919   -1.979   -1.122   -1.031   -1.818    2.221    3.010    1.525
   4.50   24.216   24.238   24.274   -1.041   -1.317    1.216   -1.041   -1.317   -1.601   -1.266    1.372    2.149    1.230
   4.55   23.801   23.803   23.815   -0.335   -0.753    0.801   -0.335   -0.753   -0.602   -0.268    0.252    0.660    0.353
   4.60   23.424   23.424   23.425   -0.072   -0.179    0.424   -0.072   -0.179   -0.076   -0.031    0.013    0.108    0.041
   4.65   23.992   23.998   24.003    0.569   -0.497    0.992    0.569   -0.497   -0.493    0.564   -0.283    0.777    0.400
   4.70   23.516   23.525   23.548   -0.673   -1.041    0.516   -0.673   -1.041   -0.537   -0.347    0.701    0.902    0.474
   4.75   23.782   23.784   23.806    0.339   -1.011    0.782    0.339   -1.011   -0.791    0.265   -0.343    0.875    0.451
   4.80   22.973   22.977   23.041    0.433   -1.710   -0.027    0.433   -1.710    0.046   -0.012   -0.740    1.556    0.371
   4.85   23.774   23.774   23.915   -0.120   -2.593    0.774   -0.120   -2.593   -2.007   -0.093    0.312    3.669    1.017
   4.90   24.557   24.557   24.633    0.177   -1.935    1.557    0.177   -1.935   -3.013    0.275   -0.342    3.100    1.522
   4.95   24.857   24.858   24.928   -0.193   -1.873    1.857   -0.193   -1.873   -3.479   -0.358    0.361    3.498    1.758
   5.00   25.297   25.310   25.345   -0.825   -1.329    2.297   -0.825   -1.329   -3.051   -1.894    1.096    3.860    1.877
   5.05   25.591   25.594   25.651   -0.426   -1.709    2.591   -0.426   -1.709   -4.428   -1.105    0.729    4.907    2.311
   5.10   25.391   25.396   25.436   -0.476   -1.440    2.391   -0.476   -1.440   -3.442   -1.138    0.685    4.008    1.845
   5.15   25.221   25.237   25.282   -0.904   -1.516    2.221   -0.904   -1.516   -3.367   -2.008    1.372    4.024    2.077
   5.20   24.952   24.970   25.054   -0.961   -2.049    1.952   -0.961   -2.049   -3.999   -1.877    1.970    4.466    2.419
   5.25   25.345   25.423   25.505   -1.984   -2.048    2.345   -1.984   -2.048   -4.803   -4.653    4.062    6.815    3.912
   5.30   25.495   25.532   25.567   -1.377   -1.339    2.495   -1.377   -1.339   -3.340   -3.437    1.844    4.957    2.567
   5.35   24.337   24.425   24.475   -2.076   -1.562    1.337   -2.076   -1.562   -2.089   -2.775    3.243    4.268    2.376
   5.40   24.305   24.419   24.450   -2.362   -1.220    1.305   -2.362   -1.220   -1.592   -3.082    2.881    4.384    2.255
   5.45   24.447   24.585   24.643   -2.601   -1.702    1.447   -2.601   -1.702   -2.462   -3.762    4.426    5.876    3.155
   5.50   23.695   24.034   24.080   -4.020   -1.489    0.695   -4.020   -1.489   -1.035   -2.794    5.985    9.431    3.343
   5.55   23.493   23.922   23.953   -4.511   -1.226    0.493   -4.511   -1.226   -0.604   -2.223    5.533   11.050    2.997
   5.60   23.512   23.790   23.841   -3.626   -1.554    0.512   -3.626   -1.554   -0.796   -1.858    5.634    7.913    2.993
   5.65   23.036   23.228   23.249   -2.979   -0.974    0.036   -2.979   -0.974   -0.035   -0.108    2.902    4.913    1.452
   5.70   23.527   23.726   23.738   -3.067   -0.747    0.527   -3.067   -0.747   -0.394   -1.616    2.291    5.121    1.415
   5.75   23.575   23.868   23.916   -3.728   -1.520    0.575   -3.728   -1.520   -0.874   -2.143    5.666    8.268    3.060
   5.80   23.790   24.416   24.455   -5.492   -1.379    0.790   -5.492   -1.379   -1.090   -4.342    7.573   16.345    4.398
   5.85   24.176   24.687   24.710   -4.994   -1.064    1.176   -4.994   -1.064   -1.252   -5.874    5.316   13.728    4.010
   5.90   23.926   24.597   24.614   -5.705   -0.931    0.926   -5.705   -0.931   -0.862   -5.283    5.309   17.136    3.770
   5.95   23.299   23.976   24.007   -5.657   -1.219    0.299   -5.657   -1.219   -0.365   -1.694    6.897   16.787    3.556
   6.00   23.412   23.887   23.935   -4.740   -1.514    0.412   -4.740   -1.514   -0.625   -1.955    7.177   12.463    3.732
   6.05   23.546   24.102   24.151   -5.151   -1.530    0.546   -5.151   -1.530   -0.835   -2.810    7.880   14.584    4.204
   6.10   23.706   24.226   24.246   -4.992   -0.977    0.706   -4.992   -0.977   -0.690   -3.524    4.878   13.189    3.028
   6.15   24.540   25.024   25.094   -4.899   -1.870    1.540   -4.899   -1.870   -2.880   -7.544    9.161   14.934    6.106
   6.20   25.258   25.887   25.941   -5.670   -1.677    2.258   -5.670   -1.677   -3.788  -12.804    9.511   20.032    8.197
   6.25   25.327   25.720   25.755   -4.479   -1.334    2.327   -4.479   -1.334   -3.105  -10.424    5.977   13.630    6.205
   6.30   25.367   25.972   25.978   -5.574   -0.583    2.367   -5.574   -0.583   -1.379  -13.193    3.247   18.507    6.828
   6.35   25.152   25.679   25.690   -5.176   -0.764    2.152   -5.176   -0.764   -1.643  -11.138    3.953   16.004    5.966
   6.40   24.810   25.431   25.472   -5.584   -1.448    1.810   -5.584   -1.448   -2.622  -10.109    8.086   18.276    6.604
   6.45   24.586   25.166   25.206   -5.375   -1.412    1.586   -5.375   -1.412   -2.238   -8.522    7.587   16.697    5.813
   6.50   24.805   25.142   25.238   -4.107   -2.191    1.805   -4.107   -2.191   -3.954   -7.412    8.998   12.463    6.155
   6.55   25.053   25.507   25.575   -4.793   -1.860    2.053   -4.793   -1.860   -3.818   -9.840    8.912   15.321    6.907
   6.60   25.111   25.477   25.519   -4.303   -1.465    2.111   -4.303   -1.465   -3.093   -9.084    6.304   12.559    5.741
   6.65   24.822   25.046   25.078   -3.345   -1.258    1.822   -3.345   -1.258   -2.292   -6.094    4.208    8.044    3.876
   6.70   24.268   24.478   24.504   -3.205   -1.123    1.268   -3.205   -1.123   -1.424   -4.063    3.600    6.570    2.806
   6.75   23.649   23.870   23.914   -3.244   -1.450    0.649   -3.244   -1.450   -0.941   -2.105    4.704    6.523    2.619
   6.80   23.521   23.791   23.802   -3.580   -0.697    0.521   -3.580   -0.697   -0.363   -1.863    2.495    6.786    1.568
   6.85   23.372   23.666   23.681   -3.715   -0.863    0.372   -3.715   -0.863   -0.321   -1.383    3.205    7.342    1.753
   6.90   23.370   23.706   23.768   -3.972   -1.723    0.370   -3.972   -1.723   -0.638   -1.471    6.845    9.443    3.515
   6.95   23.169   23.689   23.736   -4.933   -1.506    0.169   -4.933   -1.506   -0.255   -0.835    7.429   13.317    3.740
   7.00   24.087   24.362   24.439   -3.650   -1.936    1.087   -3.650   -1.936   -2.105   -3.969    7.068    9.128    4.188
   7.05   23.620   23.807   23.829   -2.978   -1.027    0.620   -2.978   -1.027   -0.637   -1.847    3.059    5.155    1.815
   7.10   23.658   23.944   23.945   -3.688   -0.216    0.658   -3.688   -0.216   -0.142   -2.427    0.797    7.040    1.279
   7.15   22.288   22.699   22.700   -4.304   -0.187   -0.712   -4.304   -0.187    0.133    3.066    0.804    9.534    1.586
   7.20   22.523   22.991   23.004   -4.614   -0.797   -0.477   -4.614   -0.797    0.380    2.201    3.677   11.074    2.151
   7.25   22.064   22.691   22.703   -5.296   -0.730   -0.936   -5.296   -0.730    0.683    4.955    3.865   14.727    3.161
   7.30   22.133   22.723   22.732   -5.147   -0.610   -0.867   -5.147   -0.610    0.529    4.463    3.141   13.806    2.742
   7.35   21.919   22.872   22.872   -6.534    0.093   -1.081   -6.534    0.093   -0.101    7.064   -0.611   21.933    3.546
   7.40   22.700   23.523   23.523   -6.169    0.062   -0.300   -6.169    0.062   -0.019    1.853   -0.383   19.073    0.946
   7.45   22.721   23.598   23.598   -6.372   -0.106   -0.279   -6.372   -0.106    0.029    1.775    0.673   20.345    0.950
   7.50   22.820   23.476   23.478   -5.509   -0.307   -0.180   -5.509   -0.307    0.055    0.991    1.692   15.238    0.981
   7.55   23.095   23.746   23.747   -5.521    0.253    0.095   -5.521    0.253    0.024   -0.525   -1.397   15.280    0.747
   7.60   22.843   23.299   23.299   -4.585   -0.107   -0.157   -4.585   -0.107    0.017    0.719    0.489   10.527    0.435
   7.65   22.770   23.210   23.212   -4.498   -0.318   -0.230   -4.498   -0.318    0.073    1.036    1.430   10.194    0.884
   7.70   22.706   23.138   23.151   -4.451   -0.796   -0.294   -4.451   -0.796    0.234    1.310    3.542   10.265    1.892
   7.75   22.490   22.769   22.784   -3.555   -0.826   -0.510   -3.555   -0.826    0.421    1.813    2.938    6.792    1.739
   7.80   22.747   22.970   22.974   -3.193   -0.433   -0.253   -3.193   -0.433    0.110    0.808    1.384    5.222    0.803
   7.85   22.470   22.702   22.702   -3.234   -0.172   -0.530   -3.234   -0.172    0.091    1.713    0.556    5.384    0.902
   7.90   22.448   22.693   22.697   -3.325   -0.447   -0.552   -3.325   -0.447    0.247    1.836    1.485    5.781    1.187
   7.95   22.525   22.770   22.786   -3.331   -0.855   -0.475   -3.331   -0.855    0.406    1.582    2.847    6.026    1.641
   8.00   22.223   22.458   22.467   -3.237    0.628   -0.777   -3.237    0.628   -0.488    2.515   -2.032    5.739    1.635
   8.05   23.139   23.370   23.375   -3.280    0.470    0.139   -3.280    0.470    0.065   -0.455   -1.542    5.499    0.804
   8.10   24.176   24.435   24.442   -3.547   -0.583    1.176   -3.547   -0.583   -0.686   -4.173    2.069    7.152    2.354
   8.15   24.689   24.858   24.873   -2.893   -0.865    1.689   -2.893   -0.865   -1.460   -4.886    2.502    5.985    2.840
   8.20   24.575   24.613   24.627   -1.365   -0.856    1.575   -1.365   -0.856   -1.348   -2.149    1.168    2.537    1.396
   8.25   25.382   25.402   25.467   -0.990   -1.828    2.382   -0.990   -1.828   -4.355   -2.359    1.810    4.999    2.637
   8.30   25.362   25.407   25.453   -1.508   -1.534    2.362   -1.508   -1.534   -3.623   -3.563    2.313    5.104    2.792
   8.35   24.994   25.026   25.037   -1.268   -0.752    1.994   -1.268   -0.752   -1.499   -2.529    0.953    3.075    1.545
   8.40   24.669   24.688   24.750   -0.984   -1.745    1.669   -0.984   -1.745   -2.912   -1.643    1.717    3.399    1.879
   8.45   24.507   24.515   24.576   -0.614   -1.737    1.507   -0.614   -1.737   -2.617   -0.926    1.067    2.832    1.487
   8.50   24.429   24.479   24.573   -1.556   -2.148    1.429   -1.556   -2.148   -3.069   -2.224    3.343    4.539    2.527
   8.55   24.401   24.428   24.487   -1.144   -1.699    1.401   -1.144   -1.699   -2.381   -1.603    1.944    3.080    1.733
   8.60   24.319   24.346   24.416   -1.139   -1.855    1.319   -1.139   -1.855   -2.447   -1.503    2.112    3.239    1.782
   8.65   25.267   25.297   25.404   -1.238   -2.324    2.267   -1.238   -2.324   -5.267   -2.807    2.877    6.035    3.313
   8.70   25.093   25.122   25.199   -1.197   -1.968    2.093   -1.197   -1.968   -4.119   -2.506    2.355    4.843    2.683
   8.75   24.612   24.646   24.700   -1.300   -1.629    1.612   -1.300   -1.629   -2.625   -2.095    2.117    3.470    1.985
   8.80   24.899   24.902   24.903   -0.411   -0.160    1.899   -0.411   -0.160   -0.303   -0.780    0.066    1.900    0.420
   8.85   25.489   25.489   25.489    0.112   -0.081    2.489    0.112   -0.081   -0.202    0.280   -0.009    3.106    0.173
   8.90   26.454   26.454   26.463    0.004   -0.712    3.454    0.004   -0.712   -2.458    0.012   -0.003    6.217    1.229
   8.95   26.360   26.361   26.361   -0.218    0.072    3.360   -0.218    0.072    0.242   -0.733   -0.016    5.670    0.386
   9.00   26.573   26.594   26.598   -1.063   -0.440    3.573   -1.063   -0.440   -1.574   -3.798    0.468    7.046    2.069
   9.05   26.743   26.748   26.752   -0.526   -0.475    3.743   -0.526   -0.475   -1.779   -1.970    0.250    7.255    1.333
   9.10   27.410   27.421   27.430   -0.758   -0.723    4.410   -0.758   -0.723   -3.190   -3.343    0.548   10.275    2.327
   9.15   27.612   27.655   27.664   -1.550   -0.696    4.612   -1.550   -0.696   -3.209   -7.150    1.079   12.078    3.955
   9.20   26.998   27.081   27.082   -2.124   -0.193    3.998   -2.124   -0.193   -0.771   -8.490    0.410   10.265    4.267
   9.25   27.034   27.127   27.127   -2.248   -0.042    4.034   -2.248   -0.042   -0.168   -9.066    0.094   10.662    4.534
   9.30   27.156   27.196   27.202   -1.477   -0.569    4.156   -1.477   -0.569   -2.363   -6.139    0.840    9.890    3.316
   9.35   26.184   26.219   26.226   -1.358   -0.609    3.184   -1.358   -0.609   -1.940   -4.323    0.828    6.176    2.405
   9.40   26.692   26.722   26.763   -1.276   -1.471    3.692   -1.276   -1.471   -5.429   -4.709    1.876    8.709    3.714
   9.45   26.447   26.449   26.493   -0.296   -1.527    3.447   -0.296   -1.527   -5.265   -1.020    0.452    7.152    2.691
   9.50   26.190   26.193   26.206   -0.428   -0.807    3.190   -0.428   -0.807   -2.574   -1.367    0.346    5.504    1.467
   9.55   25.795   25.810   25.810   -0.870    0.099    2.795   -0.870    0.099    0.276   -2.433   -0.086    4.290    1.225
   9.60   25.613   25.635   25.637   -1.064    0.298    2.613   -1.064    0.298    0.780   -2.779   -0.317    4.024    1.452
   9.65   26.001   26.002   26.006    0.198   -0.500    3.001    0.198   -0.500   -1.499    0.595   -0.099    4.647    0.808
   9.70   26.255   26.266   26.284    0.727   -0.976    3.255    0.727   -0.976   -3.178    2.368   -0.710    6.040    2.013
   9.75   27.146   27.149   27.154    0.387   -0.530    4.146    0.387   -0.530   -2.199    1.605   -0.205    8.812    1.365
   9.80   26.620   26.624   26.624    0.448   -0.180    3.620    0.448   -0.180   -0.650    1.623   -0.080    6.669    0.875
   9.85   26.261   26.261   26.261    0.035   -0.111    3.261    0.035   -0.111   -0.361    0.116   -0.004    5.323    0.190
   9.90   25.504   25.504   25.522    0.095    0.956    2.504    0.095    0.956    2.393    0.237    0.091    3.596    1.203
   9.95   25.433   25.436   25.446   -0.363    0.730    2.433   -0.363    0.730    1.775   -0.884   -0.265    3.292    1.000
  10.00   25.151   25.152   25.174   -0.193    1.058    2.151   -0.193    1.058    2.275   -0.415   -0.204    2.891    1.161
  10.05   24.435   24.441   24.455   -0.545    0.814    1.435   -0.545    0.814    1.169   -0.782   -0.444    1.510    0.737
  10.10   24.318   24.318   24.323   -0.135    0.493    1.318   -0.135    0.493    0.649   -0.179   -0.067    0.999    0.338
  10.15   25.160   25.160   25.160   -0.014    0.015    2.160   -0.014    0.015    0.033   -0.031   -0.000    2.333    0.022
  10.20   26.233   26.233   26.253    0.019    1.021    3.233    0.019    1.021    3.301    0.061    0.019    5.749    1.651
  10.25   25.568   25.569   25.572    0.202    0.347    2.568    0.202    0.347    0.890    0.520    0.070    3.379    0.517
  10.30   25.852   25.855   25.861    0.396   -0.532    2.852    0.396   -0.532   -1.518    1.129   -0.211    4.288    0.952
  10.35   25.873   25.874   25.874   -0.187   -0.121    2.873   -0.187   -0.121   -0.349   -0.538    0.023    4.153    0.321
  10.40   25.811   25.828   25.840   -0.945    0.773    2.811   -0.945    0.773    2.172   -2.656   -0.730    4.695    1.754
  10.45   26.962   26.986   26.987   -1.124    0.273    3.962   -1.124    0.273    1.082   -4.452   -0.307    8.518    2.296
  10.50   26.216   26.225   26.226   -0.676   -0.285    3.216   -0.676   -0.285   -0.917   -2.172    0.193    5.440    1.183
  10.55   25.754   25.763   25.774   -0.682   -0.760    2.754   -0.682   -0.760   -2.094   -1.878    0.519    4.314    1.430
  10.60   25.716   25.726   25.726   -0.743   -0.079    2.716   -0.743   -0.079   -0.214   -2.017    0.059    3.966    1.014
  10.65   24.807   24.838   24.838   -1.246   -0.025    1.807   -1.246   -0.025   -0.045   -2.252    0.031    2.409    1.126
  10.70   25.282   25.314   25.319   -1.270    0.512    2.282   -1.270    0.512    1.169   -2.898   -0.651    3.541    1.596
  10.75   25.880   25.899   25.902   -0.981   -0.423    2.880   -0.981   -0.423   -1.219   -2.825    0.415    4.718    1.552
  10.80   26.015   26.099   26.100   -2.096    0.175    3.015   -2.096    0.175    0.527   -6.320   -0.366    6.758    3.176
  10.85   26.410   26.470   26.470   -1.773   -0.088    3.410   -1.773   -0.088   -0.299   -6.048    0.156    7.391    3.029
  10.90   26.562   26.576   26.581   -0.878   -0.509    3.562   -0.878   -0.509   -1.813   -3.126    0.447    6.857    1.821
  10.95   26.176   26.203   26.243   -1.198   -1.438    3.176   -1.198   -1.438   -4.567   -3.805    1.723    6.795    3.095
  11.00   25.898   25.900   25.900   -0.324   -0.198    2.898   -0.324   -0.198   -0.574   -0.937    0.064    4.270    0.551
  11.05   26.166   26.167   26.168    0.256   -0.248    3.166    0.256   -0.248   -0.784    0.812   -0.064    5.075    0.565
  11.10   26.536   26.536   26.536   -0.082   -0.040    3.536   -0.082   -0.040   -0.143   -0.291    0.003    6.257    0.162
